"PrimaryID","BenTaxaID","BentaxaID_autonum","Native?","FinalID","CommonName","PresentInRouge","FishBug","SensitiveFamily","SensitGroup","Phylum","Class","Order","Suborder","Family","Genus","Species","level DEP id's to","lev_catag","GenDescrip"
"130","2439","2268","False","Sericostomatidae","","False","B","False","1","Arthropoda","Insecta","Trichoptera","","Sericostomatidae","","","Sericostomatidae","Family",""
"131","1381","1226","True","Veliidae","short-legged strider","True","B","False","3","Arthropoda","Insecta","Hemiptera","","Veliidae","","","Veliidae","Family","Veliidae typically occur on the surface of lentic systems, but do also occur on stream surfaces as well (Merritt and Cummins, 1996)."
"132","558","408","True","Syrphidae","flower fly","True","B","False","3","Arthropoda","Insecta","Diptera","","Syrphidae","","","Syrphidae","Family",""
"133","571","421","True","Tabanidae","horse fly","True","B","False","3","Arthropoda","Insecta","Diptera","","Tabanidae","","","Tabanidae","Family","Family present in at least 40% of the low gradient sites surveyed to date in PA (McGarrill, personal communication). Tabanidae most frequently occur in depositional areas of lotic systems, although a few genera occur in erosional habitats (Merritt and Cummins, 1996)."
"134","2610","2437","True","Chironomidae","midge","True","B","False","3","Arthropoda","Insecta","Diptera","","Chironomidae","","","","Family","Chironomidae often account for 50% or more of the species richness of a system, and have a range of acceptable living conditions that is more extensive than any other aquatic insect (Coffman and Ferrington “Chironomidae” in Merritt and Cummins 1996).Chironomidae are found in at least 50% of reference and non-reference quality limestone stream samples in PA to date (Botts, personal communication). Family present in at least 40% all low gradient survey sites studied to date in PA (McGarrill, personal communication)."
"135","221","221","True","Decapoda","Crayfish","True","B","False","2","Arthropoda","Crustacea","Decapoda","","","","","Decapoda","Order",""
"136","1822","1663","False","Chloroperlidae","","False","B","False","1","Arthropoda","Insecta","Plecoptera","","Chloroperlidae","","","Chloroperlidae","Family","Chloroperlidae are typically found in small, colder streams in Pennsylvania (Earle, personal communication). Chloroperlidae are tyically found in erosional zones of lotic systems (Merritt and Cummins, 1996)."
"137","80","80","True","Chrysomelidae","aquatic leaf beetle","True","B","False","2","Arthropoda","Insecta","Coleoptera","","Chrysomelidae","","","Chrysomelidae","Family",""
"138","3202","3027","True","Zygoptera","Damselfly","True","B","False","2","Arthropoda","Insecta","ODONATA","Zygoptera","","","","","suborder",""
"139","497","348","True","Simuliidae","Black Fly","True","B","False","2","Arthropoda","Insecta","Diptera","","Simuliidae","","","Simuliidae","Family","Simuliidae has extensive variation in aquatic habitat inhabitance across species (Peterson “Simuliidae” in Merritt and Cummins 1996). Simulium found in at least 50% of reference quality limestone stream samples in PA to date (Botts, personal communication). Family present in at least 40% of the non-reference quality low gradient sites surveyed to date in PA (McGarrill, personal communication). They typically occur in erosional zones of lotic habitats and are clingers (Merritt and Cummins, 1996)."
"140","2504","2333","True","Sphaeriidae","Fingernail Clam","True","B","False","","mollusca","Bivalvia","Veneroida","","Sphaeriidae","","","Sphaeriidae","Family","Family present in at least 40% of the reference quality low gradient sites surveyed to date in PA (McGarrill, personal communication). The family is abundant in standing waters, but a few species are common in running waters. The young are brooded by the parent, and released as well developed juveniles. They live for a year or two (Peckarsky et al. 1990)."
"141","199","199","True","Staphylinidae","rove beetle","True","B","False","2","Arthropoda","Insecta","Coleoptera","","Staphylinidae","","","Staphylinidae","Family",""
"142","1361","1206","False","Hydrometridae","","False","B","False","3","Arthropoda","Insecta","Hemiptera","","Hydrometridae","","","Hydrometridae","Family",""
"143","162","162","True","Hydrophilidae","water scavenger beetle","True","B","False","2","Arthropoda","Insecta","Coleoptera","","Hydrophilidae","","","Hydrophilidae","Family","Second largest water beetle family. Standing water is favored by most. If in flowing water, both adults and larvae are usually in backwater (Epler, 1996; Peckarsky et al., 1990; Merritt and Cummins, 1996). Adults rely on self contained air reserves (Merri"
"144","146","146","True","Gyrinidae","whirligig beetle","True","B","False","2","Arthropoda","Insecta","Coleoptera","","Gyrinidae","","","Gyrinidae","Family","Adults are surface dwellers (Epler, 1996), and while lotic and lentic, prefer depositional areas (Merritt and Cummins, 1996). Larvae are lentic and lotic Merritt and Cummins, 1996)."
"145","11","11","True","Hirudinea","Leech","True","B","False","3","Annelida","Hirudinea","","","","","","Hirudinea","Class",""
"146","155","155","False","Histeridae","","False","B","False","2","Arthropoda","Insecta","Coleoptera","","Histeridae","","","Histeridae","Family",""
"147","2511","2338","True","Hydracarina","Aquatic Mite","True","B","False","","Arthropoda","Arachnida","Acarina","","","","","","subcohort","Inhabit all habitats. Most abundant and characteristic of streams, rivers, lakes, especially where there are quantities of rooted vegetation (Pennak 1978). In erosional zones of streams, mites are found crawling in rocks of buried in gravel, and can be co"
"148","2087","1917","True","Hydropsychidae","Net Spinning Caddisfly","True","B","False","2","Arthropoda","Insecta","Trichoptera","","Hydropsychidae","","","Hydropsychidae","Family","Hydropsychidae are widely distributed and quite varied in their habitat requirements, and are often the dominant caddisfly in running waters (Wiggins 2000). Typically occur in lotic systems, in erosional zones, although some do occur in lentic systems (Merritt and Cummins, 1996)."
"149","2144","1973","True","Hydroptilidae","micro caddisfly","True","B","False","1","Arthropoda","Insecta","Trichoptera","","Hydroptilidae","","","Hydroptilidae","Family","Generally lotic, erosional (Merritt and Cummins, 1996). These taxa occur in varied habitats in North America, ranging from cold springs to rivers to lakes (Wiggins, 1996). Family present in at least 40% of the reference quality low gradient sites surveyed"
"150","3243","3068","True","Lestidae","spread-winged damselfly","True","B","False","2","Arthropoda","Insecta","Odonata","zygoptera","LESTIDAE","","","","Family",""
"151","1846","1686","False","Leuctridae","","False","B","False","1","Arthropoda","Insecta","Plecoptera","","Leuctridae","","","Leuctridae","Family","Leuctridae are restricted to small to medium creeks and seeps in PA (Earle, personal communication). Family present in at least 40% all low gradient survey sites studied to date in PA (McGarrill, personal communication).  Leuctridae are generally found in lotic systems, in both erosional and depositional zones (Merritt and Cummins, 1996)."
"152","1189","1036","True","Isonychiidae","brush-legged mayfly","True","B","True","1","Arthropoda","Insecta","Ephemeroptera","","Isonychiidae","","","Isonychiidae","Family","Isonychiidae are thought to be relatively pollution intolerant in Pennsylvania (Hoover 2000). They occur in erosional zones of lotic systems, and are swimmers and clingers (Merritt and Cummins, 1996)."
"153","1436","1281","True","Isopoda","Sowbug","True","B","False","2","Arthropoda","Crustacea","Isopoda","","","","","Isopoda","Order",""
"154","63","63","True","Planorbidae","snail coiled in one plane","True","B","False","","mollusca","Gastropoda","Basommatophora","","Planorbidae","","","Planorbidae","Family","Pulmonate, thus can breathe atmospheric oxygen."
"155","3022","2848","True","Prosobranchia","Gilled Snails","True","B","False","1","Mollusca","Gastropoda","","","","","","","subclass",""
"156","187","187","True","Psephenidae","Water Penny","True","B","False","1","Arthropoda","Insecta","Coleoptera","","Psephenidae","","","Psephenidae","Family","Psephenid adults are not aquatic. Larvae are typically found on submerged wood, rocks and boulders (Epler 1996)."
"157","2349","2178","True","Philopotamidae","finger-net caddisfly","True","B","False","1","Arthropoda","Insecta","Trichoptera","","Philopotamidae","","","Philopotamidae","Family","These organisms are filter feeders, and are generally widespread in the state. Philopotamidae spin long nets that catch particulate matter in the current, feeding on the finest particulate matter of all caddisflies, and live in areas of the stream with moderate flow (Wiggins 2000). Typically occur in lotic systems, in erosional zones (Merritt and Cummins, 1996). Are thought to filter the finest particles through their nets of all trichoptera (Masteller and Flint, 1991)."
"158","478","329","False","Phoridae","","False","B","False","3","Arthropoda","Insecta","Diptera","","Phoridae","","","Phoridae","Family",""
"217","","","True","Elliptio dilatata","spike","True","B","True","","Mollusca","Bivalvia","Unionoida","","Unionidae","Elliptio","dilatata","","Species",""
"218","","","True","Fusconaia flava","Wabash pigtoe","True","B","True","","Mollusca","Bivalvia","Unionoida","","Unionidae","Fusconaia","flava","","Species",""
"219","","","True","Lampsilis cardium","Plain pocketbook","True","B","True","","Mollusca","Bivalvia","Unionoida","","Unionidae","Lampsilis","cardium","","Species",""
"220","","","True","Lampsilis siliquoidea","Fat mucket","True","B","True","","Mollusca","Bivalvia","Unionoida","","Unionidae","Lampsilis","siliquoidea","","Species",""
"221","","","True","Lasmigona complanata","White heelsplitter","True","B","True","","Mollusca","Bivalvia","Unionoida","","Unionidae","Lasmigona","complanata","","Species",""
"222","","","True","Lasmigona compressa","Brook heelsplitter","True","B","True","","Mollusca","Bivalvia","Unionoida","","Unionidae","Lasmigona","compressa","","Species",""
"223","","","True","Pyganodon grandis","Common floater","True","B","True","","Mollusca","Bivalvia","Unionoida","","Unionidae","Pyganodon","grandis","","Species",""
"224","","","True","Strophitus undulatus","Creeper","True","B","True","","Mollusca","Bivalvia","Unionoida","","Unionidae","Strophitus","undulatus","","Species",""
"225","","","True","Utterbackia imbecilis","Paper pondshell","True","B","True","","Mollusca","Bivalvia","Unionoida","","Unionidae","Utterbackia","imbecilis","","Species",""
"216","","","True","Alasmidonta viridis","Slippershell","True","B","True","","Mollusca","Bivalvia","Unionoida","","Unionidae","Alasmindonta","viridis","","Species",""
"211","","","True","Etheostoma  microperca","Least darter","True","F","True","","Chordata","Actinopterygii","Perciformes","","Percidae","Etheostoma","microperca","","Species",""
"212","","","True","Etheostoma nigrum","Johnny darter","True","F","False","","Chordata","Actinopterygii","Perciformes","","Percidae","Etheostoma","nigrum","","Species",""
"213","","","True","Percina caprodes","Log perch","True","F","True","","Chordata","Actinopterygii","Perciformes","","Percidae","Percina","caprodes","","Species",""
"214","","","True","Percina maculata","Blackside darter","True","F","False","","Chordata","Actinopterygii","Perciformes","","Percidae","Percina","maculata","","Species",""
"215","","","False","Neogobius melanostomus","Round goby","True","F","False","","Chordata","Actinopterygii","Perciformes","","Gobiidae","Neogobius","melanostomus","","Species",""
"159","","","True","Amia calva","Bowfin","True","F","False","","Chordata","Actinopterygii","Amiiformes","","Amiidae","Amia","calva","","Species",""
"161","","","True","Macromiidae","river cruiser","True","B","False","2","Arthropoda","Insecta","Odonata","Anisoptera","Macromiidae","Macromia","taeniolata","","Species",""
"163","","","True","Campostoma anomalum","Central Stoneroller","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Campostoma","anomalum","","Species",""
"164","","","False","Carassius auratus","Goldfish","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Carassius","auratus","","Species",""
"165","","","True","Clinostomus elongatus","Redside Dace","True","F","True","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Clinostomus","elongatus","","Species",""
"174","","","True","Notropis hudsonius","Spottail shiner","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Notropis","hudsonius","","Species",""
"166","","","True","Cyprinella spiloptera","Spotfin shiner","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Cyprinella","spiloptera","","Species",""
"167","","","False","Cyprinus carpio","Common carp","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Cyprinus","carpio","","Species",""
"168","","","True","Luxilus cornutus","Common shiner","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Luxilus","cornutus","","Species",""
"175","","","True","Notropis volucellus","Mimic shiner","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Notropis","volucellus","","Species",""
"176","","","True","Pimephales notatus","Bluntnose minnow","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Pimephales","notatus","","Species",""
"177","","","True","Pimephales promelas","Fathead minnow","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Pimephales","promelas","","Species",""
"178","","","True","Phoximus eos","northern redbelly dace","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Phoximus","eos","","Species",""
"179","","","True","Rhinichthys obtusus","Western blacknose dace","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Rhinichthys","obtusus","","Species",""
"180","","","True","Semotilus atromaculatus","Creek chub","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Semotilus","atromaculatus","","Species",""
"181","","","True","Catostomus commersonii","White sucker","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Catostomidae","Catostomus","commersonii","","Species",""
"182","","","True","Hypentelium nigricans","Northern hogsucker","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Catostomidae","Hypentelium","nigricans","","Species",""
"183","","","True","Minytrema melanops","Spotted sucker","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Catostomidae","Minytrema"," melanops","","Species",""
"184","","","True","Moxostoma macrolepidotum","Northern redhorse","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Catostomidae","Moxostoma","macrolepidotum","","Species",""
"185","","","True","Ameiurus melas","Black bullhead","True","F","False","","Chordata","Actinopterygii","Siluriformes","","Ictaluridae","Ameiurus","melas","","Species",""
"186","","","True","Ameiurus natalis","Yellow bullhead","True","F","False","","Chordata","Actinopterygii","Siluriformes","","Ictaluridae","Ameiurus","natalis","","Species",""
"187","","","True","Ameiurus nebulosus","Brown bullhead","True","F","False","","Chordata","Actinopterygii","Siluriformes","","Ictaluridae","Ameiurus","nebulosus","","Species",""
"188","","","True","Noturus flavus","Stonecat","True","F","False","","Chordata","Actinopterygii","Siluriformes","","Ictaluridae","Noturus","flavus","","Species",""
"189","","","True","Esox Americanus vermiculatus","Grass pickerel","True","F","False","","Chordata","Actinopterygii","Esociformes","","Esocidae","Esox","Americanus vermiculatus","","Species",""
"190","","","True","Esox lucius","American pike","True","F","False","","Chordata","Actinopterygii","Esociformes","","Esocidae","Esox","lucius","","Species",""
"191","","","True","Umbra limi","Central mudminnow","True","F","False","","Chordata","Actinopterygii","Esociformes","","Umbidae","Umbra","limi","","Species",""
"170","","","True","Notemigonus crysoleucas","Golden shiner","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Notemigonus","crysoleucas","","Species",""
"171","","","True","Notropis atherinoides","Common emerald shiner","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Notropis","atherinoides","","Species",""
"172","","","True","Notropis heterodon","Blackchin shiner","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Notropis","heterodon","","Species",""
"173","","","True","Notropis heterolepis","Blacknose shiner","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Notropis","heterolepis","","Species",""
"192","","","True","Cottus bairdii","Mottled sculpin","True","F","True","","Chordata","Actinopterygii","Scorpaeniformes","","Cottidae","Cottus","bairdii","","Species",""
"193","","","False","Fundulus heteroclitus","Mummichog","True","F","False","","Chordata","Actinopterygii","Cyprinodontiformes","","Fundulidae","Fundulus","heteroclitus","","Species",""
"194","","","False","Gambusia affinis","Mosquito fish","True","F","False","","Chordata","Actinopterygii","Cyprinodontiformes","","Poecilidae","Gambusia","affinis","","Species",""
"195","","","True","Labidesthes sicculus","Borrk silverside","True","F","False","","Chordata","Actinopterygii","Atheriniformes","","Atherinopsidae","Labidesthes","sicculus","","Species",""
"196","","","True","Culaea inconstans","Brook stickleback","True","F","False","","Chordata","Actinopterygii","Gasterosteiformes","","Gasterosteidae","Culaea","inconstans","","Species",""
"197","","","False","Oncorhynchus mykiss","Rainbow trout","True","F","True","","Chordata","Actinopterygii","Salmoniformes","","Salmonidae","Oncorhynchus","mykiss","","Species",""
"198","","","False","Salmo trutta","Brown trout","True","F","True","","Chordata","Actinopterygii","Salmoniformes","","Salmonidae","Salmo","trutta","","Species",""
"199","","","False","Morone americana","White perch","True","F","False","","Chordata","Actinopterygii","Perciformes","","Moronidae","Morone","americana","","Species",""
"200","","","True","Ambloplites rupestris","Rock bass","True","F","True","","Chordata","Actinopterygii","Perciformes","","Centrarchidae","Ambloplites","rupestris","","Species",""
"201","","","True","Lepomis cyanellus","Green sunfish","True","F","False","","Chordata","Actinopterygii","Perciformes","","Centrarchidae","Lepomis","cyanellus","","Species",""
"202","","","True","Lepomis gibbosus","Pumpkinseed","True","F","False","","Chordata","Actinopterygii","Perciformes","","Centrarchidae","Lepomis","gibbosus","","Species",""
"203","","","True","Lepomis macrochirus","Bluegill","True","F","False","","Chordata","Actinopterygii","Perciformes","","Centrarchidae","Lepomis","macrochirus","","Species",""
"204","","","True","Lepomis peltastes","Northern sunfish","True","F","False","","Chordata","Actinopterygii","Perciformes","","Centrarchidae","Lepomis","peltastes","","Species",""
"207","","","True","Micropterus salmoides","Largemouth bass","True","F","False","","Chordata","Actinopterygii","Perciformes","","Centrarchidae","Micropterus","salmoides","","Species",""
"208","","","True","Pomoxis nigromaculatus","Black crappie","True","F","False","","Chordata","Actinopterygii","Perciformes","","Centrarchidae","Pomoxis","nigromaculatus","","Species",""
"209","","","True","Etheostoma  caeruleum","Rainbow darter","True","F","True","","Chordata","Actinopterygii","Perciformes","","Percidae","Etheostoma","caeruleum","","Species",""
"210","","","True","Etheostoma exile","Iowa darter","True","F","True","","Chordata","Actinopterygii","Perciformes","","Percidae","Etheostoma","exile","","Species",""
"169","","","True","Nocomis biguttatus","Horneyhead chub","True","F","False","","Chordata","Actinopterygii","Cypriniformes","","Cyprinidae","Nocomis","biguttotus","","Species",""
"205","","","True","Lepomis hybrid","Sunfish hybrid","True","F","False","","Chordata","Actinopterygii","Perciformes","","Centrarchidae","Lepomis","","","Genus",""
"206","","","True","Micropterus dolomieui","Smallmouth bass","True","F","True","","Chordata","Actinopterygii","Perciformes","","Centrarchidae","Micropterus","dolomieui","","Species",""
