FIELDID,Latitude,Longitude,Sample Date,Taxon
Ton2,42.35809,-83.46507,4/28/2007,Hydropsychidae
Ton2,42.35809,-83.46507,4/28/2007,Calopterygidae
Ton2,42.35809,-83.46507,4/28/2007,Chironomidae
Ton2,42.35809,-83.46507,4/28/2007,Tipulidae
Ton2,42.35809,-83.46507,4/28/2007,Decapoda
Ton2,42.35809,-83.46507,4/28/2007,Isopoda
Ton2,42.35809,-83.46507,4/28/2007,Oligochaeta
Ton2,42.35809,-83.46507,1/20/2007,Plecoptera
Ton2,42.35809,-83.46507,4/29/2006,Gerridae
Ton2,42.35809,-83.46507,4/29/2006,Veliidae
Ton2,42.35809,-83.46507,4/29/2006,Haliplidae
Ton2,42.35809,-83.46507,4/29/2006,Hydropsychidae
Ton2,42.35809,-83.46507,4/29/2006,Calopterygidae
Ton2,42.35809,-83.46507,4/29/2006,Chironomidae
Ton2,42.35809,-83.46507,4/29/2006,Physidae
Ton2,42.35809,-83.46507,4/29/2006,Sphaeriidae
Ton2,42.35809,-83.46507,4/29/2006,Decapoda
Ton2,42.35809,-83.46507,4/29/2006,Isopoda
Ton2,42.35809,-83.46507,4/29/2006,Oligochaeta
Ton2,42.35809,-83.46507,4/23/2005,Odonata
Ton2,42.35809,-83.46507,4/23/2005,Amphipoda
Ton2,42.35809,-83.46507,4/23/2005,Diptera
Ton2,42.35809,-83.46507,1/10/2004,Plecoptera
Ton2,42.35809,-83.46507,4/12/2003,Hydropsychidae
Ton2,42.35809,-83.46507,4/12/2003,Calopterygidae
Ton2,42.35809,-83.46507,4/12/2003,Sphaeriidae
Ton2,42.35809,-83.46507,4/12/2003,Decapoda
Ton2,42.35809,-83.46507,4/12/2003,Oligochaeta
Ton2,42.35809,-83.46507,10/17/2002,Coleoptera
Ton2,42.35809,-83.46507,10/17/2002,Decapoda
Ton2,42.35809,-83.46507,10/17/2002,Odonata
Ton2,42.35809,-83.46507,10/17/2002,Oligochaeta
Ton2,42.35809,-83.46507,10/17/2002,Diptera
Ton2,42.35809,-83.46507,10/17/2002,Gastropoda
Ton2,42.35809,-83.46507,10/11/2003,Diptera
Ton2,42.35809,-83.46507,10/11/2003,Decapoda
Ton2,42.35809,-83.46507,10/11/2003,Odonata
Sprag,42.6159714,-83.1920726,10/13/2007,Sialidae
Sprag,42.6159714,-83.1920726,10/13/2007,Aeshnidae
Sprag,42.6159714,-83.1920726,10/13/2007,Gomphidae
Sprag,42.6159714,-83.1920726,10/13/2007,Calopterygidae
Sprag,42.6159714,-83.1920726,10/13/2007,Chironomidae
Sprag,42.6159714,-83.1920726,10/13/2007,Simuliidae
Sprag,42.6159714,-83.1920726,10/13/2007,Tipulidae
Sprag,42.6159714,-83.1920726,10/13/2007,Decapoda
Sprag,42.6159714,-83.1920726,10/13/2007,Turbellaria
Sprag,42.6159714,-83.1920726,10/13/2007,Oligochaeta
Sprag,42.6159714,-83.1920726,10/13/2007,Hirudinea
Frank1,42.53024,-83.30585,10/13/2007,Hydropsychidae
Frank1,42.53024,-83.30585,10/13/2007,Nepidae
Frank1,42.53024,-83.30585,10/13/2007,Calopterygidae
Frank1,42.53024,-83.30585,10/13/2007,Coenagrionidae
Frank1,42.53024,-83.30585,10/13/2007,Chironomidae
Frank1,42.53024,-83.30585,10/13/2007,Tipulidae
Frank1,42.53024,-83.30585,10/13/2007,Ancylidae
Frank1,42.53024,-83.30585,10/13/2007,Physidae
Frank1,42.53024,-83.30585,10/13/2007,Oligochaeta
Frank1,42.53024,-83.30585,10/13/2007,Hydracarina
Frank1,42.53024,-83.30585,11/1/2007,Prosobranchia
Frank1,42.53024,-83.30585,11/1/2007,Tipulidae
Frank1,42.53024,-83.30585,11/1/2007,Hydropsychidae
Frank1,42.53024,-83.30585,11/1/2007,Isopoda
Peb1,42.50133,-83.32912,11/1/2007,Megaloptera
Peb1,42.50133,-83.32912,11/1/2007,Baetidae
Peb1,42.50133,-83.32912,11/1/2007,Elmidae
Peb1,42.50133,-83.32912,11/1/2007,Decapoda
Peb1,42.50133,-83.32912,11/1/2007,Calopterygidae
Peb1,42.50133,-83.32912,11/1/2007,Coenagrionidae
Peb1,42.50133,-83.32912,11/1/2007,Aeshnidae
Peb1,42.50133,-83.32912,11/1/2007,Hydropsychidae
Peb1,42.50133,-83.32912,11/1/2007,Amphipoda
Peb1,42.50133,-83.32912,11/1/2007,Isopoda
Peb1,42.50133,-83.32912,11/1/2007,Oligochaeta
Peb1,42.50133,-83.32912,11/1/2007,Chironomidae
Peb1,42.50133,-83.32912,11/1/2007,Physidae
Fel2,42.31932,-83.5246,10/13/2007,Corixidae
Fel2,42.31932,-83.5246,10/13/2007,Sialidae
Fel2,42.31932,-83.5246,10/13/2007,Elmidae
Fel2,42.31932,-83.5246,10/13/2007,Haliplidae
Fel2,42.31932,-83.5246,10/13/2007,Hydrophilidae
Fel2,42.31932,-83.5246,10/13/2007,Aeshnidae
Fel2,42.31932,-83.5246,10/13/2007,Libellulidae
Fel2,42.31932,-83.5246,10/13/2007,Calopterygidae
Fel2,42.31932,-83.5246,10/13/2007,Coenagrionidae
Fel2,42.31932,-83.5246,10/13/2007,Chironomidae
Fel2,42.31932,-83.5246,10/13/2007,Tipulidae
Fel2,42.31932,-83.5246,10/13/2007,Physidae
Fel2,42.31932,-83.5246,10/13/2007,Sphaeriidae
Fel2,42.31932,-83.5246,10/13/2007,Decapoda
Fel2,42.31932,-83.5246,10/13/2007,Isopoda
Fel2,42.31932,-83.5246,10/13/2007,Amphipoda
Fel2,42.31932,-83.5246,10/13/2007,Oligochaeta
Fel4,42.31346,-83.46471,10/13/2007,Baetidae
Fel4,42.31346,-83.46471,10/13/2007,Corixidae
Fel4,42.31346,-83.46471,10/13/2007,Gerridae
Fel4,42.31346,-83.46471,10/13/2007,Veliidae
Fel4,42.31346,-83.46471,10/13/2007,Dytiscidae
Fel4,42.31346,-83.46471,10/13/2007,Haliplidae
Fel4,42.31346,-83.46471,10/13/2007,Hydropsychidae
Fel4,42.31346,-83.46471,10/13/2007,Aeshnidae
Fel4,42.31346,-83.46471,10/13/2007,Coenagrionidae
Fel4,42.31346,-83.46471,10/13/2007,Chironomidae
Fel4,42.31346,-83.46471,10/13/2007,Simuliidae
Fel4,42.31346,-83.46471,10/13/2007,Physidae
Fel4,42.31346,-83.46471,10/13/2007,Sphaeriidae
Fel4,42.31346,-83.46471,10/13/2007,Decapoda
Fel4,42.31346,-83.46471,10/13/2007,Isopoda
Fel4,42.31346,-83.46471,10/13/2007,Amphipoda
Fel4,42.31346,-83.46471,10/13/2007,Turbellaria
Fel4,42.31346,-83.46471,10/13/2007,Oligochaeta
Fel4,42.31346,-83.46471,10/13/2007,Hirudinea
Wall3,42.49486,-83.49575,10/13/2007,Elmidae
Wall3,42.49486,-83.49575,10/13/2007,Hydropsychidae
Wall3,42.49486,-83.49575,10/13/2007,Aeshnidae
Wall3,42.49486,-83.49575,10/13/2007,Calopterygidae
Wall3,42.49486,-83.49575,10/13/2007,Coenagrionidae
Wall3,42.49486,-83.49575,10/13/2007,Tipulidae
Wall3,42.49486,-83.49575,10/13/2007,Sphaeriidae
Wall3,42.49486,-83.49575,10/13/2007,Decapoda
Wall3,42.49486,-83.49575,10/13/2007,Amphipoda
Wall3,42.49486,-83.49575,10/13/2007,Isopoda
Bell2,42.4151185,-83.429007,10/11/2007,Corixidae
Bell2,42.4151185,-83.429007,10/11/2007,Gerridae
Bell2,42.4151185,-83.429007,10/11/2007,Dytiscidae
Bell2,42.4151185,-83.429007,10/11/2007,Haliplidae
Bell2,42.4151185,-83.429007,10/11/2007,Hydrophilidae
Bell2,42.4151185,-83.429007,10/11/2007,Aeshnidae
Bell2,42.4151185,-83.429007,10/11/2007,Calopterygidae
Bell2,42.4151185,-83.429007,10/11/2007,Coenagrionidae
Bell2,42.4151185,-83.429007,10/11/2007,Decapoda
Bell2,42.4151185,-83.429007,10/11/2007,Isopoda
Bell2,42.4151185,-83.429007,10/11/2007,Hirudinea
Mid1,42.42177,-83.47546,10/13/2007,Baetidae
Mid1,42.42177,-83.47546,10/13/2007,Heptageniidae
Mid1,42.42177,-83.47546,10/13/2007,Hydropsychidae
Mid1,42.42177,-83.47546,10/13/2007,Aeshnidae
Mid1,42.42177,-83.47546,10/13/2007,Calopterygidae
Mid1,42.42177,-83.47546,10/13/2007,Chironomidae
Mid1,42.42177,-83.47546,10/13/2007,Simuliidae
Mid1,42.42177,-83.47546,10/13/2007,Sphaeriidae
Mid1,42.42177,-83.47546,10/13/2007,Decapoda
Mid1,42.42177,-83.47546,10/13/2007,Isopoda
Nton,42.37312,-83.47572,10/13/2007,Veliidae
Nton,42.37312,-83.47572,10/13/2007,Elmidae
Nton,42.37312,-83.47572,10/13/2007,Hydropsychidae
Nton,42.37312,-83.47572,10/13/2007,Calopterygidae
Nton,42.37312,-83.47572,10/13/2007,Chironomidae
Nton,42.37312,-83.47572,10/13/2007,Simuliidae
Nton,42.37312,-83.47572,10/13/2007,Ancylidae
Nton,42.37312,-83.47572,10/13/2007,Sphaeriidae
Nton,42.37312,-83.47572,10/13/2007,Decapoda
LR-5,42.300561,-83.4374797,5/21/2010,Calopterygidae
LR-5,42.300561,-83.4374797,5/21/2010,Coenagrionidae
LR-5,42.300561,-83.4374797,5/21/2010,Chironomidae
LR-5,42.300561,-83.4374797,5/21/2010,Planorbidae
LR-5,42.300561,-83.4374797,5/21/2010,Sphaeriidae
LR-5,42.300561,-83.4374797,5/21/2010,Decapoda
LR-5,42.300561,-83.4374797,5/21/2010,Isopoda
LR-5,42.300561,-83.4374797,5/21/2010,Amphipoda
LR-5,42.300561,-83.4374797,5/21/2010,Oligochaeta
LR-5,42.300561,-83.4374797,5/21/2010,Hirudinea
MN-1,42.438056,-83.274722,5/26/2010,Baetidae
MN-1,42.438056,-83.274722,5/26/2010,Hydropsychidae
MN-1,42.438056,-83.274722,5/26/2010,Aeshnidae
MN-1,42.438056,-83.274722,5/26/2010,Calopterygidae
MN-1,42.438056,-83.274722,5/26/2010,Chironomidae
MN-1,42.438056,-83.274722,5/26/2010,Physidae
MN-1,42.438056,-83.274722,5/26/2010,Decapoda
MN-1,42.438056,-83.274722,5/26/2010,Isopoda
MN-1,42.438056,-83.274722,5/26/2010,Amphipoda
MN-1,42.438056,-83.274722,5/26/2010,Oligochaeta
MN-1,42.438056,-83.274722,5/26/2010,Hirudinea
MN-2,42.399722,-83.271389,5/26/2010,Hydropsychidae
MN-2,42.399722,-83.271389,5/26/2010,Calopterygidae
MN-2,42.399722,-83.271389,5/26/2010,Chironomidae
MN-2,42.399722,-83.271389,5/26/2010,Decapoda
MN-2,42.399722,-83.271389,5/26/2010,Isopoda
MN-2,42.399722,-83.271389,5/26/2010,Amphipoda
MN-2,42.399722,-83.271389,5/26/2010,Oligochaeta
MN-2,42.399722,-83.271389,5/26/2010,Hirudinea
MR-2a,42.4089,-83.4704,4/28/2010,Heptageniidae
MR-2a,42.4089,-83.4704,4/28/2010,Elmidae
MR-2a,42.4089,-83.4704,4/28/2010,Hydropsychidae
MR-2a,42.4089,-83.4704,4/28/2010,Polycentropodidae
MR-2a,42.4089,-83.4704,4/28/2010,Aeshnidae
MR-2a,42.4089,-83.4704,4/28/2010,Chironomidae
MR-2a,42.4089,-83.4704,4/28/2010,Simuliidae
MR-2a,42.4089,-83.4704,4/28/2010,Physidae
MR-2a,42.4089,-83.4704,4/28/2010,Planorbidae
MR-2a,42.4089,-83.4704,4/28/2010,Sphaeriidae
MR-2a,42.4089,-83.4704,4/28/2010,Decapoda
MR-2a,42.4089,-83.4704,4/28/2010,Isopoda
MR-2a,42.4089,-83.4704,4/28/2010,Amphipoda
MR-2a,42.4089,-83.4704,4/28/2010,Oligochaeta
MR-4,42.36445,-83.40406,4/28/2010,Caenidae
MR-4,42.36445,-83.40406,4/28/2010,Elmidae
MR-4,42.36445,-83.40406,4/28/2010,Hydropsychidae
MR-4,42.36445,-83.40406,4/28/2010,Aeshnidae
MR-4,42.36445,-83.40406,4/28/2010,Calopterygidae
MR-4,42.36445,-83.40406,4/28/2010,Coenagrionidae
MR-4,42.36445,-83.40406,4/28/2010,Chironomidae
MR-4,42.36445,-83.40406,4/28/2010,Simuliidae
MR-4,42.36445,-83.40406,4/28/2010,Planorbidae
MR-4,42.36445,-83.40406,4/28/2010,Dreissenidae
MR-4,42.36445,-83.40406,4/28/2010,Sphaeriidae
MR-4,42.36445,-83.40406,4/28/2010,Decapoda
MR-4,42.36445,-83.40406,4/28/2010,Isopoda
MR-4,42.36445,-83.40406,4/28/2010,Amphipoda
MR-4,42.36445,-83.40406,4/28/2010,Turbellaria
MR-4,42.36445,-83.40406,4/28/2010,Oligochaeta
MR-4,42.36445,-83.40406,4/28/2010,Hirudinea
MR-8,42.34893,-83.31455,4/28/2010,Heptageniidae
MR-8,42.34893,-83.31455,4/28/2010,Dytiscidae
MR-8,42.34893,-83.31455,4/28/2010,Elmidae
MR-8,42.34893,-83.31455,4/28/2010,Hydropsychidae
MR-8,42.34893,-83.31455,4/28/2010,Aeshnidae
MR-8,42.34893,-83.31455,4/28/2010,Calopterygidae
MR-8,42.34893,-83.31455,4/28/2010,Coenagrionidae
MR-8,42.34893,-83.31455,4/28/2010,Chironomidae
MR-8,42.34893,-83.31455,4/28/2010,Dreissenidae
MR-8,42.34893,-83.31455,4/28/2010,Sphaeriidae
MR-8,42.34893,-83.31455,4/28/2010,Decapoda
MR-8,42.34893,-83.31455,4/28/2010,Amphipoda
MR-10,42.347097,-83.27895,4/28/2010,Heptageniidae
MR-10,42.347097,-83.27895,4/28/2010,Hydropsychidae
MR-10,42.347097,-83.27895,4/28/2010,Calopterygidae
MR-10,42.347097,-83.27895,4/28/2010,Coenagrionidae
MR-10,42.347097,-83.27895,4/28/2010,Chironomidae
MR-10,42.347097,-83.27895,4/28/2010,Sphaeriidae
MR-10,42.347097,-83.27895,4/28/2010,Decapoda
MR-10,42.347097,-83.27895,4/28/2010,Amphipoda
MR-10,42.347097,-83.27895,4/28/2010,Oligochaeta
MR-14,42.3601432,-83.4763746,5/5/2010,Dytiscidae
MR-14,42.3601432,-83.4763746,5/5/2010,Elmidae
MR-14,42.3601432,-83.4763746,5/5/2010,Haliplidae
MR-14,42.3601432,-83.4763746,5/5/2010,Curculionidae
MR-14,42.3601432,-83.4763746,5/5/2010,Hydropsychidae
MR-14,42.3601432,-83.4763746,5/5/2010,Aeshnidae
MR-14,42.3601432,-83.4763746,5/5/2010,Calopterygidae
MR-14,42.3601432,-83.4763746,5/5/2010,Coenagrionidae
MR-14,42.3601432,-83.4763746,5/5/2010,Chironomidae
MR-14,42.3601432,-83.4763746,5/5/2010,Simuliidae
MR-14,42.3601432,-83.4763746,5/5/2010,Tipulidae
MR-14,42.3601432,-83.4763746,5/5/2010,Planorbidae
MR-14,42.3601432,-83.4763746,5/5/2010,Physidae
MR-14,42.3601432,-83.4763746,5/5/2010,Prosobranchia
MR-14,42.3601432,-83.4763746,5/5/2010,Sphaeriidae
MR-14,42.3601432,-83.4763746,5/5/2010,Decapoda
MR-14,42.3601432,-83.4763746,5/5/2010,Isopoda
MR-14,42.3601432,-83.4763746,5/5/2010,Oligochaeta
MR-14,42.3601432,-83.4763746,5/5/2010,Hirudinea
MR-14,42.3601432,-83.4763746,5/5/2010,Hydracarina
MR-15,42.3306,-83.2483,4/28/2010,Heptageniidae
MR-15,42.3306,-83.2483,4/28/2010,Belostomatidae
MR-2a,42.4089,-83.4704,4/28/2010,Philopotamidae
MR-15,42.3306,-83.2483,4/28/2010,Veliidae
MR-15,42.3306,-83.2483,4/28/2010,Hydropsychidae
MR-15,42.3306,-83.2483,4/28/2010,Aeshnidae
MR-15,42.3306,-83.2483,4/28/2010,Calopterygidae
MR-15,42.3306,-83.2483,4/28/2010,Coenagrionidae
MR-15,42.3306,-83.2483,4/28/2010,Chironomidae
MR-15,42.3306,-83.2483,4/28/2010,Simuliidae
MR-15,42.3306,-83.2483,4/28/2010,Decapoda
MR-15,42.3306,-83.2483,4/28/2010,Amphipoda
MR-15,42.3306,-83.2483,4/28/2010,Hirudinea
MR-15,42.3306,-83.2483,4/28/2010,Oligochaeta
MR-15,42.3306,-83.2483,4/28/2010,Gerridae
MR-16,42.3519,-83.375,4/28/2010,Haliplidae
MR-16,42.3519,-83.375,4/28/2010,Hydropsychidae
MR-16,42.3519,-83.375,4/28/2010,Calopterygidae
MR-16,42.3519,-83.375,4/28/2010,Chironomidae
MR-16,42.3519,-83.375,4/28/2010,Tipulidae
MR-16,42.3519,-83.375,4/28/2010,Decapoda
MR-16,42.3519,-83.375,4/28/2010,Isopoda
MR-16,42.3519,-83.375,4/28/2010,Oligochaeta
MR-17,42.370466,-83.437574,4/28/2010,Heptageniidae
MR-17,42.370466,-83.437574,4/28/2010,Elmidae
MR-17,42.370466,-83.437574,4/28/2010,Haliplidae
MR-17,42.370466,-83.437574,4/28/2010,Hydropsychidae
MR-17,42.370466,-83.437574,4/28/2010,Leptoceridae
MR-17,42.370466,-83.437574,4/28/2010,Philopotamidae
MR-17,42.370466,-83.437574,4/28/2010,Aeshnidae
MR-17,42.370466,-83.437574,4/28/2010,Calopterygidae
MR-17,42.370466,-83.437574,4/28/2010,Coenagrionidae
MR-17,42.370466,-83.437574,4/28/2010,Chironomidae
MR-17,42.370466,-83.437574,4/28/2010,Simuliidae
MR-17,42.370466,-83.437574,4/28/2010,Physidae
MR-17,42.370466,-83.437574,4/28/2010,Unionidae
MR-17,42.370466,-83.437574,4/28/2010,Decapoda
MR-17,42.370466,-83.437574,4/28/2010,Amphipoda
MR-17,42.370466,-83.437574,4/28/2010,Isopoda
MR-17,42.370466,-83.437574,4/28/2010,Oligochaeta
MR-18,42.390248,-83.466365,4/28/2010,Baetidae
MR-18,42.390248,-83.466365,4/28/2010,Caenidae
MR-18,42.390248,-83.466365,4/28/2010,Heptageniidae
MR-18,42.390248,-83.466365,4/28/2010,Corixidae
MR-18,42.390248,-83.466365,4/28/2010,Elmidae
MR-18,42.390248,-83.466365,4/28/2010,Haliplidae
MR-18,42.390248,-83.466365,4/28/2010,Hydropsychidae
MR-18,42.390248,-83.466365,4/28/2010,Polycentropodidae
MR-18,42.390248,-83.466365,4/28/2010,Coenagrionidae
MR-18,42.390248,-83.466365,4/28/2010,Chironomidae
MR-18,42.390248,-83.466365,4/28/2010,Dreissenidae
MR-18,42.390248,-83.466365,4/28/2010,Decapoda
MR-18,42.390248,-83.466365,4/28/2010,Isopoda
MR-18,42.390248,-83.466365,4/28/2010,Amphipoda
MR-18,42.390248,-83.466365,4/28/2010,Oligochaeta
MR-19,42.351831,-83.462729,5/5/2010,Hydropsychidae
MR-19,42.351831,-83.462729,5/5/2010,Aeshnidae
MR-19,42.351831,-83.462729,5/5/2010,Calopterygidae
MR-19,42.351831,-83.462729,5/5/2010,Chironomidae
MR-19,42.351831,-83.462729,5/5/2010,Tipulidae
MR-19,42.351831,-83.462729,5/5/2010,Physidae
MR-19,42.351831,-83.462729,5/5/2010,Decapoda
MR-19,42.351831,-83.462729,5/5/2010,Isopoda
MR-19,42.351831,-83.462729,5/5/2010,Amphipoda
MR-19,42.351831,-83.462729,5/5/2010,Oligochaeta
MR-20,42.411952,-83.471703,4/28/2010,Caenidae
MR-20,42.411952,-83.471703,4/28/2010,Heptageniidae
MR-20,42.411952,-83.471703,4/28/2010,Elmidae
MR-20,42.411952,-83.471703,4/28/2010,Hydrophilidae
MR-20,42.411952,-83.471703,4/28/2010,Hydropsychidae
MR-20,42.411952,-83.471703,4/28/2010,Philopotamidae
MR-20,42.411952,-83.471703,4/28/2010,Aeshnidae
MR-20,42.411952,-83.471703,4/28/2010,Calopterygidae
MR-20,42.411952,-83.471703,4/28/2010,Chironomidae
MR-20,42.411952,-83.471703,4/28/2010,Simuliidae
MR-20,42.411952,-83.471703,4/28/2010,Tipulidae
MR-20,42.411952,-83.471703,4/28/2010,prosobranchia
MR-20,42.411952,-83.471703,4/28/2010,Physidae
MR-20,42.411952,-83.471703,4/28/2010,Dreissenidae
MR-20,42.411952,-83.471703,4/28/2010,Sphaeriidae
MR-20,42.411952,-83.471703,4/28/2010,Decapoda
MR-20,42.411952,-83.471703,4/28/2010,Amphipoda
MR-20,42.411952,-83.471703,4/28/2010,Turbellaria
MR-20,42.411952,-83.471703,4/28/2010,Oligochaeta
MR-20,42.411952,-83.471703,4/28/2010,Hirudinea
Wall4,42.43354,-83.48056,4/24/2010,hydropsychidae
Wall4,42.43354,-83.48056,4/24/2010,Calopterygidae
Wall4,42.43354,-83.48056,4/24/2010,Chironomidae
Wall4,42.43354,-83.48056,4/24/2010,Simuliidae
Wall4,42.43354,-83.48056,4/24/2010,Decapoda
Wall4,42.43354,-83.48056,4/24/2010,Isopoda
Wall4,42.43354,-83.48056,4/24/2010,Amphipoda
Frank1,42.53024,-83.30585,4/24/2010,Veliidae
Frank1,42.53024,-83.30585,4/24/2010,Haliplidae
Frank1,42.53024,-83.30585,4/24/2010,Hydropsychidae
Frank1,42.53024,-83.30585,4/24/2010,Aeshnidae
Frank1,42.53024,-83.30585,4/24/2010,Calopterygidae
Frank1,42.53024,-83.30585,4/24/2010,Chironomidae
Frank1,42.53024,-83.30585,4/24/2010,Simuliidae
Frank1,42.53024,-83.30585,4/24/2010,prosobranchia
Frank1,42.53024,-83.30585,4/24/2010,Oligochaeta
Frank2,42.529325,-83.325381,4/24/2010,Veliidae
Frank2,42.529325,-83.325381,4/24/2010,Hydropsychidae
Frank2,42.529325,-83.325381,4/24/2010,Aeshnidae
Wall2,42.46732,-83.46623,10/13/2007,Gerridae
Wall2,42.46732,-83.46623,10/13/2007,Veliidae
Wall2,42.46732,-83.46623,10/13/2007,Dytiscidae
Wall2,42.46732,-83.46623,10/13/2007,Hydrophilidae
Wall2,42.46732,-83.46623,10/13/2007,Hydropsychidae
Wall2,42.46732,-83.46623,10/13/2007,Aeshnidae
Wall2,42.46732,-83.46623,10/13/2007,Calopterygidae
Wall2,42.46732,-83.46623,10/13/2007,Coenagrionidae
Wall2,42.46732,-83.46623,10/13/2007,Chironomidae
Wall2,42.46732,-83.46623,10/13/2007,Tipulidae
Wall2,42.46732,-83.46623,10/13/2007,Prosobranchia
Wall2,42.46732,-83.46623,10/13/2007,Planorbidae
Wall2,42.46732,-83.46623,10/13/2007,Sphaeriidae
Wall2,42.46732,-83.46623,10/13/2007,Isopoda
Wall2,42.46732,-83.46623,10/13/2007,Amphipoda
Main1,42.60991,-83.17984,10/13/2007,Belostomatidae
Main1,42.60991,-83.17984,10/13/2007,Dytiscidae
Main1,42.60991,-83.17984,10/13/2007,Hydropsychidae
Main1,42.60991,-83.17984,10/13/2007,Calopterygidae
Main1,42.60991,-83.17984,10/13/2007,Coenagrionidae
Main1,42.60991,-83.17984,10/13/2007,Chironomidae
Main1,42.60991,-83.17984,10/13/2007,Sphaeriidae
Main1,42.60991,-83.17984,10/13/2007,Decapoda
Main1,42.60991,-83.17984,10/13/2007,Turbellaria
Main1,42.60991,-83.17984,10/13/2007,Oligochaeta
Main1,42.60991,-83.17984,10/13/2007,Hirudinea
Nott,42.51149,-83.26463,10/13/2007,Belostomatidae
Nott,42.51149,-83.26463,10/13/2007,Veliidae
Nott,42.51149,-83.26463,10/13/2007,Hydropsychidae
Nott,42.51149,-83.26463,10/13/2007,Calopterygidae
Nott,42.51149,-83.26463,10/13/2007,Chironomidae
Nott,42.51149,-83.26463,10/13/2007,Tabanidae
Nott,42.51149,-83.26463,10/13/2007,Tipulidae
Nott,42.51149,-83.26463,10/13/2007,Physidae
Nott,42.51149,-83.26463,10/13/2007,Sphaeriidae
Nott,42.51149,-83.26463,10/13/2007,Decapoda
Nott,42.51149,-83.26463,10/13/2007,Amphipoda
Nott,42.51149,-83.26463,10/13/2007,Isopoda
Nott,42.51149,-83.26463,10/13/2007,Oligochaeta
Ton2,42.35809,-83.46507,10/13/2007,Baetidae
Ton2,42.35809,-83.46507,10/13/2007,Hydropsychidae
Ton2,42.35809,-83.46507,10/13/2007,Coenagrionidae
Ton2,42.35809,-83.46507,10/13/2007,Chironomidae
Ton2,42.35809,-83.46507,10/13/2007,Simuliidae
Ton2,42.35809,-83.46507,10/13/2007,Tipulidae
Ton2,42.35809,-83.46507,10/13/2007,Sphaeriidae
Ton2,42.35809,-83.46507,10/13/2007,Decapoda
Ton2,42.35809,-83.46507,10/13/2007,Amphipoda
Ton2,42.35809,-83.46507,10/13/2007,Turbellaria
Wall4,42.43354,-83.48056,10/13/2007,Baetidae
Wall4,42.43354,-83.48056,10/13/2007,Corixidae
Wall4,42.43354,-83.48056,10/13/2007,Elmidae
Wall4,42.43354,-83.48056,10/13/2007,Hydropsychidae
Wall4,42.43354,-83.48056,10/13/2007,Philopotamidae
Wall4,42.43354,-83.48056,10/13/2007,Chironomidae
Wall4,42.43354,-83.48056,10/13/2007,Simuliidae
Wall4,42.43354,-83.48056,10/13/2007,Tipulidae
Wall4,42.43354,-83.48056,10/13/2007,Sphaeriidae
Wall4,42.43354,-83.48056,10/13/2007,Isopoda
Wall4,42.43354,-83.48056,10/13/2007,Amphipoda
Wall4,42.43354,-83.48056,10/13/2007,Oligochaeta
Mur2,42.59375,-83.25174,10/13/2007,Gerridae
Mur2,42.59375,-83.25174,10/13/2007,Veliidae
Mur2,42.59375,-83.25174,10/13/2007,Dytiscidae
Mur2,42.59375,-83.25174,10/13/2007,Hydropsychidae
Mur2,42.59375,-83.25174,10/13/2007,Coenagrionidae
Mur2,42.59375,-83.25174,10/13/2007,Chironomidae
Mur2,42.59375,-83.25174,10/13/2007,Prosobranchia
Mur2,42.59375,-83.25174,10/13/2007,Physidae
Mur2,42.59375,-83.25174,10/13/2007,Sphaeriidae
Mur2,42.59375,-83.25174,10/13/2007,Hirudinea
Mur2,42.59375,-83.25174,10/13/2007,Aeshnidae
Mur2,42.59375,-83.25174,10/13/2007,Calopterygidae
John7,42.3985716,-83.5279588,10/13/2007,Heptageniidae
John7,42.3985716,-83.5279588,10/13/2007,Corixidae
John7,42.3985716,-83.5279588,10/13/2007,Elmidae
John7,42.3985716,-83.5279588,10/13/2007,Hydropsychidae
John7,42.3985716,-83.5279588,10/13/2007,Calopterygidae
John7,42.3985716,-83.5279588,10/13/2007,Chironomidae
John7,42.3985716,-83.5279588,10/13/2007,Simuliidae
John7,42.3985716,-83.5279588,10/13/2007,Tabanidae
John7,42.3985716,-83.5279588,10/13/2007,Tipulidae
John7,42.3985716,-83.5279588,10/13/2007,Ancylidae
John7,42.3985716,-83.5279588,10/13/2007,Planorbidae
John7,42.3985716,-83.5279588,10/13/2007,Sphaeriidae
John7,42.3985716,-83.5279588,10/13/2007,Decapoda
Bish2,42.47131,-83.45151,10/13/2007,Gerridae
Bish2,42.47131,-83.45151,10/13/2007,Elmidae
Bish2,42.47131,-83.45151,10/13/2007,Hydropsychidae
Bish2,42.47131,-83.45151,10/13/2007,Calopterygidae
Bish2,42.47131,-83.45151,10/13/2007,Coenagrionidae
Bish2,42.47131,-83.45151,10/13/2007,Chironomidae
Bish2,42.47131,-83.45151,10/13/2007,Simuliidae
Bish2,42.47131,-83.45151,10/13/2007,Prosobranchia
Bish2,42.47131,-83.45151,10/13/2007,Decapoda
Bish2,42.47131,-83.45151,10/13/2007,Isopoda
Sprag,42.6159714,-83.1920726,10/13/2007,Elmidae
Fel4,42.31346,-83.46471,10/13/2007,Elmidae
John2,42.3938201,-83.5342002,10/13/2007,Baetidae
John2,42.3938201,-83.5342002,10/13/2007,Heptageniidae
John2,42.3938201,-83.5342002,10/13/2007,Corixidae
John2,42.3938201,-83.5342002,10/13/2007,Gerridae
John2,42.3938201,-83.5342002,10/13/2007,Pleidae
