,FIELDID,Latitude,Longitude,Date and Time,Common Name,Quantity,Year,Month,Day,Category,Species per Year
3127,Frank6,42.5653611,-83.3735027,2016-05-23,Green Sunfish,2,2016,5,23,Insectivores,8
3128,Frank6,42.5653611,-83.3735027,2016-05-23,Green Sunfish,2,2016,5,23,Tolerant,8
3129,Frank6,42.5653611,-83.3735027,2016-05-23,Green Sunfish,2,2016,5,23,Sunfish,8
3130,LR-10,42.298506,-83.305839,2016-06-03,Green Sunfish,1,2016,6,3,Insectivores,14
3131,LR-10,42.298506,-83.305839,2016-06-03,Green Sunfish,1,2016,6,3,Tolerant,14
3132,LR-10,42.298506,-83.305839,2016-06-03,Green Sunfish,1,2016,6,3,Sunfish,14
3133,Low10,42.286124,-83.48359,2016-08-12,Green Sunfish,1,2016,8,12,Insectivores,14
3134,Low10,42.286124,-83.48359,2016-08-12,Green Sunfish,1,2016,8,12,Tolerant,14
3135,Low10,42.286124,-83.48359,2016-08-12,Green Sunfish,1,2016,8,12,Sunfish,14
3136,Low4,42.2866039,-83.4756605,2016-08-12,Green Sunfish,9,2016,8,12,Insectivores,13
3137,Low4,42.2866039,-83.4756605,2016-08-12,Green Sunfish,9,2016,8,12,Tolerant,13
3138,Low4,42.2866039,-83.4756605,2016-08-12,Green Sunfish,9,2016,8,12,Sunfish,13
3139,LR-2,42.281962,-83.503009,2016-08-12,Green Sunfish,24,2016,8,12,Insectivores,15
3140,LR-2,42.281962,-83.503009,2016-08-12,Green Sunfish,24,2016,8,12,Tolerant,15
3141,LR-2,42.281962,-83.503009,2016-08-12,Green Sunfish,24,2016,8,12,Sunfish,15
3142,Fowl2,42.28226,-83.50515,2016-08-22,Green Sunfish,41,2016,8,22,Insectivores,15
3143,Fowl2,42.28226,-83.50515,2016-08-22,Green Sunfish,41,2016,8,22,Tolerant,15
3144,Fowl2,42.28226,-83.50515,2016-08-22,Green Sunfish,41,2016,8,22,Sunfish,15
3145,Fowl5,42.2802935,-83.5254264,2016-08-22,Green Sunfish,5,2016,8,22,Insectivores,11
3146,Fowl5,42.2802935,-83.5254264,2016-08-22,Green Sunfish,5,2016,8,22,Tolerant,11
3147,Fowl5,42.2802935,-83.5254264,2016-08-22,Green Sunfish,5,2016,8,22,Sunfish,11
3148,Low6,42.282611,-83.407008,2016-08-25,Green Sunfish,5,2016,8,25,Insectivores,13
3149,Low6,42.282611,-83.407008,2016-08-25,Green Sunfish,5,2016,8,25,Tolerant,13
3150,Low6,42.282611,-83.407008,2016-08-25,Green Sunfish,5,2016,8,25,Sunfish,13
3151,LR-5,42.300561,-83.4374797,2016-08-25,Green Sunfish,46,2016,8,25,Insectivores,11
3152,LR-5,42.300561,-83.4374797,2016-08-25,Green Sunfish,46,2016,8,25,Tolerant,11
3153,LR-5,42.300561,-83.4374797,2016-08-25,Green Sunfish,46,2016,8,25,Sunfish,11
3154,Bell4,42.40327,-83.36237,2016-09-16,Green Sunfish,1,2016,9,16,Insectivores,10
3155,Bell4,42.40327,-83.36237,2016-09-16,Green Sunfish,1,2016,9,16,Tolerant,10
3156,Bell4,42.40327,-83.36237,2016-09-16,Green Sunfish,1,2016,9,16,Sunfish,10
3157,Mur2,42.59375,-83.25174,2016-10-03,Green Sunfish,1,2016,10,3,Insectivores,5
3158,Mur2,42.59375,-83.25174,2016-10-03,Green Sunfish,1,2016,10,3,Tolerant,5
3159,Mur2,42.59375,-83.25174,2016-10-03,Green Sunfish,1,2016,10,3,Sunfish,5
3160,Evan2,42.472955,-83.247905,2016-10-06,Green Sunfish,1,2016,10,6,Insectivores,6
3161,Evan2,42.472955,-83.247905,2016-10-06,Green Sunfish,1,2016,10,6,Tolerant,6
3162,Evan2,42.472955,-83.247905,2016-10-06,Green Sunfish,1,2016,10,6,Sunfish,6
3163,Rav,42.47027,-83.33097,2016-10-06,Green Sunfish,1,2016,10,6,Insectivores,8
3164,Rav,42.47027,-83.33097,2016-10-06,Green Sunfish,1,2016,10,6,Tolerant,8
3165,Rav,42.47027,-83.33097,2016-10-06,Green Sunfish,1,2016,10,6,Sunfish,8
3166,Low5,42.282389,-83.437141,2015-08-14,Pumpkinseed,3,2015,8,14,Insectivores,12
3167,Low5,42.282389,-83.437141,2015-08-14,Pumpkinseed,3,2015,8,14,Sunfish,12
3168,Low2,42.30724,-83.53793,2014-08-23,Pumpkinseed,6,2014,8,23,Insectivores,13
3169,Low2,42.30724,-83.53793,2014-08-23,Pumpkinseed,6,2014,8,23,Sunfish,13
3170,Fowl3,42.297437,-83.584549,2013-09-20,Pumpkinseed,1,2013,9,20,Insectivores,11
3171,Fowl3,42.297437,-83.584549,2013-09-20,Pumpkinseed,1,2013,9,20,Sunfish,11
3172,Main6,42.47882,-83.284548,2015-09-18,Pumpkinseed,4,2015,9,18,Insectivores,11
3173,Main6,42.47882,-83.284548,2015-09-18,Pumpkinseed,4,2015,9,18,Sunfish,11
3174,Fowl3,42.297437,-83.584549,2014-05-16,Pumpkinseed,2,2014,5,16,Insectivores,10
3175,Fowl3,42.297437,-83.584549,2014-05-16,Pumpkinseed,2,2014,5,16,Sunfish,10
3176,Peb4,42.4716,-83.30391,2016-10-04,Pumpkinseed,1,2016,10,4,Insectivores,11
3177,Peb4,42.4716,-83.30391,2016-10-04,Pumpkinseed,1,2016,10,4,Sunfish,11
3178,Fel4,42.31346,-83.46471,2013-05-18,Pumpkinseed,3,2013,5,18,Insectivores,13
3179,Fel4,42.31346,-83.46471,2013-05-18,Pumpkinseed,3,2013,5,18,Sunfish,13
3180,John9,42.38066,-83.545192,2012-05-24,Pumpkinseed,1,2012,5,24,Insectivores,13
3181,John9,42.38066,-83.545192,2012-05-24,Pumpkinseed,1,2012,5,24,Sunfish,13
3182,John1,42.3897,-83.58194,2012-05-24,Pumpkinseed,1,2012,5,24,Insectivores,16
3183,John1,42.3897,-83.58194,2012-05-24,Pumpkinseed,1,2012,5,24,Sunfish,16
3184,Low4,42.2866039,-83.4756605,2015-08-25,Pumpkinseed,6,2015,8,25,Insectivores,21
3185,Low4,42.2866039,-83.4756605,2015-08-25,Pumpkinseed,6,2015,8,25,Sunfish,21
3186,Low2,42.30724,-83.53793,2013-09-13,Pumpkinseed,7,2013,9,13,Insectivores,13
3187,Low2,42.30724,-83.53793,2013-09-13,Pumpkinseed,7,2013,9,13,Sunfish,13
3188,John2,42.3938201,-83.5342002,2012-05-25,Pumpkinseed,1,2012,5,25,Insectivores,13
3189,John2,42.3938201,-83.5342002,2012-05-25,Pumpkinseed,1,2012,5,25,Sunfish,13
3190,Fowl1,42.30423,-83.60516,2014-05-16,Pumpkinseed,2,2014,5,16,Insectivores,13
3191,Fowl1,42.30423,-83.60516,2014-05-16,Pumpkinseed,2,2014,5,16,Sunfish,13
3192,LR-12,42.282317,-83.466103,2016-05-19,Pumpkinseed,2,2016,5,19,Insectivores,17
3193,LR-12,42.282317,-83.466103,2016-05-19,Pumpkinseed,2,2016,5,19,Sunfish,17
3194,Up1,42.47526,-83.3854501,2012-05-22,Pumpkinseed,2,2012,5,22,Insectivores,12
3195,Up1,42.47526,-83.3854501,2012-05-22,Pumpkinseed,2,2012,5,22,Sunfish,12
3196,LR-8,42.295976,-83.541846,2013-09-13,Pumpkinseed,3,2013,9,13,Insectivores,10
3197,LR-8,42.295976,-83.541846,2013-09-13,Pumpkinseed,3,2013,9,13,Sunfish,10
3198,Low7,42.283278,-83.397352,2016-05-10,Pumpkinseed,2,2016,5,10,Insectivores,13
3199,Low7,42.283278,-83.397352,2016-05-10,Pumpkinseed,2,2016,5,10,Sunfish,13
3200,Main1,42.60991,-83.17984,2016-09-23,Pumpkinseed,2,2016,9,23,Insectivores,15
3201,Main1,42.60991,-83.17984,2016-09-23,Pumpkinseed,2,2016,9,23,Sunfish,15
3202,Up2,42.4632161,-83.3682334,2012-05-22,Pumpkinseed,1,2012,5,22,Insectivores,12
3203,Up2,42.4632161,-83.3682334,2012-05-22,Pumpkinseed,1,2012,5,22,Sunfish,12
3204,Low4,42.2866039,-83.4756605,2015-05-29,Pumpkinseed,2,2015,5,29,Insectivores,21
3205,Low4,42.2866039,-83.4756605,2015-05-29,Pumpkinseed,2,2015,5,29,Sunfish,21
3206,Up4,42.40314,-83.28834,2013-10-10,Pumpkinseed,3,2013,10,10,Insectivores,12
3207,Up4,42.40314,-83.28834,2013-10-10,Pumpkinseed,3,2013,10,10,Sunfish,12
3208,LR-1,42.280425,-83.42027,2012-11-23,Pumpkinseed,2,2012,11,23,Insectivores,8
3209,LR-1,42.280425,-83.42027,2012-11-23,Pumpkinseed,2,2012,11,23,Sunfish,8
3210,Low4,42.2866039,-83.4756605,2015-08-15,Pumpkinseed,1,2015,8,15,Insectivores,21
3211,Low4,42.2866039,-83.4756605,2015-08-15,Pumpkinseed,1,2015,8,15,Sunfish,21
3212,John8,42.42148,-83.54396,2012-05-29,Pumpkinseed,1,2012,5,29,Insectivores,9
3213,John8,42.42148,-83.54396,2012-05-29,Pumpkinseed,1,2012,5,29,Sunfish,9
3214,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,1,2016,9,23,Insectivores,11
3215,Main13,42.59005,-83.18976,2016-09-23,Pumpkinseed,1,2016,9,23,Sunfish,11
3216,Min2,42.493065,-83.37734,2012-05-17,Pumpkinseed,1,2012,5,17,Insectivores,13
3217,Min2,42.493065,-83.37734,2012-05-17,Pumpkinseed,1,2012,5,17,Sunfish,13
3218,Min3A,42.50056,-83.3732,2012-05-17,Pumpkinseed,1,2012,5,17,Insectivores,10
3219,Min3A,42.50056,-83.3732,2012-05-17,Pumpkinseed,1,2012,5,17,Sunfish,10
3220,LR-12,42.282317,-83.466103,2013-08-09,Pumpkinseed,10,2013,8,9,Insectivores,18
3221,LR-12,42.282317,-83.466103,2013-08-09,Pumpkinseed,10,2013,8,9,Sunfish,18
3222,LR-12,42.282317,-83.466103,2014-05-10,Pumpkinseed,2,2014,5,10,Insectivores,13
3223,LR-12,42.282317,-83.466103,2014-05-10,Pumpkinseed,2,2014,5,10,Sunfish,13
3224,LR-1,42.280425,-83.42027,2014-08-08,Pumpkinseed,2,2014,8,8,Insectivores,10
3225,LR-1,42.280425,-83.42027,2014-08-08,Pumpkinseed,2,2014,8,8,Sunfish,10
3226,LR-12,42.282317,-83.466103,2015-08-14,Pumpkinseed,3,2015,8,14,Insectivores,19
3227,LR-12,42.282317,-83.466103,2015-08-14,Pumpkinseed,3,2015,8,14,Sunfish,19
3228,Main5,42.52219,-83.24692,2016-10-06,Pumpkinseed,1,2016,10,6,Insectivores,14
3229,Main5,42.52219,-83.24692,2016-10-06,Pumpkinseed,1,2016,10,6,Sunfish,14
3230,Low7,42.283278,-83.397352,2013-08-02,Pumpkinseed,1,2013,8,2,Insectivores,11
3231,Low7,42.283278,-83.397352,2013-08-02,Pumpkinseed,1,2013,8,2,Sunfish,11
3232,Fel5,42.335263,-83.539831,2014-05-20,Pumpkinseed,1,2014,5,20,Insectivores,11
3233,Fel5,42.335263,-83.539831,2014-05-20,Pumpkinseed,1,2014,5,20,Sunfish,11
3234,LR-12,42.282317,-83.466103,2015-09-12,Pumpkinseed,4,2015,9,12,Insectivores,19
3235,LR-12,42.282317,-83.466103,2015-09-12,Pumpkinseed,4,2015,9,12,Sunfish,19
3236,Min5,42.510799,-83.378381,2012-05-15,Pumpkinseed,1,2012,5,15,Insectivores,12
3237,Min5,42.510799,-83.378381,2012-05-15,Pumpkinseed,1,2012,5,15,Sunfish,12
3238,See2,42.48927,-83.40099,2012-05-22,Pumpkinseed,1,2012,5,22,Insectivores,10
3239,See2,42.48927,-83.40099,2012-05-22,Pumpkinseed,1,2012,5,22,Sunfish,10
3240,LR-12,42.282317,-83.466103,2013-05-31,Pumpkinseed,6,2013,5,31,Insectivores,18
3241,LR-12,42.282317,-83.466103,2013-05-31,Pumpkinseed,6,2013,5,31,Sunfish,18
3242,LR-10,42.298506,-83.305839,2014-06-27,Pumpkinseed,1,2014,6,27,Insectivores,11
3243,LR-10,42.298506,-83.305839,2014-06-27,Pumpkinseed,1,2014,6,27,Sunfish,11
3244,LR-12,42.282317,-83.466103,2014-08-09,Pumpkinseed,1,2014,8,9,Insectivores,13
3245,LR-12,42.282317,-83.466103,2014-08-09,Pumpkinseed,1,2014,8,9,Sunfish,13
3246,Low5,42.282389,-83.437141,2016-05-19,Pumpkinseed,4,2016,5,19,Insectivores,13
3247,Low5,42.282389,-83.437141,2016-05-19,Pumpkinseed,4,2016,5,19,Sunfish,13
3248,Low5,42.282389,-83.437141,2016-08-13,Pumpkinseed,2,2016,8,13,Insectivores,13
3249,Low5,42.282389,-83.437141,2016-08-13,Pumpkinseed,2,2016,8,13,Sunfish,13
3250,Low11,42.2972147,-83.5254371,2016-08-22,Pumpkinseed,29,2016,8,22,Insectivores,13
3251,Low11,42.2972147,-83.5254371,2016-08-22,Pumpkinseed,29,2016,8,22,Sunfish,13
3252,Fowl2,42.28226,-83.50515,2013-05-10,Pumpkinseed,2,2013,5,10,Insectivores,8
3253,Fowl2,42.28226,-83.50515,2013-05-10,Pumpkinseed,2,2013,5,10,Sunfish,8
3254,LR-2,42.281962,-83.503009,2013-05-10,Pumpkinseed,1,2013,5,10,Insectivores,14
3255,LR-2,42.281962,-83.503009,2013-05-10,Pumpkinseed,1,2013,5,10,Sunfish,14
3256,Fel1,42.35729,-83.53988,2013-05-17,Pumpkinseed,3,2013,5,17,Insectivores,10
3257,Fel1,42.35729,-83.53988,2013-05-17,Pumpkinseed,3,2013,5,17,Sunfish,10
3258,LR-6,42.285,-83.383888,2013-09-06,Pumpkinseed,1,2013,9,6,Insectivores,14
3259,LR-6,42.285,-83.383888,2013-09-06,Pumpkinseed,1,2013,9,6,Sunfish,14
3260,Low6,42.282611,-83.407008,2014-08-02,Pumpkinseed,1,2014,8,2,Insectivores,9
3261,Low6,42.282611,-83.407008,2014-08-02,Pumpkinseed,1,2014,8,2,Sunfish,9
3262,Low7,42.283278,-83.397352,2014-08-02,Pumpkinseed,1,2014,8,2,Insectivores,9
3263,Low7,42.283278,-83.397352,2014-08-02,Pumpkinseed,1,2014,8,2,Sunfish,9
3264,Fowl2,42.28226,-83.50515,2014-08-22,Pumpkinseed,3,2014,8,22,Insectivores,13
3265,Fowl2,42.28226,-83.50515,2014-08-22,Pumpkinseed,3,2014,8,22,Sunfish,13
3266,Low10,42.286124,-83.48359,2015-06-10,Pumpkinseed,1,2015,6,10,Insectivores,13
3267,Low10,42.286124,-83.48359,2015-06-10,Pumpkinseed,1,2015,6,10,Sunfish,13
3268,Low6,42.282611,-83.407008,2015-08-25,Pumpkinseed,5,2015,8,25,Insectivores,18
3269,Low6,42.282611,-83.407008,2015-08-25,Pumpkinseed,5,2015,8,25,Sunfish,18
3270,Ton3,42.334626,-83.418158,2015-08-28,Pumpkinseed,1,2015,8,28,Insectivores,10
3271,Ton3,42.334626,-83.418158,2015-08-28,Pumpkinseed,1,2015,8,28,Sunfish,10
3272,Low9,42.283461,-83.505311,2015-08-29,Pumpkinseed,1,2015,8,29,Insectivores,9
3273,Low9,42.283461,-83.505311,2015-08-29,Pumpkinseed,1,2015,8,29,Sunfish,9
3274,Low7,42.283278,-83.397352,2016-08-27,Pumpkinseed,2,2016,8,27,Insectivores,13
3275,Low7,42.283278,-83.397352,2016-08-27,Pumpkinseed,2,2016,8,27,Sunfish,13
3276,Bell1,42.42924,-83.39666,2016-09-16,Pumpkinseed,1,2016,9,16,Insectivores,10
3277,Bell1,42.42924,-83.39666,2016-09-16,Pumpkinseed,1,2016,9,16,Sunfish,10
3278,John5,42.4224,-83.49289,2012-05-31,Pumpkinseed,1,2012,5,31,Insectivores,11
3279,John5,42.4224,-83.49289,2012-05-31,Pumpkinseed,1,2012,5,31,Sunfish,11
3280,Main8,42.29352,-83.14873,2012-06-15,Pumpkinseed,27,2012,6,15,Insectivores,16
3281,Main8,42.29352,-83.14873,2012-06-15,Pumpkinseed,27,2012,6,15,Sunfish,16
3282,LR-1,42.280425,-83.42027,2013-05-31,Pumpkinseed,3,2013,5,31,Insectivores,11
3283,LR-1,42.280425,-83.42027,2013-05-31,Pumpkinseed,3,2013,5,31,Sunfish,11
3284,LR-6,42.285,-83.383888,2013-06-07,Pumpkinseed,10,2013,6,7,Insectivores,14
3285,LR-6,42.285,-83.383888,2013-06-07,Pumpkinseed,10,2013,6,7,Sunfish,14
3286,Main10,42.312949,-83.232347,2013-06-21,Pumpkinseed,3,2013,6,21,Insectivores,19
3287,Main10,42.312949,-83.232347,2013-06-21,Pumpkinseed,3,2013,6,21,Sunfish,19
3288,Fel6,42.328188,-83.532192,2013-06-22,Pumpkinseed,2,2013,6,22,Insectivores,12
3289,Fel6,42.328188,-83.532192,2013-06-22,Pumpkinseed,2,2013,6,22,Sunfish,12
3290,Low8,42.285374,-83.388726,2013-08-02,Pumpkinseed,3,2013,8,2,Insectivores,11
3291,Low8,42.285374,-83.388726,2013-08-02,Pumpkinseed,3,2013,8,2,Sunfish,11
3292,Low6,42.282611,-83.407008,2013-08-03,Pumpkinseed,16,2013,8,3,Insectivores,10
3293,Low6,42.282611,-83.407008,2013-08-03,Pumpkinseed,16,2013,8,3,Sunfish,10
3294,LR-1,42.280425,-83.42027,2013-08-03,Pumpkinseed,1,2013,8,3,Insectivores,11
3295,LR-1,42.280425,-83.42027,2013-08-03,Pumpkinseed,1,2013,8,3,Sunfish,11
3296,Low5,42.282389,-83.437141,2013-08-10,Pumpkinseed,3,2013,8,10,Insectivores,9
3297,Low5,42.282389,-83.437141,2013-08-10,Pumpkinseed,3,2013,8,10,Sunfish,9
3298,LR-5,42.300561,-83.4374797,2013-08-10,Pumpkinseed,10,2013,8,10,Insectivores,16
3299,LR-5,42.300561,-83.4374797,2013-08-10,Pumpkinseed,10,2013,8,10,Sunfish,16
3300,Fel1,42.35729,-83.53988,2013-09-14,Pumpkinseed,1,2013,9,14,Insectivores,10
3301,Fel1,42.35729,-83.53988,2013-09-14,Pumpkinseed,1,2013,9,14,Sunfish,10
3302,LR-2,42.281962,-83.503009,2014-05-03,Pumpkinseed,1,2014,5,3,Insectivores,10
3303,LR-2,42.281962,-83.503009,2014-05-03,Pumpkinseed,1,2014,5,3,Sunfish,10
3304,Fel1,42.35729,-83.53988,2014-05-17,Pumpkinseed,5,2014,5,17,Insectivores,9
3305,Fel1,42.35729,-83.53988,2014-05-17,Pumpkinseed,5,2014,5,17,Sunfish,9
3306,LR-1,42.280425,-83.42027,2014-06-14,Pumpkinseed,4,2014,6,14,Insectivores,10
3307,LR-1,42.280425,-83.42027,2014-06-14,Pumpkinseed,4,2014,6,14,Sunfish,10
3308,LR-6,42.285,-83.383888,2014-06-14,Pumpkinseed,1,2014,6,14,Insectivores,11
3309,LR-6,42.285,-83.383888,2014-06-14,Pumpkinseed,1,2014,6,14,Sunfish,11
3310,Main10,42.312949,-83.232347,2014-07-21,Pumpkinseed,1,2014,7,21,Insectivores,16
3311,Main10,42.312949,-83.232347,2014-07-21,Pumpkinseed,1,2014,7,21,Sunfish,16
3312,LR-5,42.300561,-83.4374797,2014-08-22,Pumpkinseed,1,2014,8,22,Insectivores,12
3313,LR-5,42.300561,-83.4374797,2014-08-22,Pumpkinseed,1,2014,8,22,Sunfish,12
3314,LR-11A,42.3125679,-83.2415233,2014-09-20,Pumpkinseed,1,2014,9,20,Insectivores,17
3315,LR-11A,42.3125679,-83.2415233,2014-09-20,Pumpkinseed,1,2014,9,20,Sunfish,17
3316,Mid4,42.366466,-83.423351,2014-10-10,Pumpkinseed,1,2014,10,10,Insectivores,5
3317,Mid4,42.366466,-83.423351,2014-10-10,Pumpkinseed,1,2014,10,10,Sunfish,5
3318,Low5,42.282389,-83.437141,2015-05-15,Pumpkinseed,3,2015,5,15,Insectivores,12
3319,Low5,42.282389,-83.437141,2015-05-15,Pumpkinseed,3,2015,5,15,Sunfish,12
3320,LR-1,42.280425,-83.42027,2015-05-15,Pumpkinseed,2,2015,5,15,Insectivores,12
3321,LR-1,42.280425,-83.42027,2015-05-15,Pumpkinseed,2,2015,5,15,Sunfish,12
3322,Low6,42.282611,-83.407008,2015-05-29,Pumpkinseed,4,2015,5,29,Insectivores,18
3323,Low6,42.282611,-83.407008,2015-05-29,Pumpkinseed,4,2015,5,29,Sunfish,18
3324,Low6,42.282611,-83.407008,2015-08-07,Pumpkinseed,4,2015,8,7,Insectivores,18
3325,Low6,42.282611,-83.407008,2015-08-07,Pumpkinseed,4,2015,8,7,Sunfish,18
3326,LR-5,42.300561,-83.4374797,2015-08-14,Pumpkinseed,4,2015,8,14,Insectivores,11
3327,LR-5,42.300561,-83.4374797,2015-08-14,Pumpkinseed,4,2015,8,14,Sunfish,11
3328,Low10,42.286124,-83.48359,2015-08-15,Pumpkinseed,4,2015,8,15,Insectivores,13
3329,Low10,42.286124,-83.48359,2015-08-15,Pumpkinseed,4,2015,8,15,Sunfish,13
3330,Frank2,42.529325,-83.325381,2015-09-18,Pumpkinseed,24,2015,9,18,Insectivores,7
3331,Frank2,42.529325,-83.325381,2015-09-18,Pumpkinseed,24,2015,9,18,Sunfish,7
3332,LR-10,42.298506,-83.305839,2015-08-22,Pumpkinseed,2,2015,8,22,Insectivores,18
3333,LR-10,42.298506,-83.305839,2015-08-22,Pumpkinseed,2,2015,8,22,Sunfish,18
3334,Wall1,42.44957,-83.46525,2015-09-11,Pumpkinseed,1,2015,9,11,Insectivores,13
3335,Wall1,42.44957,-83.46525,2015-09-11,Pumpkinseed,1,2015,9,11,Sunfish,13
3336,Wall3,42.49486,-83.49575,2015-09-11,Pumpkinseed,1,2015,9,11,Insectivores,9
3337,Wall3,42.49486,-83.49575,2015-09-11,Pumpkinseed,1,2015,9,11,Sunfish,9
3338,MR-8,42.34893,-83.31455,2015-10-16,Pumpkinseed,1,2015,10,16,Insectivores,9
3339,MR-8,42.34893,-83.31455,2015-10-16,Pumpkinseed,1,2015,10,16,Sunfish,9
3340,Low6,42.282611,-83.407008,2016-05-10,Pumpkinseed,1,2016,5,10,Insectivores,13
3341,Low6,42.282611,-83.407008,2016-05-10,Pumpkinseed,1,2016,5,10,Sunfish,13
3342,LR-1,42.280425,-83.42027,2016-05-20,Pumpkinseed,3,2016,5,20,Insectivores,12
3343,LR-1,42.280425,-83.42027,2016-05-20,Pumpkinseed,3,2016,5,20,Sunfish,12
3344,Low10,42.286124,-83.48359,2016-05-21,Pumpkinseed,2,2016,5,21,Insectivores,14
3345,Low10,42.286124,-83.48359,2016-05-21,Pumpkinseed,2,2016,5,21,Sunfish,14
3346,LR-2,42.281962,-83.503009,2016-05-21,Pumpkinseed,3,2016,5,21,Insectivores,15
3347,LR-2,42.281962,-83.503009,2016-05-21,Pumpkinseed,3,2016,5,21,Sunfish,15
3348,Frank4,42.56574,-83.37964,2016-05-23,Pumpkinseed,1,2016,5,23,Insectivores,11
3349,Frank4,42.56574,-83.37964,2016-05-23,Pumpkinseed,1,2016,5,23,Sunfish,11
3350,Frank6,42.5653611,-83.3735027,2016-05-23,Pumpkinseed,1,2016,5,23,Insectivores,8
3351,Frank6,42.5653611,-83.3735027,2016-05-23,Pumpkinseed,1,2016,5,23,Sunfish,8
3352,LR-10,42.298506,-83.305839,2016-06-03,Pumpkinseed,1,2016,6,3,Insectivores,14
3353,LR-10,42.298506,-83.305839,2016-06-03,Pumpkinseed,1,2016,6,3,Sunfish,14
3354,MR-17,42.370466,-83.437574,2016-06-16,Pumpkinseed,2,2016,6,16,Insectivores,11
3355,MR-17,42.370466,-83.437574,2016-06-16,Pumpkinseed,2,2016,6,16,Sunfish,11
3356,MR-13,42.34432,-83.26865,2016-06-24,Pumpkinseed,1,2016,6,24,Insectivores,7
3357,MR-13,42.34432,-83.26865,2016-06-24,Pumpkinseed,1,2016,6,24,Sunfish,7
3358,Low10,42.286124,-83.48359,2016-08-12,Pumpkinseed,2,2016,8,12,Insectivores,14
3359,Low10,42.286124,-83.48359,2016-08-12,Pumpkinseed,2,2016,8,12,Sunfish,14
3360,LR-2,42.281962,-83.503009,2016-08-12,Pumpkinseed,8,2016,8,12,Insectivores,15
3361,LR-2,42.281962,-83.503009,2016-08-12,Pumpkinseed,8,2016,8,12,Sunfish,15
3362,Fowl2,42.28226,-83.50515,2016-08-22,Pumpkinseed,2,2016,8,22,Insectivores,15
3363,Fowl2,42.28226,-83.50515,2016-08-22,Pumpkinseed,2,2016,8,22,Sunfish,15
3364,Fowl5,42.2802935,-83.5254264,2016-08-22,Pumpkinseed,1,2016,8,22,Insectivores,11
3365,Fowl5,42.2802935,-83.5254264,2016-08-22,Pumpkinseed,1,2016,8,22,Sunfish,11
3366,Low6,42.282611,-83.407008,2016-08-25,Pumpkinseed,3,2016,8,25,Insectivores,13
3367,Low6,42.282611,-83.407008,2016-08-25,Pumpkinseed,3,2016,8,25,Sunfish,13
3368,LR-5,42.300561,-83.4374797,2016-08-25,Pumpkinseed,3,2016,8,25,Insectivores,11
3369,LR-5,42.300561,-83.4374797,2016-08-25,Pumpkinseed,3,2016,8,25,Sunfish,11
3370,Low8,42.285374,-83.388726,2016-08-27,Pumpkinseed,3,2016,8,27,Insectivores,13
3371,Low8,42.285374,-83.388726,2016-08-27,Pumpkinseed,3,2016,8,27,Sunfish,13
3372,Bell4,42.40327,-83.36237,2016-09-16,Pumpkinseed,2,2016,9,16,Insectivores,10
3373,Bell4,42.40327,-83.36237,2016-09-16,Pumpkinseed,2,2016,9,16,Sunfish,10
3374,Tar2,42.441084,-83.38423,2016-09-22,Pumpkinseed,1,2016,9,22,Insectivores,11
3375,Tar2,42.441084,-83.38423,2016-09-22,Pumpkinseed,1,2016,9,22,Sunfish,11
3376,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Insectivores,9
3377,Main11,42.554445,-83.226312,2016-09-28,Pumpkinseed,1,2016,9,28,Sunfish,9
3378,Mur2,42.59375,-83.25174,2016-10-03,Pumpkinseed,1,2016,10,3,Insectivores,5
3379,Mur2,42.59375,-83.25174,2016-10-03,Pumpkinseed,1,2016,10,3,Sunfish,5
3380,Rav,42.47027,-83.33097,2016-10-06,Pumpkinseed,1,2016,10,6,Insectivores,8
3381,Rav,42.47027,-83.33097,2016-10-06,Pumpkinseed,1,2016,10,6,Sunfish,8
3382,Low2,42.30724,-83.53793,2014-08-23,Bluegill,3,2014,8,23,Insectivores,13
3383,Low2,42.30724,-83.53793,2014-08-23,Bluegill,3,2014,8,23,Sunfish,13
3384,Nott,42.51149,-83.26463,2016-10-03,Bluegill,2,2016,10,3,Insectivores,10
3385,Nott,42.51149,-83.26463,2016-10-03,Bluegill,2,2016,10,3,Sunfish,10
3386,Up2,42.4632161,-83.3682334,2013-10-10,Bluegill,1,2013,10,10,Insectivores,14
3387,Up2,42.4632161,-83.3682334,2013-10-10,Bluegill,1,2013,10,10,Sunfish,14
3388,Fowl3,42.297437,-83.584549,2013-09-20,Bluegill,9,2013,9,20,Insectivores,11
3389,Fowl3,42.297437,-83.584549,2013-09-20,Bluegill,9,2013,9,20,Sunfish,11
3390,Main6,42.47882,-83.284548,2015-09-18,Bluegill,2,2015,9,18,Insectivores,11
3391,Main6,42.47882,-83.284548,2015-09-18,Bluegill,2,2015,9,18,Sunfish,11
3392,Main3,42.5487974,-83.2177051,2016-09-28,Bluegill,1,2016,9,28,Insectivores,10
3393,Main3,42.5487974,-83.2177051,2016-09-28,Bluegill,1,2016,9,28,Sunfish,10
3394,Peb4,42.4716,-83.30391,2016-10-04,Bluegill,1,2016,10,4,Insectivores,11
3395,Peb4,42.4716,-83.30391,2016-10-04,Bluegill,1,2016,10,4,Sunfish,11
3396,Fel4,42.31346,-83.46471,2013-05-18,Bluegill,19,2013,5,18,Insectivores,13
