,FIELDID,Latitude,Longitude,Date,SQI,SQI_Rating
1311,Min2,42.493065,-83.37734,2010-09-15,20,Fair
1312,Min2,42.493065,-83.37734,2009-09-15,23,Fair
1324,Min3,42.500565,-83.37127,2019-09-15,15,Poor
1326,Min3,42.500565,-83.37127,2017-09-15,28,Fair
1330,Min3,42.500565,-83.37127,2013-09-15,27,Fair
1333,Min3,42.500565,-83.37127,2010-09-15,15,Poor
1334,Min3,42.500565,-83.37127,2009-09-15,23,Fair
1344,Min4,42.526938,-83.421444,2021-09-15,26,Fair
1374,MN-1,42.438056,-83.274722,2013-09-15,38,Good
1375,MN-1,42.438056,-83.274722,2012-09-15,33,Fair
1376,MN-1,42.438056,-83.274722,2011-09-15,28,Fair
1377,MN-1,42.438056,-83.274722,2010-09-15,31,Fair
1378,MN-1,42.438056,-83.274722,2009-09-15,31,Fair
1379,MN-1,42.438056,-83.274722,2008-09-15,44,Good
1393,MN-2,42.399722,-83.271389,2016-09-15,38,Good
1396,MN-2,42.399722,-83.271389,2013-09-15,26,Fair
1397,MN-2,42.399722,-83.271389,2012-09-15,27,Fair
1398,MN-2,42.399722,-83.271389,2011-09-15,24,Fair
1399,MN-2,42.399722,-83.271389,2010-09-15,28,Fair
1400,MN-2,42.399722,-83.271389,2009-09-15,29,Fair
1401,MN-2,42.399722,-83.271389,2008-09-15,32,Fair
1422,MN-3,42.290906,-83.142919,2009-09-15,17,Poor
1439,MN-4,42.3378683,-83.2496084,2014-09-15,20,Fair
1440,MN-4,42.3378683,-83.2496084,2013-09-15,27,Fair
1441,MN-4,42.3378683,-83.2496084,2012-09-15,28,Fair
1442,MN-4,42.3378683,-83.2496084,2011-09-15,28,Fair
1443,MN-4,42.3378683,-83.2496084,2010-09-15,28,Fair
1457,MN-5,42.443614,-83.284906,2018-09-15,41,Good
1459,MN-5,42.443614,-83.284906,2016-09-15,41,Good
1460,MN-5,42.443614,-83.284906,2015-09-15,42,Good
1461,MN-5,42.443614,-83.284906,2014-09-15,33,Fair
1482,MN-6,42.431922,-83.271534,2015-09-15,38,Good
1497,MN-7,42.348736,-83.24721,2022-09-15,28,Fair
1501,MN-7,42.348736,-83.24721,2018-09-15,25,Fair
1502,MN-7,42.348736,-83.24721,2017-09-15,23,Fair
1504,MN-7,42.348736,-83.24721,2015-09-15,25,Fair
1525,MR-1,42.42487,-83.47712,2016-09-15,37,Good
1528,MR-1,42.42487,-83.47712,2013-09-15,36,Good
1529,MR-1,42.42487,-83.47712,2012-09-15,38,Good
1532,MR-1,42.42487,-83.47712,2009-09-15,39,Good
1533,MR-1,42.42487,-83.47712,2008-09-15,44,Good
1534,MR-1,42.42487,-83.47712,2007-09-15,51,Excellent
1535,MR-1,42.42487,-83.47712,2006-09-15,37,Good
1536,MR-1,42.42487,-83.47712,2005-09-15,37,Good
1537,MR-1,42.42487,-83.47712,2004-09-15,29,Fair
1556,MR-10,42.347097,-83.27895,2007-09-15,28,Fair
1557,MR-10,42.347097,-83.27895,2006-09-15,19,Poor
1558,MR-10,42.347097,-83.27895,2005-09-15,18,Poor
1559,MR-10,42.347097,-83.27895,2004-09-15,17,Poor
1563,MR-11,42.34516,-83.3629,2022-09-15,31,Fair
1570,MR-11,42.34516,-83.3629,2015-09-15,27,Fair
1577,MR-11,42.34516,-83.3629,2008-09-15,28,Fair
1578,MR-11,42.34516,-83.3629,2007-09-15,16,Poor
1579,MR-11,42.34516,-83.3629,2006-09-15,24,Fair
1580,MR-11,42.34516,-83.3629,2005-09-15,23,Fair
1596,MR-12,42.33975,-83.34093,2011-09-15,27,Fair
1599,MR-12,42.33975,-83.34093,2008-09-15,18,Poor
1600,MR-12,42.33975,-83.34093,2007-09-15,27,Fair
1601,MR-12,42.33975,-83.34093,2006-09-15,20,Fair
1602,MR-12,42.33975,-83.34093,2005-09-15,22,Fair
1612,MR-13,42.34432,-83.26865,2017-09-15,24,Fair
1613,MR-13,42.34432,-83.26865,2016-09-15,28,Fair
1615,MR-13,42.34432,-83.26865,2014-09-15,23,Fair
1616,MR-13,42.34432,-83.26865,2013-09-15,19,Poor
1617,MR-13,42.34432,-83.26865,2012-09-15,23,Fair
1618,MR-13,42.34432,-83.26865,2011-09-15,23,Fair
1619,MR-13,42.34432,-83.26865,2010-09-15,21,Fair
1621,MR-13,42.34432,-83.26865,2008-09-15,18,Poor
1622,MR-13,42.34432,-83.26865,2007-09-15,21,Fair
1623,MR-13,42.34432,-83.26865,2006-09-15,21,Fair
1629,MR-14,42.3601432,-83.4763746,2022-09-15,22,Fair
1633,MR-14,42.3601432,-83.4763746,2018-09-15,21,Fair
1634,MR-14,42.3601432,-83.4763746,2017-09-15,25,Fair
1642,MR-14,42.3601432,-83.4763746,2009-09-15,33,Fair
1643,MR-14,42.3601432,-83.4763746,2008-09-15,31,Fair
1644,MR-14,42.3601432,-83.4763746,2007-09-15,37,Good
1656,MR-15,42.3306,-83.2483,2017-09-15,22,Fair
1662,MR-15,42.3306,-83.2483,2011-09-15,22,Fair
1664,MR-15,42.3306,-83.2483,2009-09-15,23,Fair
1665,MR-15,42.3306,-83.2483,2008-09-15,22,Fair
1666,MR-15,42.3306,-83.2483,2007-09-15,34,Good
1677,MR-16,42.3519,-83.375,2018-09-15,23,Fair
1686,MR-16,42.3519,-83.375,2009-09-15,25,Fair
1687,MR-16,42.3519,-83.375,2008-09-15,29,Fair
1688,MR-16,42.3519,-83.375,2007-09-15,24,Fair
1702,MR-17,42.370466,-83.437574,2015-09-15,32,Fair
1707,MR-17,42.370466,-83.437574,2010-09-15,41,Good
1708,MR-17,42.370466,-83.437574,2009-09-15,46,Good
1709,MR-17,42.370466,-83.437574,2008-09-15,46,Good
1728,MR-18,42.390248,-83.466365,2011-09-15,33,Fair
1729,MR-18,42.390248,-83.466365,2010-09-15,29,Fair
1730,MR-18,42.390248,-83.466365,2009-09-15,39,Good
1731,MR-18,42.390248,-83.466365,2008-09-15,33,Fair
1748,MR-19,42.351831,-83.462729,2013-09-15,22,Fair
1749,MR-19,42.351831,-83.462729,2012-09-15,31,Fair
1751,MR-19,42.351831,-83.462729,2010-09-15,25,Fair
1752,MR-19,42.351831,-83.462729,2009-09-15,26,Fair
1753,MR-19,42.351831,-83.462729,2008-09-15,30,Fair
1774,MR-2,42.408,-83.47076,2009-09-15,45,Good
1775,MR-2,42.408,-83.47076,2008-09-15,37,Good
1776,MR-2,42.408,-83.47076,2007-09-15,42,Good
1777,MR-2,42.408,-83.47076,2006-09-15,33,Fair
1778,MR-2,42.408,-83.47076,2005-09-15,31,Fair
1779,MR-2,42.408,-83.47076,2004-09-15,42,Good
1784,MR-20,42.411952,-83.471703,2021-09-15,40,Good
1788,MR-20,42.411952,-83.471703,2017-09-15,45,Good
1789,MR-20,42.411952,-83.471703,2016-09-15,48,Good
1792,MR-20,42.411952,-83.471703,2013-09-15,39,Good
1793,MR-20,42.411952,-83.471703,2012-09-15,44,Good
1794,MR-20,42.411952,-83.471703,2011-09-15,41,Good
1795,MR-20,42.411952,-83.471703,2010-09-15,43,Good
1796,MR-20,42.411952,-83.471703,2009-09-15,40,Good
1797,MR-20,42.411952,-83.471703,2008-09-15,51,Excellent
1819,MR-21,42.345241,-83.398143,2008-09-15,23,Fair
1827,MR-22,42.43033,-83.544423,2022-09-15,30,Fair
1828,MR-22,42.43033,-83.544423,2021-09-15,35,Good
1829,MR-22,42.43033,-83.544423,2020-09-15,35,Good
1830,MR-22,42.43033,-83.544423,2019-09-15,37,Good
1833,MR-22,42.43033,-83.544423,2016-09-15,34,Good
1835,MR-22,42.43033,-83.544423,2014-09-15,34,Good
1838,MR-22,42.43033,-83.544423,2011-09-15,33,Fair
1839,MR-22,42.43033,-83.544423,2010-09-15,21,Fair
1852,MR-23,42.432475,-83.520006,2019-09-15,31,Fair
1856,MR-23,42.432475,-83.520006,2015-09-15,33,Fair
1857,MR-23,42.432475,-83.520006,2014-09-15,31,Fair
1858,MR-23,42.432475,-83.520006,2013-09-15,38,Good
1859,MR-23,42.432475,-83.520006,2012-09-15,23,Fair
1860,MR-23,42.432475,-83.520006,2011-09-15,26,Fair
1861,MR-23,42.432475,-83.520006,2010-09-15,34,Good
1871,MR-24,42.3640761,-83.4643914,2022-09-15,21,Fair
1875,MR-24,42.3640761,-83.4643914,2018-09-15,16,Poor
1876,MR-24,42.3640761,-83.4643914,2017-09-15,18,Poor
1878,MR-24,42.3640761,-83.4643914,2015-09-15,28,Fair
1879,MR-24,42.3640761,-83.4643914,2014-09-15,29,Fair
1880,MR-24,42.3640761,-83.4643914,2013-09-15,36,Good
1881,MR-24,42.3640761,-83.4643914,2012-09-15,36,Good
1882,MR-24,42.3640761,-83.4643914,2011-09-15,26,Fair
1893,MR-25,42.43058,-83.5135,2022-09-15,28,Fair
1896,MR-25,42.43058,-83.5135,2019-09-15,28,Fair
1897,MR-25,42.43058,-83.5135,2018-09-15,26,Fair
1900,MR-25,42.43058,-83.5135,2015-09-15,31,Fair
1901,MR-25,42.43058,-83.5135,2014-09-15,32,Fair
1902,MR-25,42.43058,-83.5135,2013-09-15,26,Fair
1903,MR-25,42.43058,-83.5135,2012-09-15,25,Fair
1917,MR-26,42.434306,-83.550725,2020-09-15,32,Fair
1921,MR-26,42.434306,-83.550725,2016-09-15,37,Good
1923,MR-26,42.434306,-83.550725,2014-09-15,13,Poor
1924,MR-26,42.434306,-83.550725,2013-09-15,33,Fair
1941,MR-27,42.41672,-83.531253,2018-09-15,30,Fair
1942,MR-27,42.41672,-83.531253,2017-09-15,32,Fair
1943,MR-27,42.41672,-83.531253,2016-09-15,44,Good
1944,MR-27,42.41672,-83.531253,2015-09-15,41,Good
1945,MR-27,42.41672,-83.531253,2014-09-15,39,Good
1960,MR-2a,42.4089,-83.4704,2021-09-15,35,Good
1963,MR-2a,42.4089,-83.4704,2018-09-15,46,Good
1970,MR-2a,42.4089,-83.4704,2011-09-15,43,Good
1972,MR-2a,42.4089,-83.4704,2009-09-15,35,Good
1973,MR-2a,42.4089,-83.4704,2008-09-15,37,Good
1974,MR-2a,42.4089,-83.4704,2007-09-15,34,Good
1982,MR-3,42.37402,-83.45532,2021-09-15,47,Good
1984,MR-3,42.37402,-83.45532,2019-09-15,44,Good
1987,MR-3,42.37402,-83.45532,2016-09-15,43,Good
1991,MR-3,42.37402,-83.45532,2012-09-15,40,Good
1996,MR-3,42.37402,-83.45532,2007-09-15,44,Good
1997,MR-3,42.37402,-83.45532,2006-09-15,24,Fair
1998,MR-3,42.37402,-83.45532,2005-09-15,32,Fair
1999,MR-3,42.37402,-83.45532,2004-09-15,41,Good
2003,MR-4,42.36445,-83.40406,2022-09-15,34,Good
2006,MR-4,42.36445,-83.40406,2019-09-15,26,Fair
2007,MR-4,42.36445,-83.40406,2018-09-15,28,Fair
2008,MR-4,42.36445,-83.40406,2017-09-15,28,Fair
2009,MR-4,42.36445,-83.40406,2016-09-15,28,Fair
2010,MR-4,42.36445,-83.40406,2015-09-15,37,Good
2018,MR-4,42.36445,-83.40406,2007-09-15,34,Good
2019,MR-4,42.36445,-83.40406,2006-09-15,20,Fair
2020,MR-4,42.36445,-83.40406,2005-09-15,18,Poor
2021,MR-4,42.36445,-83.40406,2004-09-15,19,Poor
2040,MR-5,42.34447,-83.36118,2007-09-15,25,Fair
2041,MR-5,42.34447,-83.36118,2006-09-15,20,Fair
2042,MR-5,42.34447,-83.36118,2005-09-15,17,Poor
2043,MR-5,42.34447,-83.36118,2004-09-15,13,Poor
2062,MR-6,42.34132,-83.33765,2007-09-15,19,Poor
2063,MR-6,42.34132,-83.33765,2006-09-15,22,Fair
2064,MR-6,42.34132,-83.33765,2005-09-15,24,Fair
2065,MR-6,42.34132,-83.33765,2004-09-15,18,Poor
2084,MR-7,42.34286,-83.32853,2007-09-15,22,Fair
2085,MR-7,42.34286,-83.32853,2006-09-15,27,Fair
2086,MR-7,42.34286,-83.32853,2005-09-15,24,Fair
2087,MR-7,42.34286,-83.32853,2004-09-15,17,Poor
2097,MR-8,42.34893,-83.31455,2016-09-15,15,Poor
2103,MR-8,42.34893,-83.31455,2010-09-15,22,Fair
2106,MR-8,42.34893,-83.31455,2007-09-15,18,Poor
2107,MR-8,42.34893,-83.31455,2006-09-15,20,Fair
2108,MR-8,42.34893,-83.31455,2005-09-15,26,Fair
2109,MR-8,42.34893,-83.31455,2004-09-15,19,Poor
2121,MR-9,42.34732,-83.29135,2014-09-15,29,Fair
2129,MR-9,42.34732,-83.29135,2006-09-15,13,Poor
2130,MR-9,42.34732,-83.29135,2005-09-15,15,Poor
2131,MR-9,42.34732,-83.29135,2004-09-15,19,Poor
2136,Mur2,42.59375,-83.25174,2021-09-15,23,Fair
2139,Mur2,42.59375,-83.25174,2018-09-15,20,Fair
2141,Mur2,42.59375,-83.25174,2016-09-15,16,Poor
2147,Mur2,42.59375,-83.25174,2010-09-15,29,Fair
2148,Mur2,42.59375,-83.25174,2009-09-15,26,Fair
2149,Mur2,42.59375,-83.25174,2008-09-15,25,Fair
2150,Mur2,42.59375,-83.25174,2007-09-15,28,Fair
2157,Nott,42.51149,-83.26463,2022-09-15,16,Poor
2158,Nott,42.51149,-83.26463,2021-09-15,20,Fair
2159,Nott,42.51149,-83.26463,2020-09-15,27,Fair
2161,Nott,42.51149,-83.26463,2018-09-15,26,Fair
2163,Nott,42.51149,-83.26463,2016-09-15,27,Fair
2169,Nott,42.51149,-83.26463,2010-09-15,22,Fair
2171,Nott,42.51149,-83.26463,2008-09-15,32,Fair
2172,Nott,42.51149,-83.26463,2007-09-15,27,Fair
2174,Nott,42.51149,-83.26463,2005-09-15,28,Fair
2175,Nott,42.51149,-83.26463,2004-09-15,34,Good
2179,Nton,42.37312,-83.47572,2022-09-15,36,Good
2180,Nton,42.37312,-83.47572,2021-09-15,42,Good
2181,Nton,42.37312,-83.47572,2020-09-15,30,Fair
2186,Nton,42.37312,-83.47572,2015-09-15,17,Poor
2188,Nton,42.37312,-83.47572,2013-09-15,38,Good
2190,Nton,42.37312,-83.47572,2011-09-15,26,Fair
2193,Nton,42.37312,-83.47572,2008-09-15,27,Fair
2194,Nton,42.37312,-83.47572,2007-09-15,26,Fair
2206,Peb1,42.50133,-83.32912,2017-09-15,24,Fair
2208,Peb1,42.50133,-83.32912,2015-09-15,25,Fair
2209,Peb1,42.50133,-83.32912,2014-09-15,38,Good
2210,Peb1,42.50133,-83.32912,2013-09-15,38,Good
2211,Peb1,42.50133,-83.32912,2012-09-15,28,Fair
2212,Peb1,42.50133,-83.32912,2011-09-15,37,Good
2213,Peb1,42.50133,-83.32912,2010-09-15,32,Fair
2216,Peb1,42.50133,-83.32912,2007-09-15,38,Good
2217,Peb1,42.50133,-83.32912,2006-09-15,48,Good
2219,Peb1,42.50133,-83.32912,2004-09-15,40,Good
2220,Peb1,42.50133,-83.32912,2003-09-15,37,Good
2221,Peb1,42.50133,-83.32912,2002-09-15,47,Good
2222,Peb1,42.50133,-83.32912,2001-09-15,29,Fair
2223,Peb2,42.51521,-83.34402,2022-09-15,31,Fair
2224,Peb2,42.51521,-83.34402,2021-09-15,19,Poor
2227,Peb2,42.51521,-83.34402,2018-09-15,24,Fair
2228,Peb2,42.51521,-83.34402,2017-09-15,28,Fair
2229,Peb2,42.51521,-83.34402,2016-09-15,25,Fair
2232,Peb2,42.51521,-83.34402,2013-09-15,23,Fair
2233,Peb2,42.51521,-83.34402,2012-09-15,26,Fair
2234,Peb2,42.51521,-83.34402,2011-09-15,24,Fair
2236,Peb2,42.51521,-83.34402,2009-09-15,24,Fair
2237,Peb2,42.51521,-83.34402,2008-09-15,29,Fair
2238,Peb2,42.51521,-83.34402,2007-09-15,18,Poor
2245,Peb3,42.500849,-83.324474,2022-09-15,31,Fair
2247,Peb3,42.500849,-83.324474,2020-09-15,22,Fair
2248,Peb3,42.500849,-83.324474,2019-09-15,36,Good
2249,Peb3,42.500849,-83.324474,2018-09-15,24,Fair
2251,Peb3,42.500849,-83.324474,2016-09-15,20,Fair
2252,Peb3,42.500849,-83.324474,2015-09-15,20,Fair
2253,Peb3,42.500849,-83.324474,2014-09-15,30,Fair
2254,Peb3,42.500849,-83.324474,2013-09-15,27,Fair
2255,Peb3,42.500849,-83.324474,2012-09-15,30,Fair
2256,Peb3,42.500849,-83.324474,2011-09-15,34,Good
2270,See2,42.48927,-83.40099,2019-09-15,18,Poor
2272,See2,42.48927,-83.40099,2017-09-15,19,Poor
2273,See2,42.48927,-83.40099,2016-09-15,20,Fair
2275,See2,42.48927,-83.40099,2014-09-15,24,Fair
2277,See2,42.48927,-83.40099,2012-09-15,25,Fair
2278,See2,42.48927,-83.40099,2011-09-15,29,Fair
2279,See2,42.48927,-83.40099,2010-09-15,20,Fair
2280,See2,42.48927,-83.40099,2009-09-15,35,Good
2285,See2,42.48927,-83.40099,2004-09-15,13,Poor
2286,See2,42.48927,-83.40099,2003-09-15,36,Good
2289,See3,42.51073,-83.4304,2022-09-15,30,Fair
2291,See3,42.51073,-83.4304,2020-09-15,22,Fair
2292,See3,42.51073,-83.4304,2019-09-15,18,Poor
2294,See3,42.51073,-83.4304,2017-09-15,18,Poor
2295,See3,42.51073,-83.4304,2016-09-15,15,Poor
2297,See3,42.51073,-83.4304,2014-09-15,24,Fair
2299,See3,42.51073,-83.4304,2012-09-15,24,Fair
2300,See3,42.51073,-83.4304,2011-09-15,27,Fair
2301,See3,42.51073,-83.4304,2010-09-15,23,Fair
2302,See3,42.51073,-83.4304,2009-09-15,16,Poor
2312,See4,42.516904,-83.436534,2021-09-15,28,Fair
2333,Sprag,42.6159714,-83.1920726,2022-09-15,28,Fair
2334,Sprag,42.6159714,-83.1920726,2021-09-15,28,Fair
2335,Sprag,42.6159714,-83.1920726,2020-09-15,23,Fair
2339,Sprag,42.6159714,-83.1920726,2016-09-15,53,Excellent
2341,Sprag,42.6159714,-83.1920726,2014-09-15,44,Good
2343,Sprag,42.6159714,-83.1920726,2012-09-15,28,Fair
2345,Sprag,42.6159714,-83.1920726,2010-09-15,36,Good
2346,Sprag,42.6159714,-83.1920726,2009-09-15,49,Excellent
2347,Sprag,42.6159714,-83.1920726,2008-09-15,33,Fair
2348,Sprag,42.6159714,-83.1920726,2007-09-15,46,Good
2349,Sprag,42.6159714,-83.1920726,2006-09-15,34,Good
2373,Tar1,42.447798,-83.386233,2004-09-15,23,Fair
2374,Tar1,42.447798,-83.386233,2003-09-15,33,Fair
2375,Tar1,42.447798,-83.386233,2002-09-15,30,Fair
2381,Tar2,42.441084,-83.38423,2018-09-15,21,Fair
2382,Tar2,42.441084,-83.38423,2017-09-15,28,Fair
2384,Tar2,42.441084,-83.38423,2015-09-15,27,Fair
2385,Tar2,42.441084,-83.38423,2014-09-15,22,Fair
2390,Tar2,42.441084,-83.38423,2009-09-15,27,Fair
2392,Tar2,42.441084,-83.38423,2007-09-15,39,Good
2393,Tar2,42.441084,-83.38423,2006-09-15,23,Fair
2394,Tar2,42.441084,-83.38423,2005-09-15,34,Good
2395,Tar2,42.441084,-83.38423,2004-09-15,39,Good
2396,Tar2,42.441084,-83.38423,2003-09-15,29,Fair
2397,Tar2,42.441084,-83.38423,2002-09-15,21,Fair
2399,Ton1,42.36701,-83.49895,2022-09-15,32,Fair
2400,Ton1,42.36701,-83.49895,2021-09-15,42,Good
2401,Ton1,42.36701,-83.49895,2020-09-15,41,Good
2402,Ton1,42.36701,-83.49895,2019-09-15,36,Good
2403,Ton1,42.36701,-83.49895,2018-09-15,36,Good
2404,Ton1,42.36701,-83.49895,2017-09-15,43,Good
2406,Ton1,42.36701,-83.49895,2015-09-15,51,Excellent
2407,Ton1,42.36701,-83.49895,2014-09-15,51,Excellent
2408,Ton1,42.36701,-83.49895,2013-09-15,46,Good
2409,Ton1,42.36701,-83.49895,2012-09-15,44,Good
2410,Ton1,42.36701,-83.49895,2011-09-15,55,Excellent
2411,Ton1,42.36701,-83.49895,2010-09-15,45,Good
2413,Ton1,42.36701,-83.49895,2008-09-15,39,Good
2415,Ton1,42.36701,-83.49895,2006-09-15,37,Good
2416,Ton1,42.36701,-83.49895,2005-09-15,33,Fair
2417,Ton1,42.36701,-83.49895,2004-09-15,31,Fair
2418,Ton1,42.36701,-83.49895,2003-09-15,49,Excellent
2427,Ton1/2,42.3642907,-83.489154,2016-09-15,33,Fair
2428,Ton1/2,42.3642907,-83.489154,2015-09-15,33,Fair
2431,Ton1/2,42.3642907,-83.489154,2012-09-15,36,Good
2433,Ton1/2,42.3642907,-83.489154,2010-09-15,35,Good
2435,Ton1/2,42.3642907,-83.489154,2008-09-15,36,Good
2437,Ton1/2,42.3642907,-83.489154,2006-09-15,26,Fair
2438,Ton1/2,42.3642907,-83.489154,2005-09-15,31,Fair
2443,Ton2,42.35809,-83.46507,2022-09-15,15,Poor
2444,Ton2,42.35809,-83.46507,2021-09-15,35,Good
2449,Ton2,42.35809,-83.46507,2016-09-15,20,Fair
2452,Ton2,42.35809,-83.46507,2013-09-15,25,Fair
2454,Ton2,42.35809,-83.46507,2011-09-15,18,Poor
2456,Ton2,42.35809,-83.46507,2009-09-15,26,Fair
2458,Ton2,42.35809,-83.46507,2007-09-15,27,Fair
2462,Ton2,42.35809,-83.46507,2003-09-15,17,Poor
2463,Ton2,42.35809,-83.46507,2002-09-15,16,Poor
2464,Ton2,42.35809,-83.46507,2001-09-15,16,Poor
2465,Up1,42.47526,-83.3854501,2022-09-15,32,Fair
2471,Up1,42.47526,-83.3854501,2016-09-15,21,Fair
2474,Up1,42.47526,-83.3854501,2013-09-15,26,Fair
2475,Up1,42.47526,-83.3854501,2012-09-15,19,Poor
2477,Up1,42.47526,-83.3854501,2010-09-15,33,Fair
2479,Up1,42.47526,-83.3854501,2008-09-15,24,Fair
2481,Up1,42.47526,-83.3854501,2006-09-15,30,Fair
2482,Up1,42.47526,-83.3854501,2005-09-15,24,Fair
2487,Up2,42.4632161,-83.3682334,2022-09-15,41,Good
2488,Up2,42.4632161,-83.3682334,2021-09-15,22,Fair
2489,Up2,42.4632161,-83.3682334,2020-09-15,32,Fair
2492,Up2,42.4632161,-83.3682334,2017-09-15,29,Fair
2493,Up2,42.4632161,-83.3682334,2016-09-15,26,Fair
2494,Up2,42.4632161,-83.3682334,2015-09-15,25,Fair
2495,Up2,42.4632161,-83.3682334,2014-09-15,16,Poor
2497,Up2,42.4632161,-83.3682334,2012-09-15,28,Fair
2499,Up2,42.4632161,-83.3682334,2010-09-15,20,Fair
2501,Up2,42.4632161,-83.3682334,2008-09-15,20,Fair
2503,Up2,42.4632161,-83.3682334,2006-09-15,35,Good
2504,Up2,42.4632161,-83.3682334,2005-09-15,21,Fair
2505,Up2,42.4632161,-83.3682334,2004-09-15,30,Fair
2506,Up2,42.4632161,-83.3682334,2003-09-15,36,Good
2507,Up2,42.4632161,-83.3682334,2002-09-15,39,Good
2513,UR-1,42.4111,-83.3029,2018-09-15,27,Fair
2515,UR-1,42.4111,-83.3029,2016-09-15,26,Fair
2517,UR-1,42.4111,-83.3029,2014-09-15,34,Good
2518,UR-1,42.4111,-83.3029,2013-09-15,29,Fair
2519,UR-1,42.4111,-83.3029,2012-09-15,24,Fair
2522,UR-1,42.4111,-83.3029,2009-09-15,21,Fair
2523,UR-1,42.4111,-83.3029,2008-09-15,26,Fair
2524,UR-1,42.4111,-83.3029,2007-09-15,35,Good
2535,UR-2,42.401803,-83.310759,2018-09-15,31,Fair
2536,UR-2,42.401803,-83.310759,2017-09-15,19,Poor
2537,UR-2,42.401803,-83.310759,2016-09-15,22,Fair
2539,UR-2,42.401803,-83.310759,2014-09-15,30,Fair
2541,UR-2,42.401803,-83.310759,2012-09-15,25,Fair
2542,UR-2,42.401803,-83.310759,2011-09-15,26,Fair
2543,UR-2,42.401803,-83.310759,2010-09-15,9,Poor
2544,UR-2,42.401803,-83.310759,2009-09-15,28,Fair
2545,UR-2,42.401803,-83.310759,2008-09-15,23,Fair
2556,UR-3,42.426303,-83.362972,2019-09-15,23,Fair
2557,UR-3,42.426303,-83.362972,2018-09-15,30,Fair
2558,UR-3,42.426303,-83.362972,2017-09-15,22,Fair
2564,UR-3,42.426303,-83.362972,2011-09-15,24,Fair
2565,UR-3,42.426303,-83.362972,2010-09-15,24,Fair
2566,UR-3,42.426303,-83.362972,2009-09-15,24,Fair
2567,UR-3,42.426303,-83.362972,2008-09-15,22,Fair
2578,UR-4,42.400014,-83.286158,2019-09-15,24,Fair
2579,UR-4,42.400014,-83.286158,2018-09-15,22,Fair
2583,UR-4,42.400014,-83.286158,2014-09-15,28,Fair
2584,UR-4,42.400014,-83.286158,2013-09-15,27,Fair
2585,UR-4,42.400014,-83.286158,2012-09-15,22,Fair
2586,UR-4,42.400014,-83.286158,2011-09-15,28,Fair
2587,UR-4,42.400014,-83.286158,2010-09-15,31,Fair
2602,UR-5,42.411266,-83.379288,2017-09-15,27,Fair
2603,UR-5,42.411266,-83.379288,2016-09-15,32,Fair
2604,UR-5,42.411266,-83.379288,2015-09-15,24,Fair
2627,Wall0,42.43673,-83.47369,2014-09-15,23,Fair
2629,Wall0,42.43673,-83.47369,2012-09-15,22,Fair
2630,Wall0,42.43673,-83.47369,2011-09-15,26,Fair
2632,Wall0,42.43673,-83.47369,2009-09-15,29,Fair
2641,Wall1,42.44957,-83.46525,2022-09-15,30,Fair
2643,Wall1,42.44957,-83.46525,2020-09-15,22,Fair
2644,Wall1,42.44957,-83.46525,2019-09-15,25,Fair
2646,Wall1,42.44957,-83.46525,2017-09-15,14,Poor
2647,Wall1,42.44957,-83.46525,2016-09-15,14,Poor
2648,Wall1,42.44957,-83.46525,2015-09-15,26,Fair
2649,Wall1,42.44957,-83.46525,2014-09-15,15,Poor
2651,Wall1,42.44957,-83.46525,2012-09-15,30,Fair
2653,Wall1,42.44957,-83.46525,2010-09-15,24,Fair
2655,Wall1,42.44957,-83.46525,2008-09-15,19,Poor
2658,Wall1,42.44957,-83.46525,2005-09-15,33,Fair
2663,Wall2,42.46732,-83.46623,2022-09-15,32,Fair
2664,Wall2,42.46732,-83.46623,2021-09-15,28,Fair
2665,Wall2,42.46732,-83.46623,2020-09-15,33,Fair
2666,Wall2,42.46732,-83.46623,2019-09-15,22,Fair
2667,Wall2,42.46732,-83.46623,2018-09-15,10,Poor
2670,Wall2,42.46732,-83.46623,2015-09-15,44,Good
2673,Wall2,42.46732,-83.46623,2012-09-15,34,Good
2674,Wall2,42.46732,-83.46623,2011-09-15,40,Good
2676,Wall2,42.46732,-83.46623,2009-09-15,31,Fair
2678,Wall2,42.46732,-83.46623,2007-09-15,39,Good
2680,Wall2,42.46732,-83.46623,2005-09-15,20,Fair
2682,Wall2,42.46732,-83.46623,2003-09-15,27,Fair
2683,Wall2,42.46732,-83.46623,2002-09-15,18,Poor
2684,Wall2,42.46732,-83.46623,2001-09-15,25,Fair
2686,Wall3,42.49486,-83.49575,2021-09-15,27,Fair
2687,Wall3,42.49486,-83.49575,2020-09-15,34,Good
2689,Wall3,42.49486,-83.49575,2018-09-15,28,Fair
2693,Wall3,42.49486,-83.49575,2014-09-15,28,Fair
2695,Wall3,42.49486,-83.49575,2012-09-15,30,Fair
2696,Wall3,42.49486,-83.49575,2011-09-15,50,Excellent
2698,Wall3,42.49486,-83.49575,2009-09-15,30,Fair
2700,Wall3,42.49486,-83.49575,2007-09-15,27,Fair
2702,Wall3,42.49486,-83.49575,2005-09-15,33,Fair
2703,Wall3,42.49486,-83.49575,2004-09-15,26,Fair
2712,Wall4,42.43354,-83.48056,2017-09-15,12,Poor
2715,Wall4,42.43354,-83.48056,2014-09-15,32,Fair
2717,Wall4,42.43354,-83.48056,2012-09-15,31,Fair
2720,Wall4,42.43354,-83.48056,2009-09-15,41,Good
