FIELDID,Latitude,Longitude,Season,SQI,Year,SQI_Rating
LR-11A,42.3125679,-83.2415233,Spring,20,2018,Fair
LR-11A,42.3125679,-83.2415233,Fall,20,2017,Fair
LR-11A,42.3125679,-83.2415233,Spring,14,2017,Poor
LR-11A,42.3125679,-83.2415233,Fall,28,2016,Fair
LR-11A,42.3125679,-83.2415233,Spring,23,2016,Fair
LR-11A,42.3125679,-83.2415233,Spring,26,2015,Fair
LR-11A,42.3125679,-83.2415233,Fall,29,2014,Fair
LR-11A,42.3125679,-83.2415233,Spring,18,2014,Poor
LR-11A,42.3125679,-83.2415233,Spring,12,2013,Poor
LR-11A,42.3125679,-83.2415233,Spring,22,2012,Fair
LR-11A,42.3125679,-83.2415233,Spring,25,2011,Fair
LR-12,42.282317,-83.466103,Fall,33,2022,Fair
LR-12,42.282317,-83.466103,Spring,43,2021,Good
LR-12,42.282317,-83.466103,Fall,39,2019,Good
LR-12,42.282317,-83.466103,Spring,26,2019,Fair
LR-12,42.282317,-83.466103,Fall,25,2018,Fair
LR-12,42.282317,-83.466103,Spring,15,2018,Poor
LR-12,42.282317,-83.466103,Fall,29,2017,Fair
LR-12,42.282317,-83.466103,Spring,30,2016,Fair
LR-12,42.282317,-83.466103,Fall,30,2015,Fair
LR-12,42.282317,-83.466103,Spring,36,2015,Good
LR-12,42.282317,-83.466103,Fall,30,2014,Fair
LR-12,42.282317,-83.466103,Spring,34,2014,Good
LR-12,42.282317,-83.466103,Fall,40,2013,Good
LR-12,42.282317,-83.466103,Spring,35,2013,Good
LR-12,42.282317,-83.466103,Fall,37,2012,Good
LR-12,42.282317,-83.466103,Spring,37,2012,Good
LR-2,42.281962,-83.503009,Spring,29,2016,Fair
LR-2,42.281962,-83.503009,Fall,25,2015,Fair
LR-2,42.281962,-83.503009,Spring,35,2015,Good
LR-2,42.281962,-83.503009,Fall,31,2014,Fair
LR-2,42.281962,-83.503009,Spring,24,2014,Fair
LR-2,42.281962,-83.503009,Fall,21,2013,Fair
LR-2,42.281962,-83.503009,Fall,27,2012,Fair
LR-2,42.281962,-83.503009,Spring,43,2008,Good
LR-2,42.281962,-83.503009,Fall,32,2007,Fair
LR-2,42.281962,-83.503009,Spring,18,2007,Poor
LR-2,42.281962,-83.503009,Fall,40,2006,Good
LR-2,42.281962,-83.503009,Spring,37,2006,Good
LR-2,42.281962,-83.503009,Fall,24,2005,Fair
LR-3,42.284848,-83.381855,Fall,23,2022,Fair
LR-3,42.284848,-83.381855,Fall,22,2018,Fair
LR-3,42.284848,-83.381855,Fall,28,2017,Fair
LR-3,42.284848,-83.381855,Fall,24,2015,Fair
LR-3,42.284848,-83.381855,Fall,34,2014,Good
LR-3,42.284848,-83.381855,Spring,19,2014,Fair
LR-3,42.284848,-83.381855,Fall,23,2013,Fair
LR-3,42.284848,-83.381855,Spring,28,2013,Fair
LR-3,42.284848,-83.381855,Fall,26,2012,Fair
LR-3,42.284848,-83.381855,Spring,16,2012,Poor
LR-3,42.284848,-83.381855,Fall,23,2011,Fair
LR-3,42.284848,-83.381855,Spring,28,2011,Fair
LR-3,42.284848,-83.381855,Fall,22,2010,Fair
LR-3,42.284848,-83.381855,Spring,36,2008,Good
LR-3,42.284848,-83.381855,Fall,35,2007,Good
LR-3,42.284848,-83.381855,Spring,20,2007,Fair
LR-3,42.284848,-83.381855,Fall,30,2006,Fair
LR-3,42.284848,-83.381855,Spring,22,2006,Fair
LR-3,42.284848,-83.381855,Fall,35,2005,Good
LR-3,42.284848,-83.381855,Spring,26,2005,Fair
LR-4,42.288775,-83.3486,Fall,23,2017,Fair
LR-4,42.288775,-83.3486,Spring,26,2017,Fair
LR-4,42.288775,-83.3486,Spring,26,2008,Fair
LR-4,42.288775,-83.3486,Fall,25,2007,Fair
LR-4,42.288775,-83.3486,Spring,18,2007,Poor
LR-4,42.288775,-83.3486,Fall,25,2006,Fair
LR-4,42.288775,-83.3486,Spring,15,2006,Poor
LR-4,42.288775,-83.3486,Fall,24,2005,Fair
LR-4,42.288775,-83.3486,Spring,25,2005,Fair
LR-5,42.300561,-83.4374797,Spring,20,2016,Fair
LR-5,42.300561,-83.4374797,Fall,21,2015,Fair
LR-5,42.300561,-83.4374797,Spring,18,2015,Poor
LR-5,42.300561,-83.4374797,Fall,24,2013,Fair
LR-5,42.300561,-83.4374797,Spring,15,2011,Poor
LR-5,42.300561,-83.4374797,Spring,27,2010,Fair
LR-5,42.300561,-83.4374797,Spring,36,2009,Good
LR-5,42.300561,-83.4374797,Fall,25,2008,Fair
LR-5,42.300561,-83.4374797,Spring,27,2008,Fair
LR-5,42.300561,-83.4374797,Fall,31,2007,Fair
LR-5,42.300561,-83.4374797,Spring,39,2007,Good
LR-5,42.300561,-83.4374797,Fall,40,2006,Good
LR-6,42.285,-83.383888,Spring,17,2018,Poor
LR-6,42.285,-83.383888,Fall,24,2017,Fair
LR-6,42.285,-83.383888,Spring,24,2017,Fair
LR-6,42.285,-83.383888,Spring,38,2016,Good
LR-6,42.285,-83.383888,Fall,25,2015,Fair
LR-6,42.285,-83.383888,Spring,32,2015,Fair
LR-6,42.285,-83.383888,Fall,25,2014,Fair
LR-6,42.285,-83.383888,Spring,22,2014,Fair
LR-6,42.285,-83.383888,Fall,25,2013,Fair
LR-6,42.285,-83.383888,Spring,23,2013,Fair
LR-6,42.285,-83.383888,Fall,21,2012,Fair
LR-6,42.285,-83.383888,Spring,26,2012,Fair
LR-6,42.285,-83.383888,Fall,18,2011,Poor
LR-6,42.285,-83.383888,Spring,19,2011,Fair
LR-6,42.285,-83.383888,Fall,24,2009,Fair
LR-6,42.285,-83.383888,Spring,36,2009,Good
LR-6,42.285,-83.383888,Fall,24,2008,Fair
LR-6,42.285,-83.383888,Spring,26,2008,Fair
LR-6,42.285,-83.383888,Fall,20,2007,Fair
LR-6,42.285,-83.383888,Spring,28,2007,Fair
LR-7,42.2484,-83.4248,Spring,34,2017,Good
LR-7,42.2484,-83.4248,Fall,31,2016,Fair
LR-7,42.2484,-83.4248,Spring,31,2016,Fair
LR-7,42.2484,-83.4248,Fall,31,2011,Fair
LR-7,42.2484,-83.4248,Spring,30,2011,Fair
LR-7,42.2484,-83.4248,Spring,35,2010,Good
LR-7,42.2484,-83.4248,Fall,30,2009,Fair
LR-7,42.2484,-83.4248,Spring,33,2009,Fair
LR-7,42.2484,-83.4248,Fall,25,2008,Fair
LR-7,42.2484,-83.4248,Spring,38,2008,Good
LR-7,42.2484,-83.4248,Fall,40,2007,Good
LR-8,42.295976,-83.541846,Fall,32,2022,Fair
LR-8,42.295976,-83.541846,Fall,35,2018,Good
LR-8,42.295976,-83.541846,Spring,44,2018,Good
LR-8,42.295976,-83.541846,Fall,36,2017,Good
LR-8,42.295976,-83.541846,Spring,37,2017,Good
LR-8,42.295976,-83.541846,Spring,26,2016,Fair
LR-8,42.295976,-83.541846,Fall,25,2014,Fair
LR-8,42.295976,-83.541846,Spring,36,2014,Good
LR-8,42.295976,-83.541846,Fall,25,2013,Fair
LR-8,42.295976,-83.541846,Fall,43,2011,Good
LR-8,42.295976,-83.541846,Spring,36,2011,Good
LR-8,42.295976,-83.541846,Fall,23,2010,Fair
LR-8,42.295976,-83.541846,Spring,40,2010,Good
LR-8,42.295976,-83.541846,Fall,30,2009,Fair
LR-8,42.295976,-83.541846,Spring,31,2009,Fair
LR-8,42.295976,-83.541846,Fall,38,2008,Good
LR-9,42.3370903,-83.5085406,Fall,5,2022,Poor
LR-9,42.3370903,-83.5085406,Spring,30,2017,Fair
LR-9,42.3370903,-83.5085406,Spring,33,2012,Fair
LR-9,42.3370903,-83.5085406,Fall,31,2010,Fair
LR-9,42.3370903,-83.5085406,Spring,53,2010,Excellent
LR-9,42.3370903,-83.5085406,Fall,49,2009,Excellent
LR-9,42.3370903,-83.5085406,Spring,34,2009,Good
LR-9,42.3370903,-83.5085406,Fall,44,2008,Good
Bell1,42.42924,-83.39666,Fall,15,2022,Poor
Bell1,42.42924,-83.39666,Spring,22,2022,Fair
Bell1,42.42924,-83.39666,Fall,27,2021,Fair
Bell1,42.42924,-83.39666,Spring,27,2021,Fair
Bell1,42.42924,-83.39666,Fall,13,2020,Poor
Bell1,42.42924,-83.39666,Fall,21,2019,Fair
Bell1,42.42924,-83.39666,Spring,23,2018,Fair
Bell1,42.42924,-83.39666,Fall,26,2017,Fair
Bell1,42.42924,-83.39666,Spring,24,2017,Fair
Bell1,42.42924,-83.39666,Spring,9,2016,Poor
Bell1,42.42924,-83.39666,Fall,22,2015,Fair
Bell1,42.42924,-83.39666,Fall,22,2014,Fair
Bell1,42.42924,-83.39666,Spring,15,2014,Poor
Bell1,42.42924,-83.39666,Fall,22,2012,Fair
Bell1,42.42924,-83.39666,Spring,27,2012,Fair
Bell1,42.42924,-83.39666,Spring,24,2011,Fair
Bell1,42.42924,-83.39666,Fall,14,2010,Poor
Bell1,42.42924,-83.39666,Spring,28,2010,Fair
Bell1,42.42924,-83.39666,Spring,27,2009,Fair
Bell1,42.42924,-83.39666,Fall,21,2008,Fair
Bell1,42.42924,-83.39666,Spring,19,2008,Fair
Bell1,42.42924,-83.39666,Fall,18,2006,Poor
Bell1,42.42924,-83.39666,Spring,26,2006,Fair
Bell1,42.42924,-83.39666,Fall,21,2005,Fair
Bell1,42.42924,-83.39666,Fall,21,2004,Fair
Bell1,42.42924,-83.39666,Spring,21,2004,Fair
Bell1,42.42924,-83.39666,Fall,27,2003,Fair
Bell1,42.42924,-83.39666,Spring,18,2003,Poor
Bell2,42.4151185,-83.429007,Fall,19,2022,Fair
Bell2,42.4151185,-83.429007,Spring,13,2022,Poor
Bell2,42.4151185,-83.429007,Fall,32,2021,Fair
Bell2,42.4151185,-83.429007,Spring,30,2021,Fair
Bell2,42.4151185,-83.429007,Fall,19,2020,Fair
Bell2,42.4151185,-83.429007,Fall,10,2019,Poor
Bell2,42.4151185,-83.429007,Fall,17,2018,Poor
Bell2,42.4151185,-83.429007,Spring,20,2018,Fair
Bell2,42.4151185,-83.429007,Fall,18,2017,Poor
Bell2,42.4151185,-83.429007,Spring,21,2017,Fair
Bell2,42.4151185,-83.429007,Fall,24,2016,Fair
Bell2,42.4151185,-83.429007,Spring,18,2016,Poor
Bell2,42.4151185,-83.429007,Fall,18,2015,Poor
Bell2,42.4151185,-83.429007,Spring,30,2015,Fair
Bell2,42.4151185,-83.429007,Fall,30,2014,Fair
Bell2,42.4151185,-83.429007,Spring,20,2014,Fair
Bell2,42.4151185,-83.429007,Fall,19,2013,Fair
Bell2,42.4151185,-83.429007,Spring,34,2013,Good
Bell2,42.4151185,-83.429007,Fall,30,2012,Fair
Bell2,42.4151185,-83.429007,Fall,24,2011,Fair
Bell2,42.4151185,-83.429007,Fall,35,2010,Good
Bell2,42.4151185,-83.429007,Spring,34,2010,Good
Bell2,42.4151185,-83.429007,Fall,36,2009,Good
Bell2,42.4151185,-83.429007,Spring,30,2009,Fair
Bell2,42.4151185,-83.429007,Fall,28,2008,Fair
Bell2,42.4151185,-83.429007,Fall,18,2007,Poor
Bell2,42.4151185,-83.429007,Fall,29,2006,Fair
Bell2,42.4151185,-83.429007,Fall,24,2005,Fair
Bell2,42.4151185,-83.429007,Spring,27,2004,Fair
Bell2,42.4151185,-83.429007,Fall,31,2003,Fair
Bell3,42.41015,-83.39285,Fall,18,2022,Poor
Bell3,42.41015,-83.39285,Spring,11,2022,Poor
Bell3,42.41015,-83.39285,Fall,33,2021,Fair
Bell3,42.41015,-83.39285,Spring,29,2021,Fair
Bell3,42.41015,-83.39285,Fall,26,2020,Fair
Bell3,42.41015,-83.39285,Fall,31,2019,Fair
Bell3,42.41015,-83.39285,Spring,21,2018,Fair
Bell3,42.41015,-83.39285,Fall,26,2017,Fair
Bell3,42.41015,-83.39285,Spring,17,2016,Poor
Bell3,42.41015,-83.39285,Fall,19,2015,Fair
Bell3,42.41015,-83.39285,Fall,11,2014,Poor
Bell3,42.41015,-83.39285,Spring,33,2014,Fair
Bell3,42.41015,-83.39285,Spring,30,2013,Fair
Bell3,42.41015,-83.39285,Fall,20,2012,Fair
Bell3,42.41015,-83.39285,Fall,16,2010,Poor
Bell3,42.41015,-83.39285,Spring,32,2010,Fair
Bell3,42.41015,-83.39285,Fall,12,2008,Poor
Bell3,42.41015,-83.39285,Spring,14,2008,Poor
Bell3,42.41015,-83.39285,Fall,34,2007,Good
Bell3,42.41015,-83.39285,Spring,16,2006,Poor
Bell3,42.41015,-83.39285,Fall,19,2005,Fair
Bell3,42.41015,-83.39285,Fall,27,2004,Fair
Bell3,42.41015,-83.39285,Spring,24,2004,Fair
Main1,42.60991,-83.17984,Fall,17,2022,Poor
Main1,42.60991,-83.17984,Spring,32,2022,Fair
Main1,42.60991,-83.17984,Fall,33,2021,Fair
Main1,42.60991,-83.17984,Spring,36,2021,Good
Main1,42.60991,-83.17984,Fall,22,2020,Fair
Main1,42.60991,-83.17984,Fall,33,2016,Fair
Main1,42.60991,-83.17984,Spring,30,2016,Fair
Main1,42.60991,-83.17984,Fall,28,2014,Fair
Main1,42.60991,-83.17984,Spring,26,2013,Fair
Main1,42.60991,-83.17984,Spring,29,2012,Fair
Main1,42.60991,-83.17984,Fall,15,2011,Poor
Main1,42.60991,-83.17984,Spring,26,2011,Fair
Main1,42.60991,-83.17984,Fall,25,2008,Fair
Main1,42.60991,-83.17984,Spring,19,2008,Fair
Main1,42.60991,-83.17984,Fall,23,2007,Fair
Main1,42.60991,-83.17984,Fall,20,2006,Fair
Main1,42.60991,-83.17984,Spring,40,2006,Good
Main1,42.60991,-83.17984,Spring,17,2005,Poor
Main1,42.60991,-83.17984,Spring,30,2004,Fair
Main1,42.60991,-83.17984,Spring,28,2003,Fair
Main1,42.60991,-83.17984,Spring,20,2002,Fair
Main10,42.312949,-83.232347,Fall,22,2013,Fair
Main11,42.554445,-83.226312,Spring,32,2017,Fair
Main11,42.554445,-83.226312,Spring,27,2016,Fair
Main11,42.554445,-83.226312,Spring,36,2015,Good
Main3,42.5487974,-83.2177051,Fall,26,2018,Fair
Main3,42.5487974,-83.2177051,Spring,30,2017,Fair
Main3,42.5487974,-83.2177051,Fall,25,2016,Fair
Main3,42.5487974,-83.2177051,Spring,30,2015,Fair
Main3,42.5487974,-83.2177051,Fall,35,2013,Good
Main3,42.5487974,-83.2177051,Spring,31,2013,Fair
Main3,42.5487974,-83.2177051,Spring,31,2012,Fair
Main3,42.5487974,-83.2177051,Fall,38,2011,Good
Main3,42.5487974,-83.2177051,Spring,37,2010,Good
Main3,42.5487974,-83.2177051,Fall,37,2009,Good
Main3,42.5487974,-83.2177051,Spring,27,2009,Fair
Main3,42.5487974,-83.2177051,Fall,27,2008,Fair
Main3,42.5487974,-83.2177051,Spring,30,2008,Fair
Main3,42.5487974,-83.2177051,Fall,36,2007,Good
Main3,42.5487974,-83.2177051,Spring,24,2003,Fair
Main3,42.5487974,-83.2177051,Spring,28,2002,Fair
Main4,42.5424121,-83.2251341,Fall,15,2018,Poor
Main4,42.5424121,-83.2251341,Fall,32,2016,Fair
Main4,42.5424121,-83.2251341,Spring,23,2015,Fair
Main4,42.5424121,-83.2251341,Spring,23,2014,Fair
Main4,42.5424121,-83.2251341,Fall,39,2012,Good
Main4,42.5424121,-83.2251341,Spring,34,2012,Good
Main4,42.5424121,-83.2251341,Fall,38,2010,Good
Main4,42.5424121,-83.2251341,Spring,34,2010,Good
Main4,42.5424121,-83.2251341,Fall,36,2008,Good
Main4,42.5424121,-83.2251341,Spring,30,2007,Fair
Main4,42.5424121,-83.2251341,Fall,36,2006,Good
Main4,42.5424121,-83.2251341,Spring,28,2006,Fair
Main4,42.5424121,-83.2251341,Fall,30,2005,Fair
Main4,42.5424121,-83.2251341,Fall,37,2004,Good
Main4,42.5424121,-83.2251341,Spring,23,2004,Fair
Main4,42.5424121,-83.2251341,Fall,43,2003,Good
Main4,42.5424121,-83.2251341,Spring,25,2003,Fair
Main4,42.5424121,-83.2251341,Fall,46,2002,Good
Main4,42.5424121,-83.2251341,Spring,23,2002,Fair
Main4,42.5424121,-83.2251341,Fall,21,2001,Fair
Main4,42.5424121,-83.2251341,Spring,24,2001,Fair
Main4.5,42.53718,-83.22861,Fall,43,2019,Good
Main4.5,42.53718,-83.22861,Spring,34,2018,Good
Main4.5,42.53718,-83.22861,Fall,39,2017,Good
Main4.5,42.53718,-83.22861,Fall,29,2015,Fair
Main4.5,42.53718,-83.22861,Spring,19,2014,Fair
Main4.5,42.53718,-83.22861,Fall,24,2013,Fair
Main4.5,42.53718,-83.22861,Spring,18,2012,Poor
Main4.5,42.53718,-83.22861,Fall,27,2011,Fair
Main4.5,42.53718,-83.22861,Spring,33,2010,Fair
Main4.5,42.53718,-83.22861,Fall,31,2008,Fair
Main4.5,42.53718,-83.22861,Fall,24,2007,Fair
Main4.5,42.53718,-83.22861,Spring,27,2007,Fair
Main4.5,42.53718,-83.22861,Fall,49,2006,Excellent
Main4.5,42.53718,-83.22861,Spring,32,2006,Fair
Main4.5,42.53718,-83.22861,Fall,37,2005,Good
Main4.5,42.53718,-83.22861,Spring,20,2005,Fair
Main5,42.52219,-83.24692,Fall,34,2022,Good
Main5,42.52219,-83.24692,Spring,40,2022,Good
Main5,42.52219,-83.24692,Fall,35,2021,Good
Main5,42.52219,-83.24692,Spring,29,2021,Fair
Main5,42.52219,-83.24692,Fall,22,2020,Fair
Main5,42.52219,-83.24692,Fall,30,2019,Fair
Main5,42.52219,-83.24692,Spring,29,2019,Fair
Main5,42.52219,-83.24692,Spring,20,2018,Fair
Main5,42.52219,-83.24692,Fall,23,2017,Fair
Main5,42.52219,-83.24692,Fall,24,2015,Fair
Main5,42.52219,-83.24692,Spring,24,2014,Fair
Main5,42.52219,-83.24692,Fall,31,2013,Fair
Main5,42.52219,-83.24692,Spring,30,2013,Fair
Main5,42.52219,-83.24692,Fall,22,2011,Fair
Main5,42.52219,-83.24692,Spring,33,2011,Fair
Main5,42.52219,-83.24692,Fall,39,2010,Good
Main5,42.52219,-83.24692,Spring,26,2009,Fair
Main5,42.52219,-83.24692,Fall,22,2007,Fair
Main5,42.52219,-83.24692,Spring,23,2006,Fair
Main5,42.52219,-83.24692,Fall,33,2005,Fair
Main5,42.52219,-83.24692,Spring,21,2005,Fair
Main5,42.52219,-83.24692,Fall,37,2004,Good
Main5,42.52219,-83.24692,Spring,20,2004,Fair
Main6,42.47882,-83.284548,Fall,32,2022,Fair
Main6,42.47882,-83.284548,Spring,26,2022,Fair
Main6,42.47882,-83.284548,Spring,18,2021,Poor
Main6,42.47882,-83.284548,Fall,28,2020,Fair
Main6,42.47882,-83.284548,Fall,31,2019,Fair
Main6,42.47882,-83.284548,Spring,20,2018,Fair
Main6,42.47882,-83.284548,Fall,29,2017,Fair
Main6,42.47882,-83.284548,Fall,31,2016,Fair
Main6,42.47882,-83.284548,Spring,30,2016,Fair
Main6,42.47882,-83.284548,Fall,30,2015,Fair
Main6,42.47882,-83.284548,Spring,18,2014,Poor
Main6,42.47882,-83.284548,Fall,31,2013,Fair
Main6,42.47882,-83.284548,Spring,28,2013,Fair
Main6,42.47882,-83.284548,Fall,40,2012,Good
Main6,42.47882,-83.284548,Spring,40,2012,Good
Main6,42.47882,-83.284548,Fall,36,2011,Good
Main6,42.47882,-83.284548,Spring,29,2011,Fair
Main6,42.47882,-83.284548,Fall,36,2010,Good
Main6,42.47882,-83.284548,Fall,35,2009,Good
Main6,42.47882,-83.284548,Spring,18,2008,Poor
Main6,42.47882,-83.284548,Spring,19,2007,Fair
Main6,42.47882,-83.284548,Fall,27,2006,Fair
Main6,42.47882,-83.284548,Spring,17,2006,Poor
Main6,42.47882,-83.284548,Fall,35,2004,Good
Main6,42.47882,-83.284548,Spring,25,2004,Fair
Main6,42.47882,-83.284548,Fall,39,2003,Good
Main6,42.47882,-83.284548,Spring,10,2003,Poor
Main6,42.47882,-83.284548,Fall,38,2002,Good
Main6,42.47882,-83.284548,Spring,21,2001,Fair
Main7,42.472849,-83.289147,Fall,32,2017,Fair
Main7,42.472849,-83.289147,Spring,32,2015,Fair
Main7,42.472849,-83.289147,Fall,30,2014,Fair
Main7,42.472849,-83.289147,Spring,29,2014,Fair
Main7,42.472849,-83.289147,Fall,29,2013,Fair
Main7,42.472849,-83.289147,Spring,44,2013,Good
Main7,42.472849,-83.289147,Fall,19,2012,Fair
Main7,42.472849,-83.289147,Spring,32,2012,Fair
Main7,42.472849,-83.289147,Fall,14,2011,Poor
Main7,42.472849,-83.289147,Spring,24,2011,Fair
Main7,42.472849,-83.289147,Fall,27,2010,Fair
Main8,42.29352,-83.14873,Fall,31,2018,Fair
Main8,42.29352,-83.14873,Fall,16,2016,Poor
Main8,42.29352,-83.14873,Fall,16,2015,Poor
Main8,42.29352,-83.14873,Spring,20,2015,Fair
Main8,42.29352,-83.14873,Spring,24,2014,Fair
Main8,42.29352,-83.14873,Fall,21,2013,Fair
Main8,42.29352,-83.14873,Spring,22,2013,Fair
Main8,42.29352,-83.14873,Fall,23,2012,Fair
Main8,42.29352,-83.14873,Spring,23,2012,Fair
Main8,42.29352,-83.14873,Fall,26,2011,Fair
Main8,42.29352,-83.14873,Spring,21,2011,Fair
Main8,42.29352,-83.14873,Fall,26,2010,Fair
Mid1,42.42177,-83.47546,Spring,33,2021,Fair
Mid1,42.42177,-83.47546,Spring,19,2015,Fair
Mid1,42.42177,-83.47546,Fall,38,2014,Good
Mid1,42.42177,-83.47546,Fall,37,2012,Good
Mid1,42.42177,-83.47546,Spring,41,2012,Good
Mid1,42.42177,-83.47546,Fall,38,2009,Good
Mid1,42.42177,-83.47546,Fall,25,2008,Fair
Mid1,42.42177,-83.47546,Spring,20,2008,Fair
Mid1,42.42177,-83.47546,Fall,28,2007,Fair
Mid1,42.42177,-83.47546,Spring,35,2007,Good
Mid1,42.42177,-83.47546,Spring,19,2006,Fair
Mid1,42.42177,-83.47546,Spring,27,2005,Fair
Mid1,42.42177,-83.47546,Spring,19,2004,Fair
Mid3,42.36656,-83.41015,Spring,37,2015,Good
Mid5,42.339356,-83.264421,Spring,26,2016,Fair
Mid6,42.346715,-83.280264,Spring,15,2020,Poor
Min1,42.51274,-83.38905,Fall,16,2020,Poor
Min1,42.51274,-83.38905,Fall,20,2019,Fair
Min1,42.51274,-83.38905,Spring,14,2018,Poor
Min1,42.51274,-83.38905,Fall,21,2017,Fair
Min1,42.51274,-83.38905,Spring,33,2017,Fair
Min1,42.51274,-83.38905,Spring,29,2016,Fair
Min1,42.51274,-83.38905,Fall,20,2015,Fair
Min1,42.51274,-83.38905,Spring,20,2013,Fair
Min1,42.51274,-83.38905,Fall,27,2012,Fair
Min1,42.51274,-83.38905,Spring,26,2011,Fair
Min1,42.51274,-83.38905,Fall,42,2008,Good
Min1,42.51274,-83.38905,Spring,28,2007,Fair
Min1,42.51274,-83.38905,Fall,25,2006,Fair
Min1,42.51274,-83.38905,Spring,45,2006,Good
Min1,42.51274,-83.38905,Spring,22,2005,Fair
Min1,42.51274,-83.38905,Fall,29,2004,Fair
Min1,42.51274,-83.38905,Spring,46,2004,Good
Min1,42.51274,-83.38905,Fall,27,2003,Fair
Min1,42.51274,-83.38905,Spring,32,2003,Fair
Min2,42.493065,-83.37734,Spring,13,2018,Poor
Min2,42.493065,-83.37734,Fall,14,2015,Poor
Min2,42.493065,-83.37734,Spring,30,2015,Fair
Min2,42.493065,-83.37734,Spring,16,2014,Poor
Min2,42.493065,-83.37734,Fall,23,2012,Fair
Min2,42.493065,-83.37734,Spring,36,2012,Good
Min2,42.493065,-83.37734,Spring,34,2011,Good
Min2,42.493065,-83.37734,Fall,20,2010,Fair
Min2,42.493065,-83.37734,Spring,23,2010,Fair
Min2,42.493065,-83.37734,Fall,23,2009,Fair
Min2,42.493065,-83.37734,Spring,38,2009,Good
Min3,42.500565,-83.37127,Fall,15,2019,Poor
Min3,42.500565,-83.37127,Spring,18,2019,Poor
Min3,42.500565,-83.37127,Fall,28,2017,Fair
Min3,42.500565,-83.37127,Spring,23,2016,Fair
Min3,42.500565,-83.37127,Spring,18,2015,Poor
Min3,42.500565,-83.37127,Spring,25,2014,Fair
Min3,42.500565,-83.37127,Fall,27,2013,Fair
Min3,42.500565,-83.37127,Spring,14,2012,Poor
Min3,42.500565,-83.37127,Fall,15,2010,Poor
Min3,42.500565,-83.37127,Spring,25,2010,Fair
Min3,42.500565,-83.37127,Fall,23,2009,Fair
Min3,42.500565,-83.37127,Spring,32,2009,Fair
Min4,42.526938,-83.421444,Spring,15,2022,Poor
Min4,42.526938,-83.421444,Fall,26,2021,Fair
Min4,42.526938,-83.421444,Spring,25,2017,Fair
MN-1,42.438056,-83.274722,Spring,30,2014,Fair
MN-1,42.438056,-83.274722,Fall,38,2013,Good
MN-1,42.438056,-83.274722,Spring,25,2013,Fair
MN-1,42.438056,-83.274722,Fall,33,2012,Fair
MN-1,42.438056,-83.274722,Spring,33,2012,Fair
MN-1,42.438056,-83.274722,Fall,28,2011,Fair
MN-1,42.438056,-83.274722,Fall,31,2010,Fair
MN-1,42.438056,-83.274722,Spring,29,2010,Fair
MN-1,42.438056,-83.274722,Fall,31,2009,Fair
MN-1,42.438056,-83.274722,Spring,26,2009,Fair
MN-1,42.438056,-83.274722,Fall,44,2008,Good
MN-2,42.399722,-83.271389,Spring,28,2017,Fair
MN-2,42.399722,-83.271389,Fall,38,2016,Good
MN-2,42.399722,-83.271389,Spring,25,2015,Fair
MN-2,42.399722,-83.271389,Spring,22,2014,Fair
MN-2,42.399722,-83.271389,Fall,26,2013,Fair
MN-2,42.399722,-83.271389,Spring,24,2013,Fair
MN-2,42.399722,-83.271389,Fall,27,2012,Fair
MN-2,42.399722,-83.271389,Spring,27,2012,Fair
MN-2,42.399722,-83.271389,Fall,24,2011,Fair
MN-2,42.399722,-83.271389,Fall,28,2010,Fair
MN-2,42.399722,-83.271389,Spring,19,2010,Fair
MN-2,42.399722,-83.271389,Fall,29,2009,Fair
MN-2,42.399722,-83.271389,Spring,26,2009,Fair
MN-2,42.399722,-83.271389,Fall,32,2008,Fair
MN-3,42.290906,-83.142919,Fall,17,2009,Poor
MN-4,42.3378683,-83.2496084,Fall,20,2014,Fair
MN-4,42.3378683,-83.2496084,Spring,24,2014,Fair
MN-4,42.3378683,-83.2496084,Fall,27,2013,Fair
MN-4,42.3378683,-83.2496084,Spring,24,2013,Fair
MN-4,42.3378683,-83.2496084,Fall,28,2012,Fair
MN-4,42.3378683,-83.2496084,Spring,22,2012,Fair
MN-4,42.3378683,-83.2496084,Fall,28,2011,Fair
MN-4,42.3378683,-83.2496084,Spring,32,2011,Fair
MN-4,42.3378683,-83.2496084,Fall,28,2010,Fair
MN-5,42.443614,-83.284906,Spring,39,2019,Good
MN-5,42.443614,-83.284906,Fall,41,2018,Good
MN-5,42.443614,-83.284906,Spring,42,2018,Good
MN-5,42.443614,-83.284906,Spring,41,2017,Good
MN-5,42.443614,-83.284906,Fall,41,2016,Good
MN-5,42.443614,-83.284906,Spring,36,2016,Good
MN-5,42.443614,-83.284906,Fall,42,2015,Good
MN-5,42.443614,-83.284906,Fall,33,2014,Fair
MN-6,42.431922,-83.271534,Fall,38,2015,Good
MN-7,42.348736,-83.24721,Fall,28,2022,Fair
MN-7,42.348736,-83.24721,Fall,25,2018,Fair
MN-7,42.348736,-83.24721,Fall,23,2017,Fair
MN-7,42.348736,-83.24721,Spring,24,2017,Fair
MN-7,42.348736,-83.24721,Fall,25,2015,Fair
MR-1,42.42487,-83.47712,Fall,37,2016,Good
MR-1,42.42487,-83.47712,Spring,39,2016,Good
MR-1,42.42487,-83.47712,Spring,43,2014,Good
MR-1,42.42487,-83.47712,Fall,36,2013,Good
MR-1,42.42487,-83.47712,Fall,38,2012,Good
