"SampID","Taxon","AbundanceCat","AbundanceCount"
"521","Baetidae","present",""
"521","Heptageniidae","present",""
"521","Corixidae","rare",""
"521","Gerridae","rare",""
"521","Pleidae","rare",""
"521","Elmidae","common",""
"521","Hydrophilidae","rare",""
"521","Hydropsychidae","common",""
"521","Phryganeidae","rare",""
"521","Aeshnidae","rare",""
"521","Calopterygidae","common",""
"521","Chironomidae","rare",""
"521","Simuliidae","rare",""
"521","Tabanidae","rare",""
"521","Tipulidae","common",""
"521","Physidae","common",""
"521","Sphaeriidae","common",""
"521","Decapoda","common",""
"521","Amphipoda","rare",""
"521","Hirudinea","rare",""
"538","Caenidae","rare",""
"522","Elmidae","rare",""
"524","Elmidae","common",""
"526","Elmidae","rare",""
"538","Elmidae","rare",""
"538","Hydrophilidae","rare",""
"538","Philopotamidae","rare",""
"538","Aeshnidae","common",""
"538","Calopterygidae","common",""
"538","Chironomidae","common",""
"538","Simuliidae","common",""
"538","Tabanidae","rare",""
"538","Decapoda","rare",""
"538","Turbellaria","rare",""
"539","Capniidae","rare",""
"540","Capniidae","rare",""
"541","Capniidae","rare",""
"542","Capniidae","rare",""
"543","Capniidae","rare",""
"544","Capniidae","common",""
"545","Capniidae","rare",""
"546","Capniidae","rare",""
"547","Capniidae","common",""
"547","Perlodidae","rare",""
"548","Heptageniidae","rare",""
"548","Elmidae","common",""
"548","Glossosomatidae","common",""
"548","Hydropsychidae","common",""
"548","Philopotamidae","common",""
"548","Aeshnidae","rare",""
"548","Calopterygidae","rare",""
"548","Chironomidae","common",""
"548","Simuliidae","common",""
"548","Tabanidae","rare",""
"548","Sphaeriidae","common",""
"548","Decapoda","rare",""
"548","Isopoda","rare",""
"548","Amphipoda","rare",""
"548","Oligochaeta","rare",""
"548","Hirudinea","rare",""
"549","Dytiscidae","common",""
"549","Elmidae","common",""
"549","Hydropsychidae","common",""
"549","Calopterygidae","rare",""
"549","Chironomidae","common",""
"549","Simuliidae","rare",""
"549","Sphaeriidae","rare",""
"549","Decapoda","rare",""
"549","Amphipoda","rare",""
"550","Perlodidae","rare",""
"550","Baetidae","rare",""
"550","Corixidae","rare",""
"550","Dytiscidae","rare",""
"550","Elmidae","rare",""
"550","Rhyacophilidae","rare",""
"550","Corduliidae","rare",""
"550","Libellulidae","rare",""
"550","Coenagrionidae","rare",""
"550","Chironomidae","common",""
"550","Tabanidae","rare",""
"550","Tipulidae","rare",""
"550","Prosobranchia","rare",""
"550","Physidae","rare",""
"550","Planorbidae","rare",""
"550","Sphaeriidae","common",""
"550","Amphipoda","common",""
"550","Oligochaeta","rare",""
"550","Hirudinea","rare",""
"551","Dytiscidae","common",""
"551","Aeshnidae","rare",""
"551","Coenagrionidae","rare",""
"551","Chironomidae","common",""
"551","Physidae","common",""
"551","Decapoda","rare",""
"551","Isopoda","common",""
"552","Hydropsychidae","common",""
"552","Aeshnidae","rare",""
"552","Calopterygidae","common",""
"552","Chironomidae","rare",""
"552","Prosobranchia","rare",""
"552","Sphaeriidae","rare",""
"552","Amphipoda","common",""
"552","Oligochaeta","common",""
"553","Caenidae","common",""
"553","Heptageniidae","common",""
"553","Elmidae","rare",""
"553","Haliplidae","rare",""
"553","Hydropsychidae","common",""
"553","Calopterygidae","rare",""
"553","Chironomidae","common",""
"553","Simuliidae","common",""
"553","Physidae","rare",""
"553","Decapoda","rare",""
"553","Isopoda","common",""
"553","Amphipoda","common",""
"554","Heptageniidae","rare",""
"554","Dytiscidae","rare",""
"554","Elmidae","rare",""
"554","Haliplidae","rare",""
"554","Psephenidae","rare",""
"554","Hydropsychidae","common",""
"554","Philopotamidae","rare",""
"554","Calopterygidae","rare",""
"554","Coenagrionidae","rare",""
"554","Chironomidae","common",""
"554","Simuliidae","rare",""
"554","Tipulidae","rare",""
"554","Prosobranchia","rare",""
"554","Sphaeriidae","rare",""
"554","Decapoda","rare",""
"554","Oligochaeta","rare",""
"555","Heptageniidae","rare",""
"555","Hydropsychidae","rare",""
"555","Calopterygidae","rare",""
"555","Coenagrionidae","rare",""
"555","Chironomidae","common",""
"555","Decapoda","common",""
"555","Isopoda","common",""
"555","Hirudinea","rare",""
"556","Hydropsychidae","common",""
"556","Calopterygidae","common",""
"556","Chironomidae","common",""
"556","Culicidae","rare",""
"556","Simuliidae","common",""
"556","Decapoda","rare",""
"557","Perlodidae","rare",""
"557","Heptageniidae","common",""
"557","Leptophlebiidae","common",""
"557","Corixidae","common",""
"557","Dytiscidae","rare",""
"557","Hydropsychidae","common",""
"557","Limnephilidae","common",""
"557","Uenoidae","common",""
"557","Aeshnidae","rare",""
"557","Calopterygidae","common",""
"557","Coenagrionidae","common",""
"557","Chironomidae","common",""
"557","Simuliidae","common",""
"557","Tabanidae","rare",""
"557","Tipulidae","rare",""
"557","Physidae","rare",""
"557","Decapoda","common",""
"557","Amphipoda","rare",""
"557","Oligochaeta","rare",""
"558","Perlodidae","rare",""
"558","Baetidae","rare",""
"558","Heptageniidae","rare",""
"558","Corixidae","common",""
"558","Elmidae","rare",""
"558","Haliplidae","rare",""
"558","Hydropsychidae","common",""
"558","Limnephilidae","common",""
"558","Uenoidae","common",""
"558","Chironomidae","common",""
"558","Simuliidae","common",""
"558","Tipulidae","rare",""
"558","Decapoda","rare",""
"558","Amphipoda","rare",""
"558","Calopterygidae","common",""
"559","Heptageniidae","rare",""
"559","Hydropsychidae","rare",""
"559","Calopterygidae","rare",""
"559","Chironomidae","common",""
"559","Simuliidae","rare",""
"559","Tipulidae","common",""
"559","Isopoda","rare",""
"559","Amphipoda","common",""
"559","Oligochaeta","rare",""
"559","Hirudinea","common",""
"560","Dytiscidae","rare",""
"560","Hydropsychidae","common",""
"560","Aeshnidae","rare",""
"560","Calopterygidae","common",""
"560","Chironomidae","common",""
"560","Tipulidae","rare",""
"560","Physidae","rare",""
"560","Decapoda","rare",""
"560","Hirudinea","rare",""
"560","Hydracarina","rare",""
"561","Gerridae","rare",""
"561","Hydropsychidae","rare",""
"561","Aeshnidae","rare",""
"561","Calopterygidae","common",""
"561","Chironomidae","common",""
"561","Tipulidae","rare",""
"561","Prosobranchia","rare",""
"561","Physidae","rare",""
"561","Decapoda","rare",""
"561","Isopoda","common",""
"561","Oligochaeta","rare",""
"561","Hirudinea","rare",""
"562","Elmidae","rare",""
"562","Hydropsychidae","common",""
"562","Chironomidae","common",""
"562","Decapoda","rare",""
"562","Isopoda","rare",""
"562","Amphipoda","rare",""
"562","Oligochaeta","rare",""
"562","Hirudinea","rare",""
"563","Caenidae","rare",""
"563","Gerridae","rare",""
"563","Dytiscidae","rare",""
"563","Haliplidae","rare",""
"563","Hydropsychidae","common",""
"563","Aeshnidae","rare",""
"563","Calopterygidae","common",""
"563","Coenagrionidae","common",""
"563","Chironomidae","common",""
"563","Tipulidae","rare",""
"563","Decapoda","rare",""
"563","Isopoda","rare",""
"563","Amphipoda","rare",""
"563","Oligochaeta","common",""
"563","Hirudinea","rare",""
"564","Haliplidae","rare",""
"564","Hydropsychidae","rare",""
"564","Calopterygidae","common",""
"564","Coenagrionidae","common",""
"564","Chironomidae","common",""
"564","Physidae","common",""
"564","Decapoda","rare",""
"564","Isopoda","rare",""
"564","Oligochaeta","rare",""
"564","Hirudinea","rare",""
"565","Caenidae","rare",""
"565","Elmidae","rare",""
"565","Calopterygidae","rare",""
"565","Coenagrionidae","rare",""
"565","Chironomidae","common",""
"565","Sphaeriidae","rare",""
"565","Amphipoda","rare",""
"565","Oligochaeta","rare",""
"566","Hydropsychidae","rare",""
"566","Calopterygidae","rare",""
"566","Chironomidae","common",""
"566","Tipulidae","rare",""
"566","Physidae","rare",""
"566","Decapoda","rare",""
"567","Elmidae","rare",""
"567","Hydropsychidae","rare",""
"567","Aeshnidae","rare",""
"567","Calopterygidae","common",""
"567","Chironomidae","common",""
"567","Decapoda","rare",""
"567","Oligochaeta","rare",""
"568","Nepidae","rare",""
"568","Elmidae","rare",""
"568","Hydropsychidae","common",""
"568","Calopterygidae","rare",""
"568","Chironomidae","common",""
"568","Decapoda","rare",""
"568","Isopoda","rare",""
"568","Oligochaeta","rare",""
"569","Caenidae","common",""
"569","Mesoveliidae","rare",""
"569","Hydropsychidae","rare",""
"569","Aeshnidae","rare",""
"569","Calopterygidae","common",""
"569","Coenagrionidae","common",""
"569","Chironomidae","rare",""
"569","Tabanidae","rare",""
"569","Amphipoda","common",""
"569","Oligochaeta","common",""
"570","Elmidae","rare",""
"570","Hydropsychidae","rare",""
"570","Aeshnidae","rare",""
"570","Calopterygidae","common",""
"570","Coenagrionidae","common",""
"570","Chironomidae","rare",""
"570","Tipulidae","common",""
"570","Oligochaeta","common",""
"571","Heptageniidae","rare",""
"571","Dytiscidae","rare",""
"571","Elmidae","rare",""
"571","Hydropsychidae","rare",""
"571","Leptoceridae","rare",""
"571","Calopterygidae","rare",""
"571","Chironomidae","common",""
"571","Tipulidae","rare",""
"571","Sphaeriidae","rare",""
"571","Oligochaeta","rare",""
"572","Elmidae","rare",""
"572","Hydropsychidae","rare",""
"572","Calopterygidae","rare",""
"572","Chironomidae","common",""
"572","Sphaeriidae","rare",""
"572","Isopoda","rare",""
"572","Amphipoda","rare",""
"572","Oligochaeta","rare",""
"573","Hydropsychidae","common",""
"573","Calopterygidae","common",""
"573","Coenagrionidae","common",""
"573","Chironomidae","common",""
"573","Simuliidae","rare",""
"573","Prosobranchia","rare",""
"573","Physidae","rare",""
"573","Sphaeriidae","rare",""
"573","Decapoda","rare",""
"573","Oligochaeta","rare",""
"574","Dytiscidae","rare",""
"574","Hydropsychidae","common",""
"574","Calopterygidae","rare",""
"574","Coenagrionidae","rare",""
"574","Ceratopogonidae","rare",""
"574","Chironomidae","common",""
"574","Simuliidae","rare",""
"574","Physidae","rare",""
"574","Sphaeriidae","rare",""
"574","Isopoda","rare",""
"574","Hirudinea","rare",""
"574","Oligochaeta","rare",""
"575","Hydropsychidae","common",""
"575","Philopotamidae","rare",""
"575","Calopterygidae","rare",""
"575","Chironomidae","common",""
"575","Simuliidae","common",""
"575","Tipulidae","rare",""
"575","Sphaeriidae","rare",""
"575","Isopoda","common",""
"575","Turbellaria","rare",""
"575","Oligochaeta","rare",""
"576","Heptageniidae","rare",""
"576","Elmidae","rare",""
"576","Hydropsychidae","common",""
"576","Aeshnidae","rare",""
"576","Calopterygidae","rare",""
"576","Chironomidae","common",""
"576","Simuliidae","common",""
"576","Prosobranchia","rare",""
"576","Planorbidae","rare",""
"576","Sphaeriidae","rare",""
"576","Isopoda","common",""
"576","Turbellaria","rare",""
"576","Oligochaeta","rare",""
"576","Hirudinea","rare",""
"577","Baetidae","rare",""
"577","Heptageniidae","rare",""
"577","Corixidae","rare",""
"577","Gerridae","rare",""
"577","Elmidae","rare",""
"577","Hydropsychidae","common",""
"577","Limnephilidae","rare",""
"577","Aeshnidae","rare",""
"577","Calopterygidae","rare",""
"577","Coenagrionidae","rare",""
"577","Chironomidae","common",""
"577","Simuliidae","common",""
"577","Tipulidae","rare",""
"577","Ancylidae","rare",""
"577","Physidae","rare",""
"577","Sphaeriidae","rare",""
"577","Decapoda","rare",""
"577","Isopoda","common",""
"577","Amphipoda","common",""
"577","Turbellaria","rare",""
"577","Hirudinea","rare",""
"577","Hydracarina","rare",""
"580","Heptageniidae","rare",""
"580","Elmidae","common",""
"580","Hydropsychidae","common",""
"580","Philopotamidae","common",""
"580","Phryganeidae","common",""
"580","Aeshnidae","rare",""
"580","Calopterygidae","common",""
"580","Coenagrionidae","common",""
"580","Chironomidae","common",""
"580","Simuliidae","common",""
"580","Tabanidae","rare",""
"580","Tipulidae","common",""
"580","Physidae","rare",""
"580","Sphaeriidae","common",""
"580","Decapoda","rare",""
"580","Isopoda","rare",""
"580","Amphipoda","common",""
"580","Oligochaeta","rare",""
"580","Hirudinea","rare",""
"581","Baetidae","common",""
"581","Heptageniidae","common",""
"581","Elmidae","rare",""
"581","Hydropsychidae","common",""
"581","Calopterygidae","common",""
"581","Coenagrionidae","common",""
"581","Chironomidae","common",""
"581","Simuliidae","rare",""
"581","Decapoda","rare",""
"581","Oligochaeta","rare",""
"582","Heptageniidae","rare",""
"582","Corixidae","rare",""
"582","Elmidae","rare",""
"582","Scirtidae","rare",""
"582","Hydropsychidae","rare",""
"582","Leptoceridae","rare",""
"582","Aeshnidae","rare",""
"520","Isopoda","rare",""
"520","Oligochaeta","rare",""
"517","Heptageniidae","common",""
"517","Corixidae","rare",""
"517","Gerridae","rare",""
"517","Hydropsychidae","common",""
"517","Philopotamidae","rare",""
"517","Calopterygidae","rare",""
"517","Chironomidae","rare",""
"517","Simuliidae","rare",""
"517","Prosobranchia","rare",""
"517","Sphaeriidae","common",""
"517","Decapoda","rare",""
"517","Isopoda","rare",""
"518","Heptageniidae","rare",""
"518","Corixidae","present",""
"518","Gerridae","present",""
"518","Nepidae","present",""
"518","Elmidae","rare",""
"518","Calopterygidae","present",""
"518","Coenagrionidae","present",""
"518","Chironomidae","rare",""
"518","Decapoda","rare",""
"518","Isopoda","rare",""
"518","Amphipoda","common",""
"518","Turbellaria","rare",""
"518","Hirudinea","rare",""
"519","Hydropsychidae","common",""
"519","Calopterygidae","common",""
"519","Chironomidae","common",""
"519","Tipulidae","rare",""
"519","Decapoda","rare",""
"519","Amphipoda","rare",""
"519","Hirudinea","rare",""
"522","Baetidae","rare",""
"522","Heptageniidae","rare",""
"522","Veliidae","rare",""
"522","Dytiscidae","rare",""
"522","Hydropsychidae","common",""
"522","Calopterygidae","common",""
"522","Chironomidae","rare",""
"522","Simuliidae","common",""
"522","Tipulidae","rare",""
"522","Sphaeriidae","rare",""
"522","Decapoda","rare",""
"522","Amphipoda","rare",""
"522","Isopoda","rare",""
"522","Turbellaria","rare",""
"522","Oligochaeta","rare",""
"523","Heptageniidae","rare",""
"523","Hydropsychidae","common",""
"523","Corixidae","present",""
"523","Gerridae","present",""
"523","Coenagrionidae","rare",""
"523","Chironomidae","common",""
"523","Unionidae","present",""
"523","Decapoda","rare",""
"523","Amphipoda","rare",""
"524","Baetidae","present",""
"524","Heptageniidae","present",""
"524","Corixidae","rare",""
"524","Sialidae","rare",""
"524","Hydrophilidae","common",""
"524","Polycentropodidae","rare",""
"524","Calopterygidae","present",""
"524","Coenagrionidae","present",""
"524","Chironomidae","common",""
"524","Simuliidae","rare",""
"524","Tabanidae","present",""
"524","Tipulidae","rare",""
"524","Ancylidae","present",""
"524","Prosobranchia","rare",""
"524","Planorbidae","common",""
"524","Isopoda","rare",""
"524","Amphipoda","rare",""
"524","Siphloneuridae","present",""
"525","Heptageniidae","common",""
"525","Corixidae","rare",""
"525","Hydropsychidae","common",""
"525","Calopterygidae","rare",""
"525","Coenagrionidae","rare",""
"525","Chironomidae","common",""
"525","Tipulidae","rare",""
"525","Decapoda","rare",""
"525","Amphipoda","common",""
"525","Isopoda","rare",""
"526","Baetidae","common",""
"526","Belostomatidae","rare",""
"526","Gerridae","rare",""
"526","Dytiscidae","rare",""
"526","Hydropsychidae","common",""
"526","Calopterygidae","present",""
"526","Coenagrionidae","present",""
"526","Chironomidae","common",""
"526","Simuliidae","rare",""
"526","Tabanidae","rare",""
"526","Tipulidae","rare",""
"526","Physidae","rare",""
"526","Sphaeriidae","rare",""
"526","Isopoda","rare",""
"526","Oligochaeta","rare",""
"526","Hirudinea","rare",""
"527","Gerridae","rare",""
"527","Phryganeidae","rare",""
"527","Aeshnidae","rare",""
"527","Libellulidae","rare",""
"527","Calopterygidae","rare",""
"527","Chironomidae","common",""
"527","Culicidae","rare",""
"527","Tabanidae","rare",""
"527","Tipulidae","rare",""
"527","Physidae","common",""
"527","Sphaeriidae","common",""
"527","Decapoda","common",""
"527","Amphipoda","rare",""
"527","Hirudinea","rare",""
"527","Dytiscidae","rare",""
"528","Baetidae","present",""
"528","Heptageniidae","present",""
"528","Belostomatidae","rare",""
"528","Gerridae","rare",""
"528","Veliidae","rare",""
"528","Dytiscidae","present",""
"528","Elmidae","present",""
"528","Hydrophilidae","present",""
"528","Hydropsychidae","common",""
"528","Calopterygidae","rare",""
"528","Chironomidae","rare",""
"528","Simuliidae","rare",""
"528","Tipulidae","rare",""
"528","Sphaeriidae","rare",""
"528","Decapoda","rare",""
"528","Isopoda","rare",""
"528","Amphipoda","rare",""
"528","Hirudinea","rare",""
"529","Baetidae","rare",""
"529","Elmidae","rare",""
"529","Hydropsychidae","rare",""
"529","Calopterygidae","common",""
"529","Chironomidae","rare",""
"529","Simuliidae","rare",""
"529","Tipulidae","rare",""
"529","Sphaeriidae","rare",""
"529","Decapoda","rare",""
"529","Amphipoda","rare",""
"529","Oligochaeta","rare",""
"530","Baetidae","rare",""
"530","Belostomatidae","rare",""
"575","Hirudinea","rare",""
"582","Calopterygidae","rare",""
"582","Coenagrionidae","rare",""
"582","Chironomidae","common",""
"582","Simuliidae","rare",""
"582","Ancylidae","rare",""
"582","Prosobranchia","rare",""
"582","Physidae","rare",""
"582","Decapoda","common",""
"582","Isopoda","rare",""
"582","Amphipoda","common",""
"583","Heptageniidae","rare",""
"583","Veliidae","rare",""
"583","Dytiscidae","rare",""
"583","Elmidae","rare",""
"583","Haliplidae","rare",""
"583","Hydropsychidae","common",""
"583","Calopterygidae","rare",""
"583","Coenagrionidae","rare",""
"583","Chironomidae","common",""
"583","Simuliidae","common",""
"583","Prosobranchia","rare",""
"583","Physidae","common",""
"583","Decapoda","common",""
"583","Amphipoda","rare",""
"583","Oligochaeta","common",""
"584","Haliplidae","rare",""
"584","Hydropsychidae","common",""
"584","Calopterygidae","rare",""
"584","Simuliidae","rare",""
"584","Chironomidae","common",""
"584","Ancylidae","rare",""
"584","Sphaeriidae","common",""
"584","Decapoda","rare",""
"584","Isopoda","rare",""
"584","Oligochaeta","rare",""
"584","Hirudinea","rare",""
"585","Dytiscidae","rare",""
"585","Elmidae","rare",""
"585","Haliplidae","rare",""
"585","Hydropsychidae","rare",""
"585","Calopterygidae","rare",""
"585","Coenagrionidae","rare",""
"585","Chironomidae","common",""
"585","Simuliidae","common",""
"585","Physidae","rare",""
"585","Sphaeriidae","common",""
"585","Decapoda","rare",""
"585","Oligochaeta","common",""
"585","Hirudinea","rare",""
"586","Heptageniidae","rare",""
"586","Haliplidae","rare",""
"586","Hydropsychidae","rare",""
"586","Aeshnidae","rare",""
"586","Calopterygidae","common",""
"586","Coenagrionidae","common",""
"586","Chironomidae","common",""
"586","Physidae","rare",""
"586","Sphaeriidae","rare",""
"586","Decapoda","common",""
"586","Amphipoda","rare",""
"586","Oligochaeta","common",""
"587","Caenidae","common",""
"587","Corixidae","rare",""
"587","Dytiscidae","common",""
"587","Elmidae","rare",""
"587","Haliplidae","common",""
"587","Calopterygidae","rare",""
"587","Coenagrionidae","rare",""
"587","Chironomidae","common",""
"587","Simuliidae","common",""
"587","Prosobranchia","rare",""
"587","Physidae","rare",""
"587","Sphaeriidae","common",""
"587","Decapoda","rare",""
"587","Isopoda","common",""
"587","Oligochaeta","rare",""
"587","Hirudinea","rare",""
"588","Hydropsychidae","rare",""
"588","Coenagrionidae","common",""
"588","Chironomidae","common",""
"588","Simuliidae","rare",""
"588","Decapoda","rare",""
"588","Isopoda","rare",""
"588","Oligochaeta","rare",""
"589","Hydropsychidae","common",""
"589","Aeshnidae","rare",""
"589","Calopterygidae","common",""
"589","Coenagrionidae","common",""
"589","Chironomidae","common",""
"589","Simuliidae","rare",""
"589","Tipulidae","rare",""
"589","Physidae","rare",""
"589","Dreissenidae","rare",""
"589","Decapoda","rare",""
"589","Oligochaeta","rare",""
"590","Heptageniidae","rare",""
"590","Hydropsychidae","common",""
"590","Calopterygidae","common",""
"590","Coenagrionidae","common",""
"590","Chironomidae","common",""
"590","Simuliidae","rare",""
"590","Sphaeriidae","rare",""
"590","Decapoda","rare",""
"590","Oligochaeta","common",""
"591","Heptageniidae","common",""
"591","Hydropsychidae","common",""
"591","Calopterygidae","rare",""
"591","Coenagrionidae","rare",""
"591","Chironomidae","common",""
"591","Sphaeriidae","rare",""
"591","Decapoda","common",""
"591","Oligochaeta","common",""
"591","Hirudinea","rare",""
"592","Elmidae","rare",""
"592","Haliplidae","rare",""
"592","Hydropsychidae","rare",""
"592","Calopterygidae","rare",""
"592","Coenagrionidae","rare",""
"592","Chironomidae","common",""
"592","Simuliidae","common",""
"592","Tipulidae","rare",""
"592","Sphaeriidae","common",""
"592","Decapoda","rare",""
"592","Oligochaeta","common",""
"592","Hirudinea","rare",""
"593","Heptageniidae","common",""
"593","Hydropsychidae","common",""
"593","Calopterygidae","rare",""
"593","Coenagrionidae","rare",""
"593","Chironomidae","common",""
"593","Decapoda","rare",""
"593","Oligochaeta","common",""
"594","Heptageniidae","rare",""
"594","Hydropsychidae","common",""
"594","Calopterygidae","rare",""
"594","Coenagrionidae","rare",""
"594","Chironomidae","common",""
"594","Decapoda","common",""
"594","Amphipoda","rare",""
"594","Oligochaeta","common",""
"595","Hydropsychidae","common",""
"595","Aeshnidae","rare",""
"595","Calopterygidae","common",""
"595","Coenagrionidae","common",""
"595","Chironomidae","common",""
"595","Simuliidae","rare",""
"595","Tipulidae","rare",""
"595","Decapoda","common",""
"595","Amphipoda","rare",""
"595","Oligochaeta","rare",""
"596","Heptageniidae","common",""
"596","Elmidae","rare",""
"596","Hydropsychidae","common",""
"596","Philopotamidae","common",""
"596","Aeshnidae","rare",""
"596","Calopterygidae","rare",""
"596","Coenagrionidae","rare",""
"596","Chironomidae","common",""
"596","Simuliidae","rare",""
"596","Tipulidae","rare",""
"596","Prosobranchia","rare",""
"596","Physidae","rare",""
"596","Sphaeriidae","rare",""
"596","Amphipoda","common",""
"596","Oligochaeta","rare",""
"596","Hirudinea","rare",""
"597","Corixidae","rare",""
"597","Dytiscidae","common",""
"597","Elmidae","common",""
"597","Haliplidae","common",""
"597","Scirtidae","common",""
"597","Hydropsychidae","common",""
"597","Polycentropodidae","rare",""
"597","Libellulidae","rare",""
"597","Calopterygidae","common",""
"597","Coenagrionidae","common",""
"597","Chironomidae","common",""
"597","Sciomyzidae","rare",""
"597","Tabanidae","rare",""
"597","Tipulidae","common",""
"597","Physidae","common",""
"597","Sphaeriidae","rare",""
"597","Decapoda","rare",""
"597","Isopoda","rare",""
"597","Amphipoda","rare",""
"597","Oligochaeta","common",""
"598","Dytiscidae","rare",""
"598","Hydropsychidae","rare",""
"598","Calopterygidae","rare",""
"598","Chironomidae","common",""
"598","Decapoda","rare",""
"598","Oligochaeta","common",""
"598","Hirudinea","rare",""
"599","Calopterygidae","common",""
"599","Coenagrionidae","common",""
"599","Chironomidae","common",""
"599","Tipulidae","rare",""
"599","Physidae","rare",""
"599","Oligochaeta","rare",""
"600","Baetidae","common",""
"600","Elmidae","common",""
"600","Hydropsychidae","common",""
"600","Philopotamidae","rare",""
"600","Coenagrionidae","rare",""
"600","Chironomidae","common",""
"600","Simuliidae","common",""
"600","Physidae","rare",""
"600","Sphaeriidae","rare",""
"600","Decapoda","common",""
"600","Isopoda","rare",""
"600","Amphipoda","rare",""
"600","Oligochaeta","rare",""
"551","Limnephilidae","rare",""
"602","Caenidae","rare",""
"602","Corixidae","rare",""
"602","Nepidae","rare",""
"602","Coenagrionidae","rare",""
"602","Chironomidae","common",""
"602","Sphaeriidae","common",""
"602","Decapoda","common",""
"602","Amphipoda","rare",""
"602","Oligochaeta","rare",""
"603","Heptageniidae","rare",""
"603","Calopterygidae","rare",""
"603","Chironomidae","common",""
"603","Decapoda","common",""
"604","Caenidae","rare",""
"604","Hydropsychidae","rare",""
"604","Calopterygidae","rare",""
"604","Coenagrionidae","rare",""
"604","Chironomidae","rare",""
"604","Decapoda","rare",""
"604","Amphipoda","rare",""
"604","Hirudinea","rare",""
"605","Sialidae","rare",""
"605","Hydrophilidae","rare",""
"605","Hydropsychidae","common",""
"605","Aeshnidae","common",""
"605","Calopterygidae","common",""
"605","Coenagrionidae","common",""
"605","Chironomidae","rare",""
"605","Simuliidae","rare",""
"605","Tipulidae","rare",""
"605","Prosobranchia","rare",""
"605","Physidae","rare",""
"605","Sphaeriidae","rare",""
"605","Decapoda","rare",""
"605","Isopoda","rare",""
"606","Caenidae","rare",""
"606","Gerridae","common",""
"606","Veliidae","common",""
"606","Elmidae","rare",""
"606","Hydrophilidae","rare",""
"606","Hydropsychidae","rare",""
"606","Aeshnidae","rare",""
"606","Calopterygidae","common",""
"606","Coenagrionidae","common",""
"606","Chironomidae","common",""
"606","Simuliidae","rare",""
"606","Tabanidae","rare",""
"606","Tipulidae","rare",""
"606","Physidae","rare",""
"606","Sphaeriidae","rare",""
"606","Decapoda","rare",""
"607","Baetidae","rare",""
"607","Heptageniidae","rare",""
"607","Gerridae","rare",""
"607","Veliidae","rare",""
"607","Elmidae","rare",""
"607","Hydropsychidae","rare",""
"607","Coenagrionidae","rare",""
"607","Chironomidae","rare",""
"607","Culicidae","rare",""
"607","Dixidae","rare",""
"607","Tabanidae","rare",""
"607","Tipulidae","rare",""
"607","Physidae","rare",""
"607","Sphaeriidae","rare",""
"607","Isopoda","rare",""
"607","Amphipoda","common",""
"608","Baetidae","rare",""
"608","Heptageniidae","rare",""
"608","Chironomidae","common",""
"608","Prosobranchia","rare",""
"608","Physidae","common",""
"608","Sphaeriidae","rare",""
"608","Decapoda","common",""
"608","Isopoda","common",""
"609","Baetidae","rare",""
"609","Caenidae","rare",""
"609","Haliplidae","rare",""
"609","Hydropsychidae","rare",""
"609","Calopterygidae","common",""
"609","Coenagrionidae","common",""
"609","Chironomidae","common",""
"609","Prosobranchia","rare",""
"609","Physidae","common",""
"609","Sphaeriidae","rare",""
"609","Decapoda","common",""
"609","Amphipoda","common",""
"609","Oligochaeta","common",""
"610","Baetidae","rare",""
"610","Veliidae","rare",""
"610","Hydropsychidae","rare",""
"610","Aeshnidae","rare",""
"610","Calopterygidae","common",""
"610","Coenagrionidae","common",""
"610","Chironomidae","common",""
"610","Muscidae","rare",""
"610","Simuliidae","rare",""
"610","Tipulidae","rare",""
"610","Physidae","rare",""
"610","Isopoda","common",""
"610","Turbellaria","rare",""
"610","Oligochaeta","rare",""
"611","Hydropsychidae","common",""
"611","Aeshnidae","rare",""
"611","Chironomidae","rare",""
"611","Simuliidae","rare",""
"611","Tipulidae","rare",""
"611","Isopoda","rare",""
"611","Oligochaeta","rare",""
"612","Heptageniidae","rare",""
"612","Sialidae","rare",""
"612","Dytiscidae","rare",""
"612","Elmidae","rare",""
"612","Hydropsychidae","common",""
"612","Aeshnidae","rare",""
"612","Calopterygidae","rare",""
"612","Chironomidae","common",""
"612","Tipulidae","rare",""
"612","Physidae","rare",""
"612","Sphaeriidae","rare",""
"612","Decapoda","common",""
"612","Isopoda","rare",""
"612","Amphipoda","rare",""
"612","Oligochaeta","rare",""
"613","Heptageniidae","common",""
"613","Corixidae","common",""
"613","Elmidae","rare",""
"613","Hydropsychidae","common",""
"613","Polycentropodidae","rare",""
"613","Calopterygidae","rare",""
"613","Coenagrionidae","rare",""
"613","Chironomidae","common",""
"655","Capniidae","present",""
"656","Capniidae","present",""
"657","Capniidae","present",""
"658","Capniidae","present",""
"659","Capniidae","present",""
"661","Perlodidae","present",""
"660","Capniidae","present",""
"661","Capniidae","present",""
"662","Capniidae","present",""
"663","Capniidae","present",""
"664","Capniidae","present",""
"665","Capniidae","present",""
"666","Capniidae","present",""
"667","Capniidae","present",""
"668","Caenidae","present",""
"668","Heptageniidae","present",""
"668","Elmidae","present",""
"668","Hydropsychidae","present",""
"668","Aeshnidae","present",""
"668","Calopterygidae","present",""
"668","Chironomidae","present",""
"668","Simuliidae","present",""
"668","Tipulidae","present",""
"668","Decapoda","present",""
"668","Isopoda","present",""
"668","Oligochaeta","present",""
"669","Heptageniidae","present",""
"669","Corixidae","present",""
"669","Dytiscidae","present",""
