"ID","BRANCH","Stream Name","FIELDID","Site Description","Sampling Roads","Sampling Location","County","city township","Latitude","Longitude","notes","Nearest Address","Permission?","Contact","Parking Latitude","Parking Longitude","SWS","Paired","ORG","Branch order","site photo?","updated?","easy to access","Temperature Sensors","Grow Zone?","Grow Zone Year?","GLRI Transforming","active","benthics","community sponsored","spring Comm sponsored","fall Comm sponsored","Lake","Fish"
"6","Upper","Minnow Pond","Min3","Farm. STEAM Academy","12 Mile/OL","Upstream","Oakland","Farmington Hills","42.500565","-83.37127","","32800 Twelve Mile Rd, Farmington Hills, MI 48334","False","","","","U","","FOTR","U Min4","True","Google Earth","False","","N","","False","True","True","False","False","False","False","False"
"161","Upper","Minnow Pond","Min3A","Dunckel side","","","Oakland","Farmington Hills","42.50056","-83.3732","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"108","Upper","Minnow Pond","Min4","14 Mile","Halsted","Upstream","Oakland","Farmington Hills","42.526938","-83.421444","","37735 W 14 Mile Rd, Farmington Hills, MI 48331","False","","","","","","FOTR","U Min1","True","","False","","","","False","False","True","False","False","False","False","True"
"109","Upper","Minnow Pond","Min5","Farmington Rd","13 Mile","Downstream","Oakland","Farmington Hills","42.510799","-83.378381","","","False","","","","","","FOTR","U Min3","True","","False","","","","False","False","True","False","False","False","False","True"
"25","Main","Main Rouge","MN-1","Main 8 M","Eight Mile East of Telegraph","Downstream","Wayne","Detroit","42.438056","-83.274722","","","False","","","","MN3/4","","WC","MN11","True","","False","","N","","True","False","True","False","False","False","False","False"
"26","Main","Main Rouge","MN-2","Eliza Howell","5 Mile/Telegraph","Upstream","Wayne","Detroit","42.399722","-83.271389","","","False","","","","MN3/4","","WC","MN13","False","","False","","N","","True","True","True","False","False","False","False","False"
"27","Main","Main Rouge","MN-3","Fort St","Fort E of bridge","Upstream","Wayne","Dearborn","42.290906","-83.142919","","","False","","","","MN3/4","","WC","MN19","True","","False","","N","","False","False","True","False","False","False","False","False"
"97","Main","Main Rouge","MN-4","Parkland Pk","Ann Arbor Trail","Downstream","Wayne","Dearborn Heights","42.3378683","-83.2496084","","","False","","","","MN3/4","","WC","MN15","True","","False","","","","True","True","True","False","False","False","False","False"
"98","Main","Main Rouge","MN-5","Bridge St","Bridge w of Telegraph","Downstream","Oakland","Southfield","42.443614","-83.284906","","","False","","","","MN1/2","","WC","MN10","True","","False","","","","False","True","True","False","False","False","False","False"
"146","Main","Main Rouge","MN-6","Seven Mile","Greater Grace Temple","Upstream","Wayne","Detroit","42.431922","-83.271534","","","False","","","","","","WC","MN12","False","","False","","","","False","True","True","False","False","False","False","False"
"147","Main","Main Rouge","MN-7","Rouge Park","Spinoza/Sawyer","Upstream","Wayne","Detroit","42.348736","-83.24721","","","False","","","","","","WC","MN14","False","","False","","","","False","True","True","False","False","False","False","False"
"202","Main","Main Rouge","MN-7A","Rouge Park Sorensen","Spinoza/Sawyer","","Wayne","Detroit","42.3460164","-83.2470989","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"42","Middle","Middle Rouge","MR-1","Northville Rec W","Hines/7 Mile","Downstream","Wayne","Northville Twp","42.42487","-83.47712","","Recreational Dr, Northville, MI 48167 (go to circle)","False","","","","M1","","WC","1","True","SP GPS","True","","Y","","False","True","True","False","False","False","False","False"
"43","Middle","Middle Rouge","MR-10","Parr Rec","Telegraph","Upstream","Wayne","Dearborn Heights","42.347097","-83.27895","","","False","","","","M3","","WC","20","False","","False","","","","False","True","True","False","False","False","False","False"
"44","Middle","Middle Rouge","MR-11","Elm Grove","E of Nankin Mills, W of Valley View Rec Area","Downstream","Wayne","Westland","42.34516","-83.3629","","","False","","","","M3","","WC","13","True","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"45","Middle","Middle Rouge","MR-12","Hawthorn Valley","E of Merriman, W of Middlebelt Hill","Downstream","Wayne","Westland","42.33975","-83.34093","","","False","","","","M3","","WC","15","True","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"46","Middle","Middle Rouge","MR-13","Warrendale","Hines/Warren","Upstream","Oakland","Dearborn Heights","42.34432","-83.26865","","","False","","","","M3","","WC","21","False","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"47","Middle","Tonquish Creek","MR-14","Smith Elem","Byron/McKinley","Upstream","Wayne","Plymouth","42.3601432","-83.4763746","","","False","","","","M1","","WC","3","True","","False","","","","False","True","True","False","False","False","False","False"
"48","Middle","Middle Rouge","MR-15","Outer Dr Ford","Ford Road/Outer Drive","Downstream","Wayne","Dearborn","42.3306","-83.2483","","","False","","","","L2","","WC","22","True","","False","","","","False","True","True","False","False","False","False","False"
"49","Middle","Tonquish Creek","MR-16","Canoe Pk","W of Ann Arbor Trail/Hines","Upstream","Wayne","Westland","42.3519","-83.375","","","False","","","","M3","","WC","10","False","","False","","","","False","True","True","False","False","False","False","False"
"50","Middle","Middle Rouge","MR-17","I-275 Clam Bar","West of I-275","Upstream","Wayne","Plymouth Twp","42.370466","-83.437574","","","False","","","","M1","","WC","9","True","MB","True","","","","False","True","True","False","False","False","False","False"
"51","Middle","Middle Rouge","MR-18","Springbrook Rec","E of M-14 on Hines","Downstream","Wayne","Plymouth Twp","42.390248","-83.466365","","Hines Drive south of M-14, east side of road (42.390248, -83.466365)","False","","","","M1","","WC","6","False","MB","False","","","","False","True","True","False","False","False","False","False"
"52","Middle","Tonquish Creek","MR-19","Joy Rd","Joy/Lilley","Upstream","Wayne","Plymouth Twp","42.351831","-83.462729","","","False","","","","M1","","WC","7","False","MB","False","","","","False","True","True","False","False","False","False","False"
"53","Middle","Middle Rouge","MR-2","Reservoir Rd","S of 6 Mile, E of Hines","Upstream","Wayne","Northville Twp","42.408","-83.47076","","","False","","","","M1","","WC","5","True","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"54","Middle","Middle Rouge","MR-20","Waterford Bd","Waterford Bend","Upstream","Wayne","Northville Twp","42.411952","-83.471703","","6 Mile Station Dr, Northville, MI 48168","False","","","","M1","","WC","3","True","","False","","","","False","True","True","False","False","False","False","False"
"55","Middle","Tonquish Creek","MR-21","Holliday Pk","Cowan/Woodview","Upstream","Wayne","Westland","42.345241","-83.398143","","","False","","","","M3","","WC","9","False","MB","False","","","","False","False","True","False","False","False","False","False"
"91","Middle","Johnson Creek","MR-22","Maybury south","7 Mile N & Napier","Downstream","Wayne","Northville Twp","42.43033","-83.544423","","","False","","","","M1","","ST","5","True","","False","","","","False","True","True","False","False","False","False","False"
"95","Middle","Johnson Creek","MR-23","Maybury north","8 Mile","Downstream","Oakland","Northville Twp","42.432475","-83.520006","","","False","","","","M1","","ST","2","True","","False","","","","False","True","True","False","False","False","False","False"
"99","Middle","Tonquish Creek","MR-24","Lion's Pk","Burroughs & Coolidge","Downstream","Wayne","Plymouth","42.3640761","-83.4643914","","","False","","","","M1","","WC","5","True","","False","","","","False","True","True","False","False","False","False","False"
"103","Middle","Johnson Creek","MR-25","Maybury East","Beck/Main St","Upstream","Wayne","Northville","42.43058","-83.5135","","","False","","","","M1","","ST","3","True","","False","","","","False","True","True","False","False","False","False","False"
"117","Middle","Johnson Creek","MR-26","Napier Rd","Eight Mile","Downstream","Wayne","Northville Twp","42.434306","-83.550725","","","False","","","","M1","","ST","1","True","google maps","False","","","","False","True","True","False","False","False","False","False"
"133","Middle","Johnson Creek","MR-27","Ridge","Ridge S of 7 Mile","Downstream","Wayne","Northville Twp","42.41672","-83.531253","","18485 Ridge Rd, Northville, MI 48168","False","","","","","","ST","4","False","","False","","","","False","True","True","False","False","False","False","False"
"189","Middle","Johnson Creek","MR-27A","Florissant Dr.","7 Mile/Ridge","","Wayne","Northville twp","42.418053","-83.538234","","18913 Florissant Dr., Northville, MI 48167","False","","","","","","ST","","False","","False","","","","False","True","True","False","False","False","False","False"
"170","Middle","Tonquish Creek","MR-28","N Branch Tonquish Creek","Eaton Dr","Upstream","Wayne","Plymouth Twp","42.380628","-83.497516","","","False","","","","","","FOTR","","False","","False","","","","False","True","True","False","False","False","False","False"
"56","Middle","Middle Rouge","MR-2a","Reservoir Rd W","S of 6 Mile, E of Hines","Downstream","Wayne","Northville Twp","42.4089","-83.4704","","Hines Dr south of 6 Mile, east side of road (42.4089, -83.4704)","False","","","","M1","","WC","4","True","","False","","","","False","True","True","False","False","False","False","False"
"57","Middle","Middle Rouge","MR-3","Plym Riverside","S of Plymouth","Downstream","Wayne","Plymouth Twp","42.37402","-83.45532","","","False","","","","M1","","WC","7","True","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"58","Middle","Middle Rouge","MR-4","Levan Knoll","W of Levan Knoll, S of Hines","Downstream","Wayne","Livonia","42.36445","-83.40406","","","False","","","","M3","","WC","12","True","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"59","Middle","Middle Rouge","MR-5","Valley View","E of Nankin, S of Hines","Downstream","Wayne","Westland","42.34447","-83.36118","","","False","","","","M3","","WC","14","True","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"60","Middle","Middle Rouge","MR-6","Sherwood","E of Merriman, N of Hines","Upstream","Wayne","Westland","42.34132","-83.33765","","","False","","","","M3","","WC","16","False","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"61","Middle","Middle Rouge","MR-7","Hills Dr","W of Middlebelt","Downstream","Wayne","Westland","42.34286","-83.32853","","","False","","","","M3","","WC","17","False","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"62","Middle","Middle Rouge","MR-8","Inkster Rd","W of Inkster, S of Hines","Upstream","Wayne","Westland","42.34893","-83.31455","","","False","","","","M3","","WC","18","False","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"63","Middle","Middle Rouge","MR-9","Wallaceville","E of Beech Daly","Upstream","Wayne","Dearborn Heights","42.34732","-83.29135","","","False","","","","M3","","WC","19","False","SP GPS","False","","","","False","True","True","False","False","False","False","False"
"28","Main","Murphy Creek","Mur2","Roeper School","41190 Woodward","Downstream","Oakland","Bloomfield Hills","42.59375","-83.25174","","41190 Woodward, Bloomfield Hills, MI 48304","True","David Feldman or Fluent","","","MN1/2","10a","FOTR","Mn Mur","True","BN GPS","True","","","","False","True","True","False","False","False","False","False"
"120","Lower","Fowler Creek","Nfowl","Fowler Ridge","2N Geddes","Up and Downstream","Washtenaw","Canton Twp","42.289405","-83.547127","","","False","","","","L1","","FOTR","3","False","","False","","","","False","True","True","False","False","False","False","False"
"29","Main","Nottingham Creek","Nott","Country Day","Lahser/13 Mile","Upstream","Oakland","Beverly Hills","42.51149","-83.26463","Scott Stanley, sstanley@dcds.edu, (248) 514-5024","22400 Hillview Lane, Beverly Hills, MI 48025","True","Jenn Gabrys, Scott Stanle","","","MN1/2","11a","FOTR","MN Nott","True","SP GPS","True","","","","False","True","True","True","True","True","False","False"
"203","Main","Nottingham Creek","Nott2","Eisenman","32639 Valley Ridge Drive","","Oakland","Beverly Hills","42.527109","-83.267861","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"64","Middle","Tonquish Creek","Nton","S Evergreen St","Harvey & Penniman","Upstream","Wayne","Plymouth","42.37312","-83.47572","","1309 Penniman, Plymouth, MI 48170","False","","","","M1","","FOTR","4","True","BN GPS","False","","N","","False","True","True","True","True","True","False","False"
"30","Main","Pebble Creek","Peb1","Danvers Ct","28314 Danvers Ct","Downstream","Oakland","Farmington Hills","42.50133","-83.32912","","28314 Danvers Ct, Farmington Hills, MI 48334","True","Joan & Richard Marshall","","","MN1/2","12a","FOTR","MN Peb2","True","SP GPS","False","","N","","False","True","True","False","False","False","False","False"
"31","Main","Pebble Creek","Peb2","Pebble 13 Mile","13 Mile/Middlebelt","Upstream","Oakland","Farmington Hills","42.51521","-83.34402","Adat Shalo, Alan Yost, ayost@adatshalom.org","29901 Middlebelt Rd, Farmington Hills, MI 48334","True"," April 2022, mwolf@adatshalom.org Michale Wolf","","","MN1/2","","FOTR","MN Peb1","True","SP GPS","False","","N","","False","True","True","False","False","False","False","False"
"100","Main","Pebble Creek","Peb3","Pebble d/s Dam","Danvers Drive","Downstream","Oakland","Farmington Hills","42.500849","-83.324474","","2800 Danvers Dr, Farmington Hills, MI 48334","False","","","","MN1/2","12b","FOTR","MN Peb3","True","","False","","","","False","True","True","False","False","False","False","False"
"162","Main","Pebble Creek","Peb4","10 Mile","Beech Rd","Upstream","Oakland","Southfield","42.4716","-83.30391","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"171","Upper","Pebble Creek","Peb5","Ravine Drive","Orchard lake N of 13 Mile","Downstream","Oakland","Farmington Hills","42.521306","-83.357611","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"184","Main","Pebble Creek","Peb6","14 Mile","14 Mile/Club House Ln","Downstream","Oakland","Farmington Hills","42.5272703","-83.3682865","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"163","Main","Ravines Branch","Rav","10 Mile","Middlebelt/Inkster","Upstream","Oakland","Southfield","42.47027","-83.33097","","","False","","","","","","","","False","","False","","","","False","False","True","False","False","False","False","False"
"7","Upper","Seeley Creek","See1","Seeley  13 M Hagg","13 Mile/Haggerty","Downstream","Oakland","Farmington Hills","42.51145","-83.4333","","","False","","","","U","","FOTR","U See3","True","SP GPS","False","","N","","False","False","True","False","False","False","False","False"
"8","Upper","Seeley Creek","See2","Sleepy Hollow","Drake/11 Mile","Upstream","Oakland","Farmington Hills","42.48927","-83.40099","","35901 Howard Rd, Framington Hills, MI 48331","False","","","","U","22b","FOTR","U See5","True","SP GPS","False","","N","","False","True","True","False","False","False","False","False"
"9","Upper","Seeley Creek","See3","Kennedy Ct","Kennedy Court","Upstream","Oakland","Farmington Hills","42.51073","-83.4304","","29370 Kennedy Ct, Farmington Hills, MI 48331","False","","","","U","22a","FOTR","U See3","True","Google Earth","False","","N","","False","True","True","False","False","False","False","False"
"110","Upper","Seeley Creek","See4","Haggerty Rd","S of 14 Mile","Downstream","Oakland","Farmington Hills","42.516904","-83.436534","","39290 Lancaster Dr. Farmington Hills, MI 48331","False","","","","","","FOTR","U See2","True","","False","","","","False","False","True","False","False","False","False","True"
"111","Upper","Seeley Creek","SeeBosch","Seeley Bosch","N of 696","Upstream","Oakland","Farmington Hills","42.491667","-83.421528","","","False","","","","","","FOTR","U See4","True","","False","","","","False","False","False","False","False","False","False","True"
"112","Upper","Seeley Creek","SeeSTO","Seeley Comm outfall","14 Mile","Upstream","Oakland","Commerce Twp","42.527377","-83.450018","","","False","","","","","","FOTR","U See1","True","","False","","","","False","False","False","False","False","False","False","True"
"208","Main","Simpson Lake","SimpL","Isle Royal Ct","","","Oakland","West Bloomfield","42.6066819","-83.3223617","","","False","2021-Linee Diem, 5339 Isle Royal Ct, West Bloomfield, MI 48323, 248-891-9416 lineekorn.2@gmail.com","","","","","","","False","","False","","","","False","False","False","False","False","False","True","True"
"32","Main","Sprague Creek","Sprag","Main Lloyd Stage","6685 Coolidge","Upstream","Oakland","Troy","42.6159714","-83.1920726","Debra Williams, lead naturalist, debra@troynaturesociety.org","6685 Coolidge Hwy, Troy, MI 48098","True","Debra Williams","","","MN1/2","7a","FOTR","MN Sprag","True","BN GPS","True","","","","False","True","True","True","True","True","False","False"
"192","Middle","Tarabusi Creek","Tar1","Gill Elementary","","","Wayne","Farmington Hills","42.447798","-83.386233","removed but added back in for history","","False","","","","","","REP","","False","","False","","","","False","False","False","False","False","False","False","False"
"10","Upper","Tarabusi Creek","Tar2","Tara 8 M","8 Mile/Gill","Upstream","Wayne","Farmingon Hills","42.441084","-83.38423","","34100 W 8 Mile Rd, Farmington Hills, MI 48335","False","","","","U","","FOTR","U Tar1","True","SP GPS","True","","N","","False","True","True","False","False","False","False","False"
"65","Middle","Tonquish Creek","Ton1","Plym Twp Pk","Beck/Ann Arbor Tr","Upstream","Wayne","Plymouth Twp","42.36701","-83.49895","","46640 W Ann Arbor Trail, Plymouth, MI 48170","False","","","","M1","T","FOTR","1","True","BN GPS","True","","Y","","False","True","True","True","True","True","False","False"
"66","Middle","Tonquish Creek","Ton1/2","Canton Ctr Rd","Canton Ctr Rd, N of Ann Arbor Rd","Downstream","Wayne","Plymouth Twp","42.3642907","-83.489154","","10605 N Canton Center Rd, Plymouth, MI 48170","False","","","","M1","17a","FOTR","2","True","BN GPS","True","","N","","False","True","True","False","False","False","False","False"
"67","Middle","Tonquish Creek","Ton2","Ann Arbor Rd","Ann Arbor Rd/Lilley","Downstream","Wayne","Plymouth Twp","42.35809","-83.46507","","525 N Ann Arbor Rd, Plymouth, MI 48170","False","","","","M1","17b","FOTR","6","True","BN GPS","False","","Y","","False","True","True","True","True","False","False","False"
"140","Middle","Tonquish Creek","Ton3","Hix Road","east side of Road","Downstream","Wayne","Westland","42.334626","-83.418158","","","False","","","","","","FOTR","8","False","","False","","","","False","False","False","False","False","False","False","True"
"185","Middle","Tonquish Creek","Ton4","Burning Tree Lane","N. Territorial/Beck","","Wayne","Plymouth Twp","42.381145","-83.5018","Jan 2020 added for SS due to high water","46449 Burning Tree Lane, Plymouth, MI 48170","False","","","","","","FOTR","","False","","False","","","","False","False","True","False","False","False","False","False"
"186","Middle","Tonquish Creek","Ton5","Beacon Hill Dr","N Territorial south","","Wayne","Plymouth Twp","42.374629","-83.494157","Jan 2020 added for SS due to high water","13000 Beacon Hill Drive, Plymouth, MI 48170","False","","","","","","FOTR","","False","","False","","","","False","False","True","False","False","False","False","False"
"209","Main
Main","Upper Long Lake","ULL","Long Point","","","Oakland","Bloomfield Twp","42.597873","-83.315586","","1807 Long Pointe Drive","False","Ron Cousineau rjcousineau@aol.com, Stephen George stephengeorge1000@gmail.com, Eric Gleisner inlandlakes123@aol.com","","","","","","","False","","False","","","","False","False","False","False","False","False","True","True"
"11","Upper","Upper Rouge","Up1","Heritage Park","Farmington/10 Mile","Upstream","Oakland","Farmington Hills","42.47526","-83.3854501","","24915 Farmington Rd, Farmington Hills, MI 48336","True","Ashlie Smith","","","U","23a","FOTR","U1","True","SP GPS","False","","N","","False","True","True","False","False","False","False","False"
"12","Upper","Upper Rouge","Up2","Shiawasee Park","Shiawassee/Power","Downstream","Oakland","Farmington","42.4632161","-83.3682334","","23200 Power Rd, Farmington, MI 48336","False","","","","U","23b","FOTR","U2","True","","False","","Y","2004","False","True","True","True","True","True","False","False"
"164","Upper","Upper Rouge","Up3","Botsford Park","8 Mile Road","Downstream","Wayne","Livonia","42.43659","-83.32475","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"165","Upper","Upper Rouge","Up4","Garfield","Five Mile/Telegraph","Upstream","Wayne","Redford Twp","42.40314","-83.28834","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"176","Upper","Upper Rouge","Up5","Botsford Commons","21450 Archwood Cir, Farmington Hills, MI 48336","Downstream","Oakland","Farmington Hills","42.4497368","-83.3481324","","21450 Archwood Cir, Farmington Hills, MI 48336","False","2017-Barb Smith 248-615-2898 2017","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"204","Upper","Upper Rouge","Up6","Goff Nature Preserve","7 Mile/Inkster","","Wayne","Livonia","42.4270045","-83.3184242","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"13","Upper","Upper Rouge","UR-1","Lola Valley","Kinloch","Upstream","Wayne","Redford Twp","42.4111","-83.3029","","","False","","","","U","","WC","U3","False","","False","","","","True","True","True","False","False","False","False","False"
"14","Upper","Bell Branch","UR-2","Bell Cr Pk","5 Mile/Inkster","Upstream","Wayne","Redford Twp","42.401803","-83.310759","","","False","","","","U","","WC","U Bel5","False","","False","","","","False","True","True","False","False","False","False","False"
"15","Upper","Tarabusi Creek","UR-3","Tara 7 M","7 Mile/Merriman","Downstream","Wayne","Livonia","42.426303","-83.362972","","32070 W Seven Mile Rd, Livonia, MI 48152","True","Jevovah Witnesses","","","U","","WC","U Tar2","False","","False","","","","False","True","True","False","False","False","False","False"
"94","Upper","Upper Rouge","UR-4","5M Beech Daly","east of Inkster","Downstream","Wayne","Redford Twp","42.400014","-83.286158","","","False","","","","U","","WC","U4","False","","False","","","","True","True","True","False","False","False","False","False"
"138","Upper","Beitz Creek","UR-5","Beitz Creek/6 Mile","6 Mile Rd","Downstream","Wayne","Livonia","42.411266","-83.379288","","","False","","","","","","WC","U Bel4","False","","False","","","","False","True","True","False","False","False","False","False"
"68","Middle","Walled Lk Drainage","Wall0","Parm Cider Mill","Old Baseline/ Old Novi Rd","Downstream","Wayne","Northville","42.43673","-83.47369","","714 Baseline Rd, Northville, MI 48167","False","","","","M1","19b","FOTR","5","True","SP GPS","True","","N","","False","True","True","False","False","False","False","False"
"69","Middle","Walled Lk Drainage","Wall1","Rotary Pk","9 Mile/Meadowbrook","Downstream","Oakland","Novi","42.44957","-83.46525","","22220 Roethel Dr, Novi, MI 48375","False","","","","M1","19a","FOTR","4","True","SP GPS","False","","N","","False","True","True","True","True","True","False","False"
"70","Middle","Walled Lk Drainage","Wall2","WL 10 M","10 Mile/Novi","Upstream","Oakland","Novi","42.46732","-83.46623","","42570 W 10 Mile Rd, Novi, MI 48375","False","","","","M1","18b","FOTR","3","True","SP GPS","True","","N","","False","True","True","True","True","True","False","False"
"71","Middle","Walled Lk Drainage","Wall3","WL 12 M","12 Mile/Taft","Downstream","Oakland","Novi","42.49486","-83.49575","","27999 Taft Rd, Novi, MI 48377","False","","","","M1","18a","FOTR","1","True","SP GPS","True","","N","","False","True","True","True","True","True","False","False"
"72","Middle","Walled Lk Drainage","Wall4","WL Ford Field","Northville/Main Street","Upstream","Wayne","Northville","42.43354","-83.48056","","215 Griswold Dt, Northville, MI 48167","False","","","","M1","","FOTR","6","True","SP GPS","False","","N","","False","True","True","False","False","False","False","False"
"141","Middle","Walled Lk Drainage","Wall5","Novi Cemetery","Novi Rd south of Grand River","Downstream","Oakland","Novi","42.478094","-83.476623","","","False","","","","","","FOTR","2","False","","False","","","","False","False","False","False","False","False","False","True"
"150","Middle","Shawood Lake","Wall6","Lakeshore Park","13 Mile/S Lake Dr","Upstream","Oakland","Novi","42.511663","-83.481374","","","False","","","","","","","","False","","False","","","","False","False","True","False","False","False","False","False"
"173","Middle","Walled Lake Drainage","Wall7","Novi Wastewater Treatment Plant","46351 West Rd, Novi, MI 48377","Downstream","Oakland","Novi","42.50915","-83.49562","","46351 West Rd, Novi, MI 48377","False","2017-Marc Wilson or Gary Mundy 248-669-4443","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"183","Middle","Walled Lk Drainage","Wall8","Sports Club of Novi","Novi Rd/Nick Lidstrom Dr","Downstream","Oakland","Novi","42.4614759","-83.4671313","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"213","Main","Walnut Lake","WalnutL","Wendrick","","","Oakland","West Bloomfield","42.5666","-83.32563","","4729 Wendrick, West Bloomfield, Mi 48323","False","Brendon Kaufman, 248.789.6944, let's us access and use bathroom, got boat 2021","","","","","","","False","","False","","","","False","False","False","False","False","False","False","False"
"73","Middle","Willow Creek","Will1","Willow Barchester Pk","Ford/Lilley","Up and Downstream","Wayne","Canton Twp","42.33002","-83.46422","","42999 Hanford Rd, Canton, MI 48187","False","","","","M1","","FOTR","2","True","BN GPS","False","","Y","","False","True","True","False","False","False","False","False"
"144","Middle","Willow Creek","Will2","Canton High School","Joy/N Canton Ctr","Downstream","Wayne","Canton Twp","42.348115","-83.490179","","8415 N Canton Center Rd, Canton, MI 48187","False","","","","","","FOTR","1","False","","False","","","","False","False","True","False","False","False","False","False"
"145","Middle","Willow Creek","Will3","IKEA","Haggerty/Ford Rd","Upstream","Wayne","Canton Twp","42.32647","-83.453283","","","False","","","","","","FOTR","2","False","","False","","","","False","False","True","False","False","False","False","False"
"187","Middle","Willow Creek","Will4","Plymouth Canton HS","Joy Rd/Beck","","Wayne","Canton Twp","42.348028","-83.497205","Jan 2020 added for SS due to high water","46181 Joy Road, Canton, MI 48187","False","","","","","","FOTR","","False","","False","","","","False","False","True","False","False","False","False","False"
"210","Main","Wing Lake","WingL","Geisler Ct","","","Oakland","Bloomfield Hills","42.5553406","-83.2955074","","4331 Geisler Court, Bloomfield Hills, 48301","False","2020-Mindy & Joel Young, Mindy-248-563-7488, Joel 248-568-1061","","","","","","","False","","False","","","","False","False","False","False","False","False","True","True"
"215","Middle","Johnson Creek","John10","East of Ridge","Ridge n of Five Mile","","Wayne","Northville Twp","42.3971408","-83.5293057","July 2022 added with fishing","","False","","","","","","FOTR","","False","","False","","","","False","False","False","False","False","False","False","True"
"216","Main","Main Rouge","Main21","Concrete channel at oxbow","Michigan Ave","","Wayne","Dearborn","42.307632","-83.220396","July 22 2022 DNR boomshocking","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","True"
"217","Main","Evans Creek","Evan6","Tamarack Restoration","W Norwood","","","Southfield","42.469335","-83.244996","","","False","","","","","","","","False","","False","","","","False","False","False","False","False","False","False","False"
